distance,name,price,rating,geocodes.main.latitude,geocodes.main.longitude,geocodes.roof.latitude,geocodes.roof.longitude,req_cat
644,Qdoba Mexican Eats,1.0,8.1,40.739497,-73.786388,40.739497,-73.786388,13065
697,Five Guys Burgers & Fries,2.0,7.2,40.739924,-73.786578,40.739924,-73.786578,13065
714,Hooters,2.0,7.1,40.740755,-73.784278,,,13065
772,Blaze Pizza,1.0,7.0,40.740341,-73.787116,40.740341,-73.787116,13065
733,Haagen-Dazs,1.0,7.0,40.74024,-73.786851,40.74024,-73.786851,13065
603,Romeo's Pizza,1.0,6.8,40.72912,-73.780832,40.72912,-73.780832,13065
628,Boston Market,2.0,6.8,40.739567,-73.785736,40.739567,-73.785736,13065
610,Bagels & Co.,1.0,6.6,40.729122,-73.780744,40.729122,-73.780744,13065
619,Applebee's,2.0,6.6,40.739121,-73.786331,40.739121,-73.786331,13065
616,Red Mango,2.0,6.4,40.739517,-73.785603,40.739517,-73.785603,13065
121,Peking Chinese Restaurant,2.0,,40.733418,-73.783644,40.733418,-73.783644,13065
123,Peking Restaurant Fresh Meadows,1.0,,40.734117,-73.783712,40.734117,-73.783712,13065
560,Domino's Pizza,1.0,5.9,40.729496,-73.780888,40.729496,-73.780888,13065
498,Hong Kong Garden,1.0,,40.737177,-73.777882,40.737177,-73.777882,13065
500,Kowloon City Cafe,1.0,,40.737333,-73.778105,40.737333,-73.778105,13065
791,Ichopsticks,1.0,5.8,40.739906,-73.78872,,,13065
566,Kokchain's,2.0,,40.734299,-73.789306,40.734299,-73.789306,13065
572,Lucky Fresh Tortilla,1.0,,40.729498,-73.780801,40.729498,-73.780801,13065
622,Around The Clock Deli,1.0,,40.730268,-73.778078,40.730268,-73.778078,13065
626,Pecking House,1.0,,40.728772,-73.783176,,,13065
465,Panorama Cafe,1.0,8.1,40.712295,-73.806339,40.712295,-73.806339,13065
624,Smile of the Beyond Restaurant,1.0,7.9,40.709203,-73.804921,40.709203,-73.804921,13065
905,Annam Brahma,1.0,8.2,40.712967,-73.801126,40.712967,-73.801126,13065
593,Briarwood Cafe,2.0,7.0,40.707913,-73.817441,40.707913,-73.817441,13065
898,Cheap Shots,2.0,7.1,40.718907,-73.813468,40.718907,-73.813468,13065
591,Subway,1.0,6.7,40.708863,-73.81826,40.708863,-73.81826,13065
797,Beijing Dumpling House,1.0,6.7,40.704136,-73.809104,40.704136,-73.809104,13065
921,Wendy's,1.0,6.7,40.702769,-73.814073,40.702769,-73.814073,13065
864,KFC,1.0,6.4,40.703708,-73.815328,40.703708,-73.815328,13065
550,Checkers,1.0,6.1,40.714484,-73.807158,40.714484,-73.807158,13065
1049,Jamaica Fish Market,2.0,6.0,40.703755,-73.817685,40.703755,-73.817685,13065
547,Joy Kitchen & Joy Taco,1.0,,40.707702,-73.817259,40.707702,-73.817259,13065
622,Popeyes Louisiana Kitchen,1.0,5.6,40.705521,-73.809764,40.705521,-73.809764,13065
582,Corazon Latino,2.0,,40.709027,-73.818135,40.709027,-73.818135,13065
621,Maxim Garden Chinese Restaurant,1.0,,40.707383,-73.817073,40.707383,-73.817073,13065
639,Adams Bagel,1.0,,40.709709,-73.818901,40.709709,-73.818901,13065
641,Pani Dolci,1.0,,40.709122,-73.818662,40.709122,-73.818662,13065
657,Jalali Deli & Grocery,1.0,,40.705177,-73.812675,40.705177,-73.812675,13065
984,McDonald's,1.0,5.7,40.702384,-73.814365,40.702384,-73.814365,13065
878,El Rinconcito de Los Sabores Restaurant & Deli,1.0,,40.703148,-73.811905,40.703148,-73.811905,13065
881,Texas Chicken and Burgers,1.0,,40.706946,-73.802529,40.706946,-73.802529,13065
884,Burgers Plus,2.0,,40.718671,-73.814245,40.718671,-73.814245,13065
937,El Mezcal Bar & Grill,2.0,,40.70255,-73.812102,40.70255,-73.812102,13065
966,Los Almuerzos Mexicanos,1.0,,40.702644,-73.814766,40.702644,-73.814766,13065
914,King Wok,1.0,5.0,40.71854,-73.817252,40.71854,-73.817252,13065
194,Jamaican Flavors,2.0,8.2,40.705516,-73.795149,40.705516,-73.795149,13065
417,Dallas BBQ,2.0,7.5,40.705504,-73.801998,40.705504,-73.801998,13065
975,Annam Brahma,1.0,8.2,40.712967,-73.801126,40.712967,-73.801126,13065
588,Popeyes Louisiana Kitchen,1.0,7.7,40.709601,-73.795641,40.709601,-73.795641,13065
827,Smile of the Beyond Restaurant,1.0,7.9,40.709203,-73.804921,40.709203,-73.804921,13065
839,The Nourish Spot,2.0,7.7,40.697991,-73.792136,40.697991,-73.792136,13065
311,Subway,1.0,6.6,40.702965,-73.799891,40.703079,-73.799818,13065
584,Subway,1.0,6.8,40.709901,-73.794474,40.709901,-73.794474,13065
773,Cafe Energy,2.0,6.8,40.701754,-73.805268,40.701754,-73.805268,13065
307,Popeyes Louisiana Kitchen,1.0,6.4,40.703077,-73.799905,40.703077,-73.799905,13065
883,IHOP,2.0,6.8,40.711432,-73.791517,40.711432,-73.791517,13065
199,Pizza Hut,1.0,5.9,40.703906,-73.799106,40.703906,-73.799106,13065
132,Porta Bella,,,40.705028,-73.795262,40.705028,-73.795262,13065
158,Shake Shack,,,40.703842,-73.79845,,,13065
164,Patty World,2.0,,40.706085,-73.796085,40.706085,-73.796085,13065
944,Texas Chicken & Burgers,1.0,6.3,40.70154,-73.807311,40.70154,-73.807311,13065
267,New Sarkura Japan,2.0,,40.704046,-73.79994,40.704046,-73.79994,13065
918,Tropical Fantasy Bar & Lounge,2.0,6.2,40.707608,-73.787064,40.707608,-73.787064,13065
293,McDonald's,1.0,5.4,40.703558,-73.800053,40.703558,-73.800053,13065
401,First & Last Newsstand,1.0,,40.707906,-73.794447,40.707906,-73.794447,13065
566,Ramona's Bakery,1.0,,40.709326,-73.79585,40.709326,-73.79585,13065
643,Premium Sweets,1.0,,40.710277,-73.79453,40.710277,-73.79453,13065
662,Tacos Mexicanos Mary,1.0,,40.707001,-73.789747,40.707001,-73.789747,13065
695,Island Delight,4.0,,40.706942,-73.789963,40.706942,-73.789963,13065
852,Jade Garden Restaurant,1.0,,40.711051,-73.791634,40.711051,-73.791634,13065
340,Gino's Pizzeria,1.0,9.0,40.7485,-73.756617,40.7485,-73.756617,13065
412,Chilsung Garden,2.0,8.1,40.749234,-73.755288,40.749234,-73.755288,13065
224,Bi Won Korean B-B-Q Restaurant,2.0,7.4,40.747433,-73.756144,40.747433,-73.756144,13065
403,Fukuoka Shabu Shabu,,7.6,40.748713,-73.756711,40.748713,-73.756711,13065
346,Empire Garden Chinese Restaurant,1.0,7.2,40.748724,-73.756275,40.748724,-73.756275,13065
603,Bell Diner,2.0,7.3,40.740893,-73.758801,40.740893,-73.758801,13065
395,Little Dumpling,1.0,7.0,40.749005,-73.755805,40.749005,-73.755805,13065
660,Villa Rustica Ristorante & Pizzeria,2.0,7.3,40.740099,-73.758206,40.740099,-73.758206,13065
343,Rolly Kimbab,1.0,6.9,40.748458,-73.756135,40.748458,-73.756135,13065
652,Sushi You,2.0,7.1,40.740726,-73.759013,40.740726,-73.759013,13065
604,L'Italiano Trattoria,2.0,6.7,40.748003,-73.761359,40.748003,-73.761359,13065
345,Red Mango,1.0,6.4,40.748623,-73.75601,40.748623,-73.75601,13065
292,River Japanese Cuisine,2.0,6.2,40.748286,-73.756522,40.748286,-73.756522,13065
949,Lie Bagels,1.0,6.6,40.746523,-73.766592,40.746523,-73.766592,13065
191,Aaple Cafe,2.0,,40.744196,-73.753981,40.744196,-73.753981,13065
353,Subway,1.0,5.7,40.748618,-73.756184,40.748618,-73.756184,13065
298,Supreme Dumpling,1.0,,40.748284,-73.756609,40.748284,-73.756609,13065
347,"""""""""""""Nathan's Famous""""""""""""",1.0,,40.748724,-73.756275,40.748724,-73.756275,13065
351,The Empanada Spot,,,40.748621,-73.756097,40.748621,-73.756097,13065
376,Fresco Pizzeria and Restaurant,1.0,,40.748724,-73.756275,40.748724,-73.756275,13065
390,Samdado Restaurant,2.0,,40.749052,-73.756112,40.749052,-73.756112,13065
394,Ugly Donuts and Corn Dogs,2.0,,40.749075,-73.755975,,,13065
409,China Grill,1.0,,40.748693,-73.757497,40.748693,-73.757497,13065
678,Hot Ginger Japanese Asian Fusion,2.0,5.8,40.740099,-73.758206,40.740099,-73.758206,13065
418,Duck Hyang,2.0,,40.749236,-73.755201,40.749236,-73.755201,13065
222,Popeyes Louisiana Kitchen,1.0,7.0,40.717883,-73.736498,40.717883,-73.736498,13065
596,Victor's Coffee Shop,1.0,7.2,40.716269,-73.744996,40.716269,-73.744996,13065
579,Mateus’ Restaurant & Bar,3.0,7.1,40.720631,-73.732271,40.720631,-73.732271,13065
519,Tropical Jerk,2.0,7.1,40.71433,-73.738428,40.71433,-73.738428,13065
803,Italian Affair Pizza,1.0,7.3,40.721982,-73.72996,40.721982,-73.72996,13065
520,Golden Krust,2.0,6.3,40.713382,-73.735385,40.713382,-73.735385,13065
519,Little Caesars Pizza,1.0,6.3,40.713656,-73.73772,,,13065
137,Wonderful Chinese Restaurant,1.0,,40.717598,-73.739281,40.717598,-73.739281,13065
145,CD Restaurant and Bar,2.0,,40.718024,-73.737332,40.718024,-73.737332,13065
154,Windies Restaurant & Bar,2.0,,40.7174,-73.738576,40.7174,-73.738576,13065
170,Happy Kitchen,1.0,,40.717592,-73.739542,40.717592,-73.739542,13065
177,Las Delicias Restaurant,1.0,,40.718022,-73.737419,40.718022,-73.737419,13065
218,El Patio,2.0,,40.718204,-73.736596,40.718204,-73.736596,13065
273,Oasis deli & grocery,1.0,,40.718606,-73.742108,40.718606,-73.742108,13065
371,Pates Plus Bakery,1.0,,40.716946,-73.735157,40.716946,-73.735157,13065
435,Ahuachapan Restaurant,2.0,,40.716808,-73.742876,40.716808,-73.742876,13065
443,FAS Salvadoran Restaurant,2.0,,40.716691,-73.743221,40.716691,-73.743221,13065
465,Top Bingo Hall,,,40.719142,-73.733573,40.719142,-73.733573,13065
491,Adelitas Bar & Grill,1.0,,40.72002,-73.732992,40.72002,-73.732992,13065
499,Emilio's Mexican Grill,1.0,,40.719855,-73.733117,40.719855,-73.733117,13065
519,The Pour Hause,2.0,,40.712199,-73.730895,40.712199,-73.730895,13065
519,Superior Markets,1.0,,40.714477,-73.736862,40.714477,-73.736862,13065
508,Yummy Taco,2.0,5.5,40.71991,-73.733075,40.71991,-73.733075,13065
645,Belvedere Restaurant,,,40.713248,-73.736428,40.713248,-73.736428,13065
676,102 Springfield Grocery,1.0,,40.713432,-73.735518,40.713432,-73.735518,13065
812,Hollis Deli,1.0,8.4,40.707227,-73.750839,40.707227,-73.750839,13065
806,Elena's Restaurant 43,2.0,7.5,40.718218,-73.757629,40.718218,-73.757629,13065
480,Subway,1.0,6.6,40.713448,-73.754324,40.713448,-73.754324,13065
832,Domino's Pizza,1.0,6.5,40.706673,-73.751431,40.706673,-73.751431,13065
819,Papa John's Pizza,1.0,6.4,40.718444,-73.757201,40.718444,-73.757201,13065
516,Popeyes Louisiana Kitchen,1.0,6.1,40.713509,-73.754021,40.713509,-73.754021,13065
971,Subway,1.0,6.3,40.719793,-73.76148,40.719793,-73.76148,13065
361,Naz Bakery & Roti Shop,1.0,,40.713736,-73.75573,40.713736,-73.75573,13065
567,Burger King,1.0,5.8,40.713113,-73.765526,40.713113,-73.765526,13065
410,Safari Caribbean American,2.0,,40.713554,-73.762967,40.713554,-73.762967,13065
506,Cheung Hing Kitchen,1.0,,40.706021,-73.758083,40.706021,-73.758083,13065
522,Chris And Sons Roti,2.0,,40.706536,-73.759061,40.706536,-73.759061,13065
619,Hollis Mini Market ' Frankies,2.0,,40.706124,-73.756124,40.706124,-73.756124,13065
634,Hollis Famous Burgers,1.0,,40.706753,-73.754706,40.706753,-73.754706,13065
723,New Eastern Chinese Restaurant,1.0,,40.714639,-73.751965,40.714639,-73.751965,13065
746,Pizza Depot,1.0,,40.707308,-73.751889,40.707308,-73.751889,13065
756,Kennedy Fried Chicken,1.0,,40.707251,-73.752018,40.707251,-73.752018,13065
805,La Baguette Shop,1.0,,40.712765,-73.768612,40.712765,-73.768612,13065
826,Hops Kitchen,1.0,,40.707119,-73.750835,40.707119,-73.750835,13065
868,Compare Foods,,,40.707284,-73.75071,40.707284,-73.75071,13065
899,Silver Spoon Restaurant,2.0,,40.707466,-73.749887,40.707466,-73.749887,13065
946,Kennedy Fried Chicken,2.0,,40.711042,-73.770691,40.711042,-73.770691,13065
962,Friends Restaurant,2.0,,40.710448,-73.770714,40.710448,-73.770714,13065
302,Village Roti Shop,,,40.713603,-73.761049,40.713603,-73.761049,13065
418,El Palo Restaurant,,,40.71366,-73.763058,40.71366,-73.763058,13065
194,The Nourish Spot,2.0,7.7,40.697991,-73.792136,40.697991,-73.792136,13065
510,109 Merrick Deli,1.0,6.6,40.696792,-73.784156,40.696792,-73.784156,13065
185,Apple Garden Chinese Food,1.0,,40.695349,-73.790037,40.695349,-73.790037,13065
897,China Sin Restaurant,1.0,,40.69137,-73.798098,40.69137,-73.798098,13065
1016,Porta Bella,,,40.705028,-73.795262,40.705028,-73.795262,13065
113,Crown Fried Chicken,,,40.69613,-73.79129,,,13065
136,Fortis Restaurant & Bar,,,40.69577,-73.79103,,,13065
259,Blaze 718 Jamaican & American Restaurant,,,40.694595,-73.790011,40.694595,-73.790011,13065
345,160 Gourmet Deli,,,40.697555,-73.794433,40.697555,-73.794433,13065
821,The Melting Pot,,,40.703942,-73.793436,40.703942,-73.793436,13065
823,JM Coffee Shop & Bakery Corporation,,,40.70394,-73.793523,40.70394,-73.793523,13065
876,Crown Fried Chicken,,,40.691953,-73.798511,40.691953,-73.798511,13065
887,Crown Fried Chicken,,,40.703377,-73.7966,40.703377,-73.7966,13065
895,China Sing,,,40.691357,-73.798125,,,13065
942,Jerry's Subs and Pizza,,,40.698022,-73.801516,40.698022,-73.801516,13065
949,Alexis Caribbean Cuisine,,,40.703851,-73.79701,40.703851,-73.79701,13065
954,John's Restaurant - Gertz Plaza,,,40.703849,-73.797097,40.703849,-73.797097,13065
999,Jollibee,,,40.703485,-73.798525,,,13065
341,The Smokehouse,2.0,8.6,40.692085,-73.761312,40.692085,-73.761312,13065
462,Jamaican Flavors,2.0,8.8,40.691406,-73.762597,40.691406,-73.762597,13065
1013,B & R Spice Restaurant,2.0,7.8,40.701682,-73.765568,40.701682,-73.765568,13065
505,Farmers Pizza Grill,1.0,7.1,40.690878,-73.762143,40.690878,-73.762143,13065
434,Yardies Jerk,2.0,7.0,40.693908,-73.753541,,,13065
544,Golden Krust Caribbean Bakery And Grill,1.0,7.0,40.694251,-73.752315,40.694251,-73.752315,13065
485,Popeyes Louisiana Kitchen,1.0,7.0,40.690878,-73.762143,40.690878,-73.762143,13065
831,Kriss West Indian Restaurant,2.0,7.2,40.700474,-73.764262,40.700474,-73.764262,13065
962,Patmar Bake Shop,1.0,6.7,40.695879,-73.747573,40.695879,-73.747573,13065
202,Burger King,1.0,5.6,40.692944,-73.757155,40.692944,-73.757155,13065
154,Candies,3.0,,40.693094,-73.75764,40.693094,-73.75764,13065
187,VIP Deli Grocery,1.0,,40.695802,-73.761397,40.695802,-73.761397,13065
265,Farmers Sports & Social,2.0,,40.695802,-73.761397,40.695802,-73.761397,13065
303,Fish Net Restaurant,3.0,,40.692204,-73.76088,40.692204,-73.76088,13065
394,Crown Fried Chicken,1.0,,40.691955,-73.76218,40.691955,-73.76218,13065
433,Tony’s Food Deli,1.0,,40.691944,-73.762616,40.691944,-73.762616,13065
442,King's Delight Queens,2.0,,40.69384,-73.753653,40.69384,-73.753653,13065
461,199-13 Food,1.0,,40.693199,-73.753456,40.693199,-73.753456,13065
467,Fish & Chips,3.0,,40.691406,-73.762597,40.691406,-73.762597,13065
477,Deja'Vu Bar & Lounge,,,40.692241,-73.76581,40.692241,-73.76581,13065
485,Latty's,1.0,,40.694073,-73.752963,40.694073,-73.752963,13065
742,J & C Seafood,3.0,,40.700474,-73.764262,40.700474,-73.764262,13065
781,Oriental Star Kitchen,1.0,,40.700382,-73.763648,40.700382,-73.763648,13065
906,Farmers Pizza,2.0,,40.701156,-73.765027,40.701156,-73.765027,13065
965,Og's Restaurant,2.0,,40.695992,-73.747402,40.695992,-73.747402,13065
686,The Door,2.0,8.5,40.678582,-73.779509,40.678582,-73.779509,13065
910,Subway,1.0,8.0,40.681386,-73.765416,40.681363,-73.765435,13065
759,Popeyes Louisiana Kitchen,1.0,7.2,40.678943,-73.780176,40.678943,-73.780176,13065
994,Smoke BBQ Pit,2.0,7.1,40.680872,-73.763499,40.680872,-73.763499,13065
899,Wingstop,1.0,6.7,40.681563,-73.766052,40.681563,-73.766052,13065
762,Obama Deli & Grill,1.0,6.3,40.672551,-73.764346,40.672551,-73.764346,13065
1805,Checkers,1.0,6.8,40.683647,-73.768915,40.683647,-73.768915,13065
232,Kelly's Coffee Shop,1.0,,40.672828,-73.770459,40.672828,-73.770459,13065
266,Circle 5 Deli,,,40.672281,-73.775062,40.672281,-73.775062,13065
407,Magic Soul Food,1.0,5.7,40.672011,-73.775096,40.672011,-73.775096,13065
347,Bugging Out 4 Burgers,1.0,,40.67302,-73.775697,40.67302,-73.775697,13065
496,Early B Jamaican Cuisine,2.0,,40.670795,-73.774138,40.670795,-73.774138,13065
498,Unique Eats,,,40.679389,-73.777445,,,13065
505,Xin Bao Japanese Cuisine,2.0,,40.670905,-73.774055,40.670905,-73.774055,13065
750,Springfield & La Bari Pizzeria,1.0,5.6,40.674471,-73.763505,,,13065
757,Glacé,1.0,,40.672389,-73.764384,40.672389,-73.764384,13065
758,Al's Deli & Grocery,1.0,,40.67692,-73.781283,40.67692,-73.781283,13065
779,Aso Rock Lounge & Restaurant,,,40.672281,-73.764381,40.672281,-73.764381,13065
817,New Hong King Inn,1.0,,40.68169,-73.765272,40.68169,-73.765272,13065
843,Success Restaurant,1.0,,40.670105,-73.765178,40.670105,-73.765178,13065
677,McDonald's,1.0,5.3,40.680202,-73.777255,40.680202,-73.777255,13065
932,Vinn's Market Place,1.0,,40.667365,-73.769137,,,13065
936,Springfield Diner,1.0,,40.681231,-73.764253,40.681231,-73.764253,13065
944,Seafood Heaven,3.0,,40.68164,-73.765139,40.68164,-73.765139,13065
946,Lorna Take Out,2.0,,40.68195,-73.765673,40.68195,-73.765673,13065
512,Patmar Bake Shop,1.0,7.9,40.665366,-73.754335,40.665366,-73.754335,13065
906,Jamaican Flavors,2.0,7.8,40.66977,-73.75065,40.66977,-73.75065,13065
560,Golden Krust Caribbean Bakery And Grill,2.0,7.0,40.665375,-73.753987,40.665375,-73.753987,13065
885,Catfish Cafe,1.0,7.2,40.660715,-73.767861,40.660715,-73.767861,13065
282,Popeyes Louisiana Kitchen,1.0,6.6,40.666859,-73.757132,40.666859,-73.757132,13065
310,Subway,1.0,6.5,40.666755,-73.756954,40.666755,-73.756954,13065
378,McDonald's,1.0,6.0,40.665322,-73.756077,40.665322,-73.756077,13065
776,Obama Deli & Grill,1.0,6.3,40.672551,-73.764346,40.672551,-73.764346,13065
462,Butterflies,1.0,,40.663453,-73.768261,40.663453,-73.768261,13065
538,Foo-An Kitchen,1.0,,40.665366,-73.754335,40.665366,-73.754335,13065
587,Success Restaurant,1.0,,40.670105,-73.765178,40.670105,-73.765178,13065
657,Burger King,1.0,5.5,40.666702,-73.752637,40.666702,-73.752637,13065
712,Husky-P Meals Direct Jamaican Restaurant,2.0,,40.672553,-73.759987,40.672553,-73.759987,13065
734,Aso Rock Lounge & Restaurant,,,40.672281,-73.764381,40.672281,-73.764381,13065
754,Vinn's Market Place,1.0,,40.667365,-73.769137,,,13065
765,ForeverJerk,2.0,,40.663229,-73.768602,40.663229,-73.768602,13065
772,Glacé,1.0,,40.672389,-73.764384,40.672389,-73.764384,13065
963,Springfield & La Bari Pizzeria,1.0,5.6,40.674471,-73.763505,,,13065
1010,Mama Maria's Brickoven Pzzra,1.0,,40.674236,-73.755205,40.674236,-73.755205,13065
290,Erica's Caribbean Cuisine,,,40.666753,-73.757042,40.666753,-73.757042,13065
497,The Red Deck,,,40.670711,-73.76036,40.670711,-73.76036,13065
709,Farmers Boulevard,,,40.664044,-73.768325,40.664044,-73.768325,13065
711,S Gardens Deli,,,40.671988,-73.756741,40.671988,-73.756741,13065
763,Forever Jerk,,,40.663442,-73.768696,40.663442,-73.768696,13065
767,Earth Effect Frozen Greek Yogurt,,,40.663335,-73.768693,40.663335,-73.768693,13065
877,Elmont Deli & Grocery,1.0,8.7,40.690566,-73.725019,40.690566,-73.725019,13065
951,Whipped Treats,2.0,8.1,40.690572,-73.724758,40.690572,-73.724758,13065
251,Good Taste,2.0,7.1,40.69249,-73.732193,40.69249,-73.732193,13065
666,Golden Krust,1.0,7.5,40.690657,-73.727857,40.690657,-73.727857,13065
120,Brasserie Creole,3.0,5.9,40.692989,-73.73378,40.692989,-73.73378,13065
153,Brooklyn Wing House,2.0,,40.69326,-73.733745,40.69326,-73.733745,13065
950,KFC,1.0,6.3,40.696088,-73.745704,40.696088,-73.745704,13065
191,Exclusive Lounge & Grill,3.0,,40.694037,-73.737173,40.694037,-73.737173,13065
197,Epi D'or Kreyol Restaurant And Bakery,2.0,,40.693986,-73.737041,40.693986,-73.737041,13065
211,Taste Right Caribbean Cuisine,,,40.693011,-73.732908,40.693011,-73.732908,13065
212,T & G Flavors,2.0,,40.693013,-73.732821,40.693013,-73.732821,13065
213,Jamaican Flavors,2.0,,40.693011,-73.732908,40.693011,-73.732908,13065
218,Sunrise Cuisine Restaurants,,,40.694309,-73.737052,40.694309,-73.737052,13065
227,Roslyn's Fish Fry,2.0,,40.691285,-73.737298,40.691285,-73.737298,13065
790,McDonald's,1.0,6.1,40.69669,-73.743195,40.69669,-73.743195,13065
344,Crown Fried Chicken,1.0,,40.695615,-73.736573,40.695615,-73.736573,13065
363,Port O Prince Star Restaurant,2.0,,40.694912,-73.738817,40.694912,-73.738817,13065
691,Kam's Kitchen,1.0,5.8,40.696061,-73.742476,40.696061,-73.742476,13065
432,Tiffany's West Indian Bakery,1.0,,40.691891,-73.730254,40.691891,-73.730254,13065
457,New Little Rabbit Chinese,1.0,,40.695108,-73.739608,40.695108,-73.739608,13065
630,Golden Krust,2.0,,40.690895,-73.742126,40.690895,-73.742126,13065
833,Hot Pot Jamaican & American Restaurant,1.0,,40.696949,-73.743596,40.696949,-73.743596,13065
902,Catch 24,3.0,,40.690625,-73.724803,40.690625,-73.724803,13065
946,Jerk Hut Express,2.0,,40.690572,-73.724758,40.690572,-73.724758,13065
127,Cafe Regal,,,40.69392,-73.735381,40.69392,-73.735381,13065
784,Henrica's Restaurant,2.0,7.9,40.66689,-73.736516,40.66689,-73.736516,13065
571,Popeyes Louisiana Kitchen,1.0,7.4,40.66494,-73.73475,40.66494,-73.73475,13065
866,Buffalo Wild Wings,1.0,7.7,40.662631,-73.725615,40.662583,-73.725517,13065
873,Sonic Drive-In,1.0,7.7,40.665069,-73.727388,40.665069,-73.727388,13065
381,Pa-Nash Eurosoul,2.0,7.1,40.660181,-73.739732,40.660181,-73.739732,13065
573,Mario's Pizzeria,1.0,6.8,40.664943,-73.735282,,,13065
753,Subway,1.0,6.6,40.661478,-73.726613,40.661478,-73.726613,13065
735,Domino's Pizza,1.0,6.4,40.665158,-73.730311,40.665158,-73.730311,13065
904,BJ's Restaurant & Brewhouse,2.0,6.4,40.66344,-73.72572,40.66344,-73.72572,13065
709,C & J Jamaican Restaurant and Bakery,2.0,6.0,40.665147,-73.730747,40.665147,-73.730747,13065
518,China Gourmet,1.0,,40.664779,-73.734701,40.664779,-73.734701,13065
519,Ali's Roti Shop,2.0,,40.66403,-73.734501,40.66403,-73.734501,13065
536,Justin's Restaurant,2.0,,40.664779,-73.734701,40.664779,-73.734701,13065
541,Secrets Bar & Lounge,3.0,,40.664781,-73.734614,40.664781,-73.734614,13065
554,Dora's Restaurant,2.0,,40.664729,-73.734568,40.664729,-73.734568,13065
561,G's Restaurant-Bar & Bakery,2.0,,40.66485,-73.736185,40.66485,-73.736185,13065
859,Golden Krust,1.0,5.8,40.667244,-73.737443,40.667244,-73.737443,13065
715,Halal Bros Grill,1.0,,40.665262,-73.730636,40.665147,-73.730747,13065
864,Best Wok,,,40.667417,-73.736969,40.667417,-73.736969,13065
906,Associated Supermarket,1.0,,40.65681,-73.745283,40.65681,-73.745283,13065
326,Sports Mania,,,40.660577,-73.739004,40.660577,-73.739004,13065
371,Winner Restaurant,,,40.660184,-73.739644,40.660184,-73.739644,13065
374,3in1 FS&H,,,40.660129,-73.739686,40.660129,-73.739686,13065
376,3 IN 1 Restaurant,,,40.660236,-73.73969,40.660236,-73.73969,13065
383,Civil War Round Table of Ny,,,40.662155,-73.73191,40.662155,-73.73191,13065
168,Virgilio Pizza,1.0,7.5,40.603131,-73.75299,40.603131,-73.75299,13065
381,Magic Wok,2.0,7.6,40.604893,-73.755749,40.604893,-73.755749,13065
191,Ralph's Coffee Shop,1.0,7.2,40.606026,-73.759924,40.606026,-73.759924,13065
457,Lucky Cornaga,1.0,7.2,40.602845,-73.749367,40.602845,-73.749367,13065
402,Subway,1.0,6.6,40.602663,-73.750188,40.602663,-73.750188,13065
255,Golden Krust Caribbean Bakery And Grill,2.0,6.3,40.604225,-73.752331,40.604225,-73.752331,13065
443,Popeyes Louisiana Kitchen,1.0,6.4,40.602727,-73.749799,40.602727,-73.749799,13065
744,Subway,1.0,6.7,40.596472,-73.75446,40.596472,-73.75446,13065
259,Taco Bell,1.0,6.1,40.605547,-73.755424,40.605547,-73.755424,13065
352,Domino's Pizza,1.0,6.0,40.600097,-73.753757,40.600097,-73.753757,13065
95,Butterflies Chinese Restaurant,1.0,,40.603887,-73.755062,40.603887,-73.755062,13065
216,McDonald's,1.0,5.7,40.605125,-73.755061,40.605125,-73.755061,13065
146,La Palma Restaurant,,,40.603177,-73.753296,40.603177,-73.753296,13065
146,Sunny Restaurant,,,40.60334,-73.753258,40.60334,-73.753258,13065
160,Classic Quizine Resturant,2.0,,40.60193,-73.753646,40.60193,-73.753646,13065
161,Big New York Fried Chicken,2.0,,40.60193,-73.753646,40.60193,-73.753646,13065
217,Corner Coffee Shop,1.0,,40.604271,-73.752637,40.604271,-73.752637,13065
241,Tio Pollo,2.0,,40.603742,-73.752271,40.603742,-73.752271,13065
247,Rohan Deli,1.0,,40.600846,-73.753957,40.600846,-73.753957,13065
260,Mikey's Famous Pizza & Chicken,1.0,,40.605345,-73.754894,40.605345,-73.754894,13065
281,Chapines Bakery,1.0,,40.602466,-73.751618,40.602466,-73.751618,13065
284,El Nuevo Ambiente,1.0,,40.600626,-73.754123,40.600626,-73.754123,13065
284,New Cheung Chow Chinese Restaurant,1.0,,40.600628,-73.754036,40.600628,-73.754036,13065
295,Spoonfull,1.0,,40.602516,-73.75175,40.602516,-73.75175,13065
362,Tacos Y Mas Mexican Restaurant,2.0,,40.60292,-73.750676,40.60292,-73.750676,13065
507,Rock N Roll Bagel,1.0,8.8,40.598509,-73.820475,40.598509,-73.820475,13065
508,All American Bagel & Barista II,2.0,8.8,40.598511,-73.820388,40.598511,-73.820388,13065
347,Ruffle Bar,2.0,,40.606226,-73.819835,40.606226,-73.819835,13065
381,Tommy's Pizza,1.0,,40.606226,-73.819835,40.606226,-73.819835,13065
286,Broad Channel Bagel,,,40.600455,-73.820196,40.600455,-73.820196,13065
327,New Grassy Point Hotel,,,40.600077,-73.820198,,,13065
328,Grassy Point Bar Broad Channel Ny,,,40.600077,-73.820226,40.600077,-73.820226,13065
585,Kennedy's Restaurant,2.0,8.0,40.561318,-73.921022,40.561318,-73.921022,13065
169,Breezy Point Lighthouse,,6.3,40.559798,-73.925575,40.559798,-73.925575,13065
504,Dugout,1.0,,40.559392,-73.920601,40.559392,-73.920601,13065
