,Distance (m),Name,Price,Rating,Borough,Neighborhood,Zipcode,Latitude,Longitude,Category
2761,884.0,Lillie's Victorian Bar & Restaurant,3.0,9.1,New York,Midtown,10019.0,40.75910089146212,-73.99611936309479,restaurant
2762,880.0,Best Bagel & Coffee,1.0,8.9,New York,Garment District,10001.0,40.75910089146212,-73.99611936309479,restaurant
2763,682.0,LumLum,2.0,8.4,New York,"""Hell's Kitchen""",10019.0,40.75910089146212,-73.99611936309479,restaurant
2764,934.0,IPPUDO WESTSIDE (Midtown),2.0,9.1,New York,Clinton,10019.0,40.75910089146212,-73.99611936309479,restaurant
2765,909.0,Joe's Pizza,1.0,8.9,New York,Garment District,10018.0,40.75910089146212,-73.99611936309479,restaurant
2766,578.0,Don't Tell Mama,2.0,8.2,New York,"""Hell's Kitchen""",10036.0,40.75910089146212,-73.99611936309479,restaurant
2767,777.0,Hibernia Bar,2.0,8.5,New York,Clinton,10019.0,40.75910089146212,-73.99611936309479,restaurant
2768,926.0,Toloache,3.0,8.9,New York,"""Hell's Kitchen""",10019.0,40.75910089146212,-73.99611936309479,restaurant
2769,815.0,The Skylark,3.0,8.6,New York,Garment District,10018.0,40.75910089146212,-73.99611936309479,restaurant
2770,173.0,Valerie,3.0,8.9,New York,Midtown,10036.0,40.75469110270623,-73.98166882730304,restaurant
2771,304.0,Chick-Fil-A,1.0,8.9,New York,Midtown,10036.0,40.75469110270623,-73.98166882730304,restaurant
2772,265.0,La Pecora Bianca Bryan,2.0,8.4,New York,Garment District,10018.0,40.75469110270623,-73.98166882730304,restaurant
2773,244.0,Sunrise Mart,,8.3,New York,East Side,10017.0,40.75469110270623,-73.98166882730304,restaurant
2774,488.0,Los Tacos No. 1,1.0,9.3,New York,East Side,10017.0,40.75469110270623,-73.98166882730304,restaurant
2775,451.0,Joe's Pizza,1.0,8.9,New York,Garment District,10018.0,40.75469110270623,-73.98166882730304,restaurant
2776,376.0,Tony's Di Napoli,2.0,8.6,New York,Midtown,10036.0,40.75469110270623,-73.98166882730304,restaurant
2777,563.0,Los Tacos No. 1,1.0,9.2,New York,Midtown,10036.0,40.75469110270623,-73.98166882730304,restaurant
2778,447.0,Culture Espresso,1.0,8.7,New York,Garment District,10018.0,40.75469110270623,-73.98166882730304,restaurant
2779,88.0,Kellari Taverna,3.0,7.8,New York,Midtown,10036.0,40.75469110270623,-73.98166882730304,restaurant
2780,526.0,Del Frisco's Double Eagle Steakhouse,4.0,8.9,New York,Midtown,10020.0,40.75469110270623,-73.98166882730304,restaurant
2781,531.0,Carmine's,2.0,8.9,New York,Midtown,10036.0,40.75469110270623,-73.98166882730304,restaurant
2782,583.0,Keens Steakhouse,3.0,9.0,New York,Garment District,10018.0,40.75469110270623,-73.98166882730304,restaurant
2783,468.0,Zuma New York,4.0,8.6,New York,East Side,10016.0,40.75469110270623,-73.98166882730304,restaurant
2784,120.0,STK Midtown,4.0,7.8,New York,Midtown,10036.0,40.75469110270623,-73.98166882730304,restaurant
2785,463.0,Yard House,1.0,8.5,New York,Midtown,10018.0,40.75469110270623,-73.98166882730304,restaurant
2786,599.0,Duke Eatery,,8.9,New York,East Side,10022.0,40.75469110270623,-73.98166882730304,restaurant
2787,630.0,Shake Shack,2.0,8.9,New York,Garment District,10018.0,40.75469110270623,-73.98166882730304,restaurant
2788,568.0,Yoon Haeundae Galbi,2.0,8.6,New York,Flatiron,10018.0,40.75469110270623,-73.98166882730304,restaurant
2789,369.0,Parker & Quinn,3.0,8.2,New York,Garment District,10018.0,40.75469110270623,-73.98166882730304,restaurant
2790,475.0,Reichenbach Hall,2.0,8.4,New York,Flatiron,10018.0,40.75469110270623,-73.98166882730304,restaurant
2791,633.0,ICHIRAN - Times Square,,8.8,New York,Midtown,10019.0,40.75469110270623,-73.98166882730304,restaurant
2792,575.0,Junior's,2.0,8.6,New York,Midtown,10036.0,40.75469110270623,-73.98166882730304,restaurant
2793,743.0,Le Bernardin,4.0,9.1,New York,"""Hell's Kitchen""",10019.0,40.75469110270623,-73.98166882730304,restaurant
2794,577.0,Omusubi Gonbei,2.0,8.5,New York,East Side,10017.0,40.75469110270623,-73.98166882730304,restaurant
2795,176.0,Union League Club,,8.5,New York,East Side,10016.0,40.748303077252174,-73.97833207924127,restaurant
2796,362.0,Los Tacos No. 1,1.0,9.3,New York,East Side,10017.0,40.748303077252174,-73.97833207924127,restaurant
2797,321.0,Zuma New York,4.0,8.6,New York,East Side,10016.0,40.748303077252174,-73.97833207924127,restaurant
2798,313.0,Omusubi Gonbei,2.0,8.5,New York,East Side,10017.0,40.748303077252174,-73.97833207924127,restaurant
2799,411.0,Ravagh Persian Grill,,8.7,New York,East Side,10016.0,40.748303077252174,-73.97833207924127,restaurant
2800,541.0,Don's Bogam BBQ & Wine Bar,4.0,8.9,New York,East Side,10016.0,40.748303077252174,-73.97833207924127,restaurant
2801,593.0,Kang Ho Dong Baekjeong,3.0,9.0,New York,Flatiron,10016.0,40.748303077252174,-73.97833207924127,restaurant
2802,602.0,Her Name Is Han,2.0,9.0,New York,Flatiron,10016.0,40.748303077252174,-73.97833207924127,restaurant
2803,214.0,Park Avenue Tavern,2.0,8.0,New York,East Side,10016.0,40.748303077252174,-73.97833207924127,restaurant
2804,480.0,Cafe Grumpy,2.0,8.5,New York,East Side,10017.0,40.748303077252174,-73.97833207924127,restaurant
2805,643.0,Nonono,2.0,9.0,New York,Flatiron,10016.0,40.748303077252174,-73.97833207924127,restaurant
2806,547.0,Yoon Haeundae Galbi,2.0,8.6,New York,Flatiron,10018.0,40.748303077252174,-73.97833207924127,restaurant
2807,692.0,Kalustyan's,,9.1,New York,Flatiron,10016.0,40.748303077252174,-73.97833207924127,restaurant
2808,601.0,Palpal,2.0,8.7,New York,Flatiron,10016.0,40.748303077252174,-73.97833207924127,restaurant
2809,684.0,Marta,2.0,9.0,New York,Flatiron,10016.0,40.748303077252174,-73.97833207924127,restaurant
2810,737.0,Jongro BBQ,2.0,9.0,New York,Flatiron,10001.0,40.748303077252174,-73.97833207924127,restaurant
2811,743.0,Keens Steakhouse,3.0,9.0,New York,Garment District,10018.0,40.748303077252174,-73.97833207924127,restaurant
2812,717.0,Bagel & Schmear,1.0,8.9,New York,Flatiron,10016.0,40.748303077252174,-73.97833207924127,restaurant
2813,519.0,Sunrise Mart,,8.3,New York,East Side,10017.0,40.748303077252174,-73.97833207924127,restaurant
2814,553.0,Reichenbach Hall,2.0,8.4,New York,Flatiron,10018.0,40.748303077252174,-73.97833207924127,restaurant
2815,608.0,Little Collins,1.0,8.4,New York,East Side,10017.0,40.748303077252174,-73.97833207924127,restaurant
2816,406.0,Chili,1.0,8.0,New York,East Side,10016.0,40.748303077252174,-73.97833207924127,restaurant
2817,695.0,Cava,2.0,8.6,New York,Midtown,10036.0,40.748303077252174,-73.97833207924127,restaurant
2818,621.0,La Pecora Bianca Bryan,2.0,8.4,New York,Garment District,10018.0,40.748303077252174,-73.97833207924127,restaurant
2819,677.0,Bella Union,2.0,8.5,New York,Gramercy,10016.0,40.748303077252174,-73.97833207924127,restaurant
2820,46.0,Bathtub Gin,3.0,8.9,New York,Chelsea,10011.0,40.744034706747975,-74.00311633472813,restaurant
2821,84.0,La Bergamote,2.0,8.8,New York,Chelsea,10011.0,40.744034706747975,-74.00311633472813,restaurant
2822,278.0,Intelligentsia Coffee,1.0,9.1,New York,Chelsea,10011.0,40.744034706747975,-74.00311633472813,restaurant
2823,247.0,Buddakan,3.0,8.9,New York,Chelsea,10011.0,40.744034706747975,-74.00311633472813,restaurant
2824,291.0,Lobster Place,2.0,9.1,New York,Chelsea,10011.0,40.744034706747975,-74.00311633472813,restaurant
2825,281.0,Cookshop,3.0,8.9,New York,Chelsea,10011.0,40.744034706747975,-74.00311633472813,restaurant
2826,406.0,Shukette,2.0,9.0,New York,Chelsea,10001.0,40.744034706747975,-74.00311633472813,restaurant
2827,411.0,Mel's,1.0,8.9,New York,Chelsea,10011.0,40.744034706747975,-74.00311633472813,restaurant
2828,357.0,Terremoto Coffee,1.0,8.6,New York,Chelsea,10011.0,40.744034706747975,-74.00311633472813,restaurant
2829,432.0,The Grey Dog,2.0,8.8,New York,Chelsea,10011.0,40.744034706747975,-74.00311633472813,restaurant
2830,439.0,Xi'an Famous Foods,1.0,8.9,New York,Chelsea,10011.0,40.744034706747975,-74.00311633472813,restaurant
2831,511.0,Brooklyn Bagel & Coffee Company,2.0,9.0,New York,Chelsea,10001.0,40.744034706747975,-74.00311633472813,restaurant
2832,360.0,Empire Diner,3.0,8.5,New York,Chelsea,10011.0,40.744034706747975,-74.00311633472813,restaurant
2833,540.0,RH Rooftop Restaurant,3.0,9.1,New York,Chelsea,10014.0,40.744034706747975,-74.00311633472813,restaurant
2834,298.0,Artichoke Basille's Pizza,2.0,8.3,New York,Chelsea,10011.0,40.744034706747975,-74.00311633472813,restaurant
2835,464.0,Kobrick Coffee Co,2.0,8.7,New York,Chelsea,10014.0,40.744034706747975,-74.00311633472813,restaurant
2836,279.0,Jungle Bird,3.0,8.2,New York,Chelsea,10011.0,40.744034706747975,-74.00311633472813,restaurant
2837,551.0,Motel Morris,2.0,8.8,New York,Chelsea,10011.0,40.744034706747975,-74.00311633472813,restaurant
2838,613.0,Pastis,3.0,9.0,New York,Chelsea,10014.0,40.744034706747975,-74.00311633472813,restaurant
2839,578.0,Le Bain,3.0,8.9,New York,Chelsea,10014.0,40.744034706747975,-74.00311633472813,restaurant
2840,582.0,The Copper Still,3.0,8.8,New York,Chelsea,10011.0,40.744034706747975,-74.00311633472813,restaurant
2841,346.0,Joe The Art of Coffee,1.0,8.2,New York,Chelsea,10011.0,40.744034706747975,-74.00311633472813,restaurant
2842,654.0,Tavern on Jane,2.0,9.0,New York,Chelsea,10014.0,40.744034706747975,-74.00311633472813,restaurant
2843,484.0,Citizens of Chelsea,1.0,8.4,New York,Chelsea,10001.0,40.744034706747975,-74.00311633472813,restaurant
2844,565.0,The Biergarten at The Standard,2.0,8.5,New York,Chelsea,10014.0,40.744034706747975,-74.00311633472813,restaurant
2845,78.0,Sadelle's,3.0,9.0,New York,Downtown,10012.0,40.72693288536128,-73.99991402945902,restaurant
2846,240.0,Raku,,9.1,New York,Downtown,10012.0,40.72693288536128,-73.99991402945902,restaurant
2847,224.0,Angelika Film Center,2.0,8.9,New York,Downtown,10012.0,40.72693288536128,-73.99991402945902,restaurant
2848,256.0,Caffe Dante,2.0,9.0,New York,Downtown,10012.0,40.72693288536128,-73.99991402945902,restaurant
2849,253.0,Shuka,2.0,9.0,New York,Downtown,10012.0,40.72693288536128,-73.99991402945902,restaurant
2850,168.0,Three of Cups,,8.6,New York,Downtown,10012.0,40.72693288536128,-73.99991402945902,restaurant
2851,281.0,Lure Fishbar,3.0,9.0,New York,Downtown,10012.0,40.72693288536128,-73.99991402945902,restaurant
2852,265.0,Charlie Bird,4.0,8.8,New York,Downtown,10012.0,40.72693288536128,-73.99991402945902,restaurant
2853,365.0,SUGARFISH by sushi nozawa,2.0,9.1,New York,Downtown,10012.0,40.72693288536128,-73.99991402945902,restaurant
2854,368.0,Torch & Crown Brewing Company,2.0,9.0,New York,Downtown,10013.0,40.72693288536128,-73.99991402945902,restaurant
2855,324.0,Dominique Ansel Bakery,1.0,8.8,New York,Downtown,10012.0,40.72693288536128,-73.99991402945902,restaurant
2856,347.0,Ground Support,1.0,8.7,New York,Chinatown,10012.0,40.72693288536128,-73.99991402945902,restaurant
2857,430.0,Emily - West Village,1.0,9.0,New York,Downtown,10014.0,40.72693288536128,-73.99991402945902,restaurant
2858,276.0,Lola Taverna,2.0,8.4,New York,Downtown,10014.0,40.72693288536128,-73.99991402945902,restaurant
2859,450.0,Los Tacos No. 1,1.0,9.0,New York,Downtown,10012.0,40.72693288536128,-73.99991402945902,restaurant
2860,428.0,Joe's Pizza,1.0,8.9,New York,Downtown,10014.0,40.72693288536128,-73.99991402945902,restaurant
2861,485.0,IFC Center,2.0,9.2,New York,Downtown,10014.0,40.72693288536128,-73.99991402945902,restaurant
2862,490.0,Balthazar,3.0,9.0,New York,Chinatown,10012.0,40.72693288536128,-73.99991402945902,restaurant
2863,153.0,Peculier Pub,1.0,8.0,New York,Downtown,10012.0,40.72693288536128,-73.99991402945902,restaurant
2864,444.0,Cipriani Downtown,3.0,8.8,New York,Chinatown,10012.0,40.72693288536128,-73.99991402945902,restaurant
2865,452.0,Gasoline Alley Coffee,1.0,8.8,New York,Downtown,10012.0,40.72693288536128,-73.99991402945902,restaurant
2866,575.0,Rubirosa,2.0,9.1,New York,Chinatown,10012.0,40.72693288536128,-73.99991402945902,restaurant
2867,514.0,Jajaja,2.0,8.8,New York,Downtown,10014.0,40.72693288536128,-73.99991402945902,restaurant
2868,540.0,Lafayette Grand Café & Bakery,3.0,8.9,New York,Downtown,10003.0,40.72693288536128,-73.99991402945902,restaurant
2869,574.0,La Colombe Torrefaction,1.0,8.9,New York,Downtown,10003.0,40.72693288536128,-73.99991402945902,restaurant
2870,39.0,Tompkins Square Bagels,2.0,9.0,New York,Alphabet City,10009.0,40.72784677727024,-73.98222616506416,restaurant
2871,70.0,Westville East,2.0,9.0,New York,Alphabet City,10009.0,40.72784677727024,-73.98222616506416,restaurant
2872,89.0,11th Street Bar,2.0,8.8,New York,Alphabet City,10009.0,40.72784677727024,-73.98222616506416,restaurant
2873,162.0,Boris & Horton,,9.0,New York,Alphabet City,10009.0,40.72784677727024,-73.98222616506416,restaurant
2874,202.0,Cafe Mogador,2.0,9.1,New York,Alphabet City,10009.0,40.72784677727024,-73.98222616506416,restaurant
2875,258.0,Veniero's Pasticceria & Caffe,2.0,9.1,New York,Downtown,10003.0,40.72784677727024,-73.98222616506416,restaurant
2876,226.0,Rowdy Rooster,1.0,8.9,New York,Alphabet City,10003.0,40.72784677727024,-73.98222616506416,restaurant
2877,212.0,Maiden Lane,2.0,8.8,New York,Alphabet City,10009.0,40.72784677727024,-73.98222616506416,restaurant
2878,307.0,C & B Cafe,1.0,9.2,New York,Alphabet City,10009.0,40.72784677727024,-73.98222616506416,restaurant
2879,273.0,The Immigrant,2.0,8.8,New York,Downtown,10003.0,40.72784677727024,-73.98222616506416,restaurant
2880,283.0,Málà Project,2.0,8.8,New York,Alphabet City,10009.0,40.72784677727024,-73.98222616506416,restaurant
2881,365.0,Sunny and Annie's,1.0,9.2,New York,Alphabet City,10009.0,40.72784677727024,-73.98222616506416,restaurant
2882,299.0,Death & Co East Villag,3.0,8.8,New York,Alphabet City,10009.0,40.72784677727024,-73.98222616506416,restaurant
2883,121.0,TabeTomo,,8.2,New York,Alphabet City,10009.0,40.72784677727024,-73.98222616506416,restaurant
2884,404.0,Mudspot,1.0,8.8,New York,Downtown,10003.0,40.72784677727024,-73.98222616506416,restaurant
2885,432.0,Veselka,2.0,8.9,New York,Downtown,10003.0,40.72784677727024,-73.98222616506416,restaurant
2886,454.0,The Wayland,2.0,9.0,New York,Alphabet City,10009.0,40.72784677727024,-73.98222616506416,restaurant
2887,12.0,Horus Café on A,2.0,7.7,New York,Alphabet City,10009.0,40.72784677727024,-73.98222616506416,restaurant
2888,596.0,Post,1.0,8.9,New York,Alphabet City,10009.0,40.72784677727024,-73.98222616506416,restaurant
2889,651.0,Soothr,2.0,9.1,New York,Downtown,10003.0,40.72784677727024,-73.98222616506416,restaurant
2890,619.0,Coffee Project New York,2.0,8.9,New York,Downtown,10003.0,40.72784677727024,-73.98222616506416,restaurant
2891,641.0,McSorley's Old Ale House,1.0,9.0,New York,Downtown,10003.0,40.72784677727024,-73.98222616506416,restaurant
2892,294.0,Holiday Cocktail Lounge,3.0,8.1,New York,Downtown,10003.0,40.72784677727024,-73.98222616506416,restaurant
2893,634.0,Ruby's Cafe,2.0,8.8,New York,Downtown,10003.0,40.72784677727024,-73.98222616506416,restaurant
2894,606.0,Supper,2.0,8.6,New York,Alphabet City,10009.0,40.72784677727024,-73.98222616506416,restaurant
2895,464.0,Pause Cafe,1.0,9.1,New York,Downtown,10002.0,40.71780674892765,-73.98089031999291,restaurant
2896,531.0,Post,1.0,8.9,New York,Alphabet City,10009.0,40.71780674892765,-73.98089031999291,restaurant
2897,473.0,Clinton St. Baking Company,2.0,8.6,New York,Downtown,10002.0,40.71780674892765,-73.98089031999291,restaurant
2898,426.0,Ivan Ramen,2.0,8.5,New York,Chinatown,10002.0,40.71780674892765,-73.98089031999291,restaurant
2899,581.0,Beauty & Essex,4.0,8.9,New York,Chinatown,10002.0,40.71780674892765,-73.98089031999291,restaurant
2900,679.0,Ludlow House,,9.3,New York,Chinatown,10002.0,40.71780674892765,-73.98089031999291,restaurant
2901,668.0,Doughnut Plant,2.0,9.1,New York,Chinatown,10002.0,40.71780674892765,-73.98089031999291,restaurant
2902,756.0,Sunny and Annie's,1.0,9.2,New York,Alphabet City,10009.0,40.71780674892765,-73.98089031999291,restaurant
2903,740.0,Katz's Deli,2.0,9.1,New York,Downtown,10002.0,40.71780674892765,-73.98089031999291,restaurant
2904,620.0,Essex Market,,8.6,New York,Chinatown,10002.0,40.71780674892765,-73.98089031999291,restaurant
2905,815.0,C & B Cafe,1.0,9.2,New York,Alphabet City,10009.0,40.71780674892765,-73.98089031999291,restaurant
2906,679.0,Supper,2.0,8.6,New York,Alphabet City,10009.0,40.71780674892765,-73.98089031999291,restaurant
2907,831.0,Sonnyboy,2.0,9.1,New York,Chinatown,10002.0,40.71780674892765,-73.98089031999291,restaurant
2908,752.0,Mr. Purple,2.0,8.8,New York,Chinatown,10002.0,40.71780674892765,-73.98089031999291,restaurant
2909,909.0,Metrograph,,9.5,New York,Chinatown,10002.0,40.71780674892765,-73.98089031999291,restaurant
2910,543.0,Ernesto's,2.0,8.3,New York,Downtown,10002.0,40.71780674892765,-73.98089031999291,restaurant
2911,837.0,Double Chicken Please,3.0,9.0,New York,Chinatown,10002.0,40.71780674892765,-73.98089031999291,restaurant
2912,815.0,Antler Beer and Wine Dispensary,2.0,8.9,New York,Chinatown,10002.0,40.71780674892765,-73.98089031999291,restaurant
2913,862.0,The Wayland,2.0,9.0,New York,Alphabet City,10009.0,40.71780674892765,-73.98089031999291,restaurant
2914,797.0,Dudley's,2.0,8.7,New York,Chinatown,10002.0,40.71780674892765,-73.98089031999291,restaurant
2915,684.0,Boulton & Watt,2.0,8.5,New York,Alphabet City,10009.0,40.71780674892765,-73.98089031999291,restaurant
2916,906.0,Attaboy,3.0,9.1,New York,Chinatown,10002.0,40.71780674892765,-73.98089031999291,restaurant
2917,886.0,Little Canal,1.0,8.9,New York,Chinatown,10002.0,40.71780674892765,-73.98089031999291,restaurant
2918,885.0,Lil Frankies,2.0,8.9,New York,Downtown,10003.0,40.71780674892765,-73.98089031999291,restaurant
2919,889.0,Wu's Wonton King,,8.9,New York,Chinatown,10002.0,40.71780674892765,-73.98089031999291,restaurant
2920,180.0,Locanda Verde,3.0,9.1,New York,Civic Center,10013.0,40.721521967443216,-74.01068328559087,restaurant
2921,193.0,Interlude Cafe,1.0,8.8,New York,Civic Center,10013.0,40.721521967443216,-74.01068328559087,restaurant
2922,250.0,Bubby's,2.0,9.0,New York,Civic Center,10013.0,40.721521967443216,-74.01068328559087,restaurant
2923,191.0,City Vineyard - P,2.0,8.7,New York,Civic Center,10013.0,40.721521967443216,-74.01068328559087,restaurant
2924,326.0,Brandy Library,2.0,8.9,New York,Civic Center,10013.0,40.721521967443216,-74.01068328559087,restaurant
2925,305.0,Tamarind Trebeca,3.0,8.8,New York,Civic Center,10013.0,40.721521967443216,-74.01068328559087,restaurant
2926,425.0,Gotan,2.0,8.9,New York,Civic Center,10013.0,40.721521967443216,-74.01068328559087,restaurant
2927,470.0,Grand Banks,3.0,9.0,New York,Downtown,10013.0,40.721521967443216,-74.01068328559087,restaurant
2928,461.0,Laughing Man Coffee & Tea,1.0,8.8,New York,Civic Center,10013.0,40.721521967443216,-74.01068328559087,restaurant
2929,498.0,The Ear Inn,2.0,8.8,New York,Downtown,10013.0,40.721521967443216,-74.01068328559087,restaurant
2930,374.0,Walker's,2.0,8.4,New York,Civic Center,10013.0,40.721521967443216,-74.01068328559087,restaurant
2931,510.0,Jimmy,3.0,8.7,New York,Civic Center,10013.0,40.721521967443216,-74.01068328559087,restaurant
2932,597.0,Macao Trading Company,3.0,9.0,New York,Chinatown,10013.0,40.721521967443216,-74.01068328559087,restaurant
2933,548.0,The Odeon,2.0,8.8,New York,City Hall Area,10013.0,40.721521967443216,-74.01068328559087,restaurant
2934,578.0,Two Hands Restaurant & Bar,2.0,8.8,New York,Civic Center,10013.0,40.721521967443216,-74.01068328559087,restaurant
2935,605.0,Black Tap,2.0,8.8,New York,Downtown,10013.0,40.721521967443216,-74.01068328559087,restaurant
2936,374.0,Sarabeth's Tribeca,3.0,8.2,New York,Civic Center,10013.0,40.721521967443216,-74.01068328559087,restaurant
2937,722.0,SUGARFISH by sushi nozawa,2.0,9.1,New York,Downtown,10012.0,40.721521967443216,-74.01068328559087,restaurant
2938,533.0,Now or Never,1.0,8.5,New York,Civic Center,10013.0,40.721521967443216,-74.01068328559087,restaurant
2939,762.0,Torch & Crown Brewing Company,2.0,9.0,New York,Downtown,10013.0,40.721521967443216,-74.01068328559087,restaurant
2940,703.0,Cipriani Downtown,3.0,8.8,New York,Chinatown,10012.0,40.721521967443216,-74.01068328559087,restaurant
2941,822.0,Los Tacos No 1 Church,1.0,9.2,New York,Battery Park City,10007.0,40.721521967443216,-74.01068328559087,restaurant
2942,543.0,Club Room at Soho Grand Hotel,3.0,8.3,New York,Civic Center,10013.0,40.721521967443216,-74.01068328559087,restaurant
2943,723.0,Kaffe 1668,1.0,8.7,New York,Battery Park City,10007.0,40.721521967443216,-74.01068328559087,restaurant
2944,764.0,Dominique Ansel Bakery,1.0,8.8,New York,Downtown,10012.0,40.721521967443216,-74.01068328559087,restaurant
2945,28.0,Gelso & Grand,3.0,8.8,New York,Chinatown,10013.0,40.71932379395907,-73.99730467208073,restaurant
2946,136.0,La Compagnie des Vins Surnaturels,2.0,9.2,New York,Chinatown,10013.0,40.71932379395907,-73.99730467208073,restaurant
2947,211.0,Thai Diner,2.0,9.4,New York,Chinatown,10012.0,40.71932379395907,-73.99730467208073,restaurant
2948,296.0,Mother's Ruin,2.0,8.9,New York,Chinatown,10012.0,40.71932379395907,-73.99730467208073,restaurant
2949,352.0,Bowery Ballroom,2.0,9.1,New York,Chinatown,10002.0,40.71932379395907,-73.99730467208073,restaurant
2950,300.0,Jack's Wife Freda,2.0,8.7,New York,Chinatown,10012.0,40.71932379395907,-73.99730467208073,restaurant
2951,392.0,Rubirosa,2.0,9.1,New York,Chinatown,10012.0,40.71932379395907,-73.99730467208073,restaurant
2952,384.0,Balthazar,3.0,9.0,New York,Chinatown,10012.0,40.71932379395907,-73.99730467208073,restaurant
2953,413.0,Wayla,2.0,9.1,New York,Chinatown,10002.0,40.71932379395907,-73.99730467208073,restaurant
2954,303.0,Spring Lounge,2.0,8.6,New York,Chinatown,10012.0,40.71932379395907,-73.99730467208073,restaurant
2955,295.0,Sel Rrose,3.0,8.5,New York,Chinatown,10002.0,40.71932379395907,-73.99730467208073,restaurant
2956,382.0,Uncle Lou 快樂人,1.0,8.8,New York,Chinatown,10013.0,40.71932379395907,-73.99730467208073,restaurant
2957,154.0,Jing Fong,2.0,8.1,New York,Chinatown,10013.0,40.71932379395907,-73.99730467208073,restaurant
2958,292.0,Lombardi's,2.0,8.4,New York,Chinatown,10012.0,40.71932379395907,-73.99730467208073,restaurant
2959,489.0,House of Joy,2.0,9.2,New York,Chinatown,10013.0,40.71932379395907,-73.99730467208073,restaurant
2960,486.0,Attaboy,3.0,9.1,New York,Chinatown,10002.0,40.71932379395907,-73.99730467208073,restaurant
2961,417.0,The Bar At Au Cheval,2.0,8.7,New York,Chinatown,10013.0,40.71932379395907,-73.99730467208073,restaurant
2962,479.0,Prince Street Pizza,1.0,9.0,New York,Chinatown,10012.0,40.71932379395907,-73.99730467208073,restaurant
2963,495.0,Freemans,2.0,9.0,New York,Chinatown,10002.0,40.71932379395907,-73.99730467208073,restaurant
2964,564.0,Macao Trading Company,3.0,9.0,New York,Chinatown,10013.0,40.71932379395907,-73.99730467208073,restaurant
2965,567.0,Double Chicken Please,3.0,9.0,New York,Chinatown,10002.0,40.71932379395907,-73.99730467208073,restaurant
2966,603.0,Lure Fishbar,3.0,9.0,New York,Downtown,10012.0,40.71932379395907,-73.99730467208073,restaurant
2967,714.0,Metrograph,,9.5,New York,Chinatown,10002.0,40.71932379395907,-73.99730467208073,restaurant
2968,650.0,Scarr's Pizza,1.0,9.0,New York,Chinatown,10002.0,40.71932379395907,-73.99730467208073,restaurant
2969,373.0,Whiskey Tavern,2.0,8.1,New York,Chinatown,10013.0,40.71932379395907,-73.99730467208073,restaurant
2970,217.0,Balthazar,3.0,9.0,New York,Chinatown,10012.0,40.72218384131794,-74.00065666959759,restaurant
2971,297.0,La Compagnie des Vins Surnaturels,2.0,9.2,New York,Chinatown,10013.0,40.72218384131794,-74.00065666959759,restaurant
2972,235.0,Cipriani Downtown,3.0,8.8,New York,Chinatown,10012.0,40.72218384131794,-74.00065666959759,restaurant
2973,264.0,Jack's Wife Freda,2.0,8.7,New York,Chinatown,10012.0,40.72218384131794,-74.00065666959759,restaurant
2974,264.0,Ground Support,1.0,8.7,New York,Chinatown,10012.0,40.72218384131794,-74.00065666959759,restaurant
2975,341.0,Lure Fishbar,3.0,9.0,New York,Downtown,10012.0,40.72218384131794,-74.00065666959759,restaurant
2976,400.0,Rubirosa,2.0,9.1,New York,Chinatown,10012.0,40.72218384131794,-74.00065666959759,restaurant
2977,388.0,Macao Trading Company,3.0,9.0,New York,Chinatown,10013.0,40.72218384131794,-74.00065666959759,restaurant
2978,415.0,SUGARFISH by sushi nozawa,2.0,9.1,New York,Downtown,10012.0,40.72218384131794,-74.00065666959759,restaurant
2979,452.0,Thai Diner,2.0,9.4,New York,Chinatown,10012.0,40.72218384131794,-74.00065666959759,restaurant
2980,354.0,Jimmy,3.0,8.7,New York,Civic Center,10013.0,40.72218384131794,-74.00065666959759,restaurant
2981,384.0,Dominique Ansel Bakery,1.0,8.8,New York,Downtown,10012.0,40.72218384131794,-74.00065666959759,restaurant
2982,402.0,Gelso & Grand,3.0,8.8,New York,Chinatown,10013.0,40.72218384131794,-74.00065666959759,restaurant
2983,459.0,Sadelle's,3.0,9.0,New York,Downtown,10012.0,40.72218384131794,-74.00065666959759,restaurant
2984,365.0,Spring Lounge,2.0,8.6,New York,Chinatown,10012.0,40.72218384131794,-74.00065666959759,restaurant
2985,485.0,Angelika Film Center,2.0,8.9,New York,Downtown,10012.0,40.72218384131794,-74.00065666959759,restaurant
2986,479.0,Mother's Ruin,2.0,8.9,New York,Chinatown,10012.0,40.72218384131794,-74.00065666959759,restaurant
2987,526.0,Prince Street Pizza,1.0,9.0,New York,Chinatown,10012.0,40.72218384131794,-74.00065666959759,restaurant
2988,469.0,The Bar At Au Cheval,2.0,8.7,New York,Chinatown,10013.0,40.72218384131794,-74.00065666959759,restaurant
2989,547.0,Torch & Crown Brewing Company,2.0,9.0,New York,Downtown,10013.0,40.72218384131794,-74.00065666959759,restaurant
2990,576.0,Shuka,2.0,9.0,New York,Downtown,10012.0,40.72218384131794,-74.00065666959759,restaurant
2991,605.0,Raku,,9.1,New York,Downtown,10012.0,40.72218384131794,-74.00065666959759,restaurant
2992,260.0,Felix Roasting Co.,1.0,8.1,New York,Downtown,10012.0,40.72218384131794,-74.00065666959759,restaurant
2993,427.0,Lombardi's,2.0,8.4,New York,Chinatown,10012.0,40.72218384131794,-74.00065666959759,restaurant
2994,637.0,Carbone,4.0,9.1,New York,Downtown,10012.0,40.72218384131794,-74.00065666959759,restaurant
