,Distance (m),Name,Price,Rating,Borough,Neighborhood,Zipcode,Latitude,Longitude,Category
2348,215.0,Leo,1.0,8.7,Brooklyn,South Side,11211.0,40.71086147265064,-73.95800095153331,restaurant
2349,293.0,Pies 'n' Thighs,2.0,9.0,Brooklyn,South Side,11211.0,40.71086147265064,-73.95800095153331,restaurant
2350,402.0,St Anselm,2.0,9.1,Brooklyn,North Williamsburg - North Side,11211.0,40.71086147265064,-73.95800095153331,restaurant
2351,375.0,Peter Luger Steak House,4.0,8.9,Brooklyn,South Side,11211.0,40.71086147265064,-73.95800095153331,restaurant
2352,164.0,Banter,2.0,8.2,Brooklyn,South Side,11211.0,40.71086147265064,-73.95800095153331,restaurant
2353,435.0,Birds Of A Feather,1.0,9.1,Brooklyn,South Side,11211.0,40.71086147265064,-73.95800095153331,restaurant
2354,387.0,Fette Sau,2.0,8.8,Brooklyn,North Williamsburg - North Side,11211.0,40.71086147265064,-73.95800095153331,restaurant
2355,265.0,Midway Bar,1.0,8.4,Brooklyn,North Williamsburg - North Side,11211.0,40.71086147265064,-73.95800095153331,restaurant
2356,244.0,Maracuja,1.0,8.3,Brooklyn,North Williamsburg - North Side,11211.0,40.71086147265064,-73.95800095153331,restaurant
2357,402.0,The Commodore,1.0,8.8,Brooklyn,South Side,11211.0,40.71086147265064,-73.95800095153331,restaurant
2358,438.0,Luckydog,2.0,8.9,Brooklyn,South Side,11211.0,40.71086147265064,-73.95800095153331,restaurant
2359,422.0,Sauced,2.0,8.8,Brooklyn,South Side,11211.0,40.71086147265064,-73.95800095153331,restaurant
2360,233.0,Duff's,1.0,8.3,Brooklyn,South Side,11211.0,40.71086147265064,-73.95800095153331,restaurant
2361,285.0,Noods n’ Chill,2.0,8.4,Brooklyn,South Side,11211.0,40.71086147265064,-73.95800095153331,restaurant
2362,446.0,Meadowsweet,3.0,8.8,Brooklyn,South Side,11211.0,40.71086147265064,-73.95800095153331,restaurant
2363,467.0,Baby's All Right,2.0,8.7,Brooklyn,South Side,11211.0,40.71086147265064,-73.95800095153331,restaurant
2364,567.0,The West,2.0,9.1,Brooklyn,South Side,11211.0,40.71086147265064,-73.95800095153331,restaurant
2365,557.0,Sweetgreen,2.0,9.0,Brooklyn,North Williamsburg - North Side,11211.0,40.71086147265064,-73.95800095153331,restaurant
2366,291.0,Chino Grande,2.0,8.2,New York,North Williamsburg - North Side,10002.0,40.71086147265064,-73.95800095153331,restaurant
2367,585.0,Butler,1.0,9.0,Brooklyn,South Side,11249.0,40.71086147265064,-73.95800095153331,restaurant
2368,584.0,Barcade,2.0,8.8,Brooklyn,South Side,11211.0,40.71086147265064,-73.95800095153331,restaurant
2369,698.0,Nitehawk Cinema,2.0,9.4,Brooklyn,North Side,11249.0,40.71086147265064,-73.95800095153331,restaurant
2370,563.0,Affy's Premium Grill,,8.8,Brooklyn,Manhattan Terrace,11230.0,40.61305976667942,-73.96836678035541,restaurant
2371,651.0,Taci's Beyti Restaurant,2.0,8.5,Brooklyn,Gravesend,11223.0,40.61305976667942,-73.96836678035541,restaurant
2372,543.0,Very Juice,1.0,7.9,Brooklyn,Ocean Parkway,11223.0,40.61305976667942,-73.96836678035541,restaurant
2373,913.0,Chipotle Mexican Grill,1.0,7.8,Brooklyn,Gravesend,11229.0,40.61305976667942,-73.96836678035541,restaurant
2374,527.0,Master Wonton,1.0,7.4,Brooklyn,Ocean Parkway,11204.0,40.61305976667942,-73.96836678035541,restaurant
2375,776.0,Mabat Steakhouse,4.0,7.2,Brooklyn,Gravesend,11223.0,40.61305976667942,-73.96836678035541,restaurant
2376,900.0,Pomegranate,,7.2,Brooklyn,Midwood,11230.0,40.61305976667942,-73.96836678035541,restaurant
2377,786.0,Mirage Diner,1.0,7.0,Brooklyn,Gravesend,11223.0,40.61305976667942,-73.96836678035541,restaurant
2378,468.0,Oh! Bagel Cafe,1.0,6.2,Brooklyn,Midwood,11230.0,40.61305976667942,-73.96836678035541,restaurant
2379,989.0,Chock Full O'Nuts,1.0,6.3,Brooklyn,Manhattan Terrace,11230.0,40.61305976667942,-73.96836678035541,restaurant
2380,498.0,Avenue P Deli,1.0,,Brooklyn,,11223.0,40.61305976667942,-73.96836678035541,restaurant
2381,601.0,My Grill Bar,,,Brooklyn,Gravesend,11223.0,40.61305976667942,-73.96836678035541,restaurant
2382,804.0,Sushi Tokyo,2.0,5.7,Brooklyn,Gravesend,11223.0,40.61305976667942,-73.96836678035541,restaurant
2383,720.0,Argo,,,New York,Gravesend,11223.0,40.61305976667942,-73.96836678035541,restaurant
2384,725.0,Rondel,,,Brooklyn,Gravesend,11223.0,40.61305976667942,-73.96836678035541,restaurant
2385,735.0,Jus By Julie,1.0,,Brooklyn,Midwood,11230.0,40.61305976667942,-73.96836678035541,restaurant
2386,773.0,Kosher Hut of Brooklyn,1.0,,Brooklyn,Gravesend,11223.0,40.61305976667942,-73.96836678035541,restaurant
2387,781.0,Glatt Coney,1.0,,Brooklyn,Ocean Parkway,11230.0,40.61305976667942,-73.96836678035541,restaurant
2388,785.0,Brooklyn Steak Co.,4.0,,Brooklyn,Midwood,11230.0,40.61305976667942,-73.96836678035541,restaurant
2389,787.0,Focaccia Pizza,1.0,,Brooklyn,Midwood,11230.0,40.61305976667942,-73.96836678035541,restaurant
2390,805.0,Joe-Joe's Green Bar,2.0,,Brooklyn,Gravesend,11229.0,40.61305976667942,-73.96836678035541,restaurant
2391,824.0,Sesame,1.0,,Brooklyn,Ocean Parkway,11230.0,40.61305976667942,-73.96836678035541,restaurant
2392,828.0,Kosher Bravo Pizza,1.0,,New York,Gravesend,11223.0,40.61305976667942,-73.96836678035541,restaurant
2393,843.0,Grill Point,,,New York,Gravesend,11229.0,40.61305976667942,-73.96836678035541,restaurant
2394,882.0,Chap A Nosh,3.0,,Brooklyn,Midwood,11230.0,40.61305976667942,-73.96836678035541,restaurant
2395,171.0,Campania Coal Fired Pizza,2.0,8.6,Brooklyn,Fort Hamilton,11209.0,40.61476812694226,-74.03197914537984,restaurant
2396,306.0,The Wicked Monk,2.0,8.7,Brooklyn,Fort Hamilton,11209.0,40.61476812694226,-74.03197914537984,restaurant
2397,317.0,Positano,2.0,8.7,Brooklyn,Fort Hamilton,11209.0,40.61476812694226,-74.03197914537984,restaurant
2398,585.0,Little Cupcake Bakeshop,2.0,8.9,Brooklyn,Bayridge,11209.0,40.61476812694226,-74.03197914537984,restaurant
2399,515.0,Paneantico Bakery Cafe,2.0,8.6,Brooklyn,Bayridge,11209.0,40.61476812694226,-74.03197914537984,restaurant
2400,289.0,Fushimi Bay Ridge,3.0,8.0,Brooklyn,Bayridge,11209.0,40.61476812694226,-74.03197914537984,restaurant
2401,557.0,Nino's Pizza,2.0,8.1,Brooklyn,Bayridge,11209.0,40.61476812694226,-74.03197914537984,restaurant
2402,977.0,Dyker Park Hot Bagels,1.0,8.7,Brooklyn,Fort Hamilton,11228.0,40.61476812694226,-74.03197914537984,restaurant
2403,290.0,Philadelphia Grille,2.0,7.6,Brooklyn,Fort Hamilton,11209.0,40.61476812694226,-74.03197914537984,restaurant
2404,742.0,Chadwick's,3.0,8.2,Brooklyn,Bayridge,11209.0,40.61476812694226,-74.03197914537984,restaurant
2405,898.0,The Kettle Black,2.0,8.3,Brooklyn,Bayridge,11209.0,40.61476812694226,-74.03197914537984,restaurant
2406,935.0,Pegasus Restaurant,2.0,8.3,Brooklyn,Bayridge,11209.0,40.61476812694226,-74.03197914537984,restaurant
2407,958.0,Karam Restaurant,2.0,8.2,Brooklyn,Bayridge,11209.0,40.61476812694226,-74.03197914537984,restaurant
2408,831.0,E Noodle,1.0,7.9,Brooklyn,Bayridge,11209.0,40.61476812694226,-74.03197914537984,restaurant
2409,803.0,Grand Sichuan House,2.0,7.9,Brooklyn,Bayridge,11209.0,40.61476812694226,-74.03197914537984,restaurant
2410,762.0,H & L Bagels,1.0,7.7,Brooklyn,Bayridge,11209.0,40.61476812694226,-74.03197914537984,restaurant
2411,906.0,Tuscany Grill,3.0,7.8,Brooklyn,Bayridge,11209.0,40.61476812694226,-74.03197914537984,restaurant
2412,746.0,Arirang Hibachi Steakhouse,3.0,7.6,Brooklyn,Bayridge,11209.0,40.61476812694226,-74.03197914537984,restaurant
2413,230.0,Supreme Bagel & Deli,1.0,6.8,Brooklyn,Fort Hamilton,11209.0,40.61476812694226,-74.03197914537984,restaurant
2414,975.0,Ruzana,2.0,7.5,Brooklyn,Bayridge,11209.0,40.61476812694226,-74.03197914537984,restaurant
2415,756.0,Ponte Vecchio Restaurant,3.0,7.3,Brooklyn,Bayridge,11209.0,40.61476812694226,-74.03197914537984,restaurant
2416,796.0,Lonestar Bar & Grill,1.0,7.2,Brooklyn,Bayridge,11209.0,40.61476812694226,-74.03197914537984,restaurant
2417,516.0,Artichoke Basille's Pizza,1.0,7.0,Brooklyn,Bayridge,11209.0,40.61476812694226,-74.03197914537984,restaurant
2418,943.0,Hibachi Master,1.0,7.3,Brooklyn,Bayridge,11209.0,40.61476812694226,-74.03197914537984,restaurant
2419,274.0,Taqueria El Puente,1.0,6.6,Brooklyn,Bayridge,11209.0,40.61476812694226,-74.03197914537984,restaurant
2420,227.0,Kiki's,2.0,9.0,New York,Chinatown,10002.0,40.71561842231432,-73.99427936255978,restaurant
2421,223.0,Scarr's Pizza,1.0,9.0,New York,Chinatown,10002.0,40.71561842231432,-73.99427936255978,restaurant
2422,167.0,Spicy Village,1.0,8.7,New York,Chinatown,10002.0,40.71561842231432,-73.99427936255978,restaurant
2423,281.0,Metrograph,,9.5,New York,Chinatown,10002.0,40.71561842231432,-73.99427936255978,restaurant
2424,263.0,Forgtmenot,2.0,9.0,New York,Chinatown,10002.0,40.71561842231432,-73.99427936255978,restaurant
2425,329.0,Wayla,2.0,9.1,New York,Chinatown,10002.0,40.71561842231432,-73.99427936255978,restaurant
2426,361.0,House of Joy,2.0,9.2,New York,Chinatown,10013.0,40.71561842231432,-73.99427936255978,restaurant
2427,360.0,Little Canal,1.0,8.9,New York,Chinatown,10002.0,40.71561842231432,-73.99427936255978,restaurant
2428,340.0,Kopitiam,1.0,8.7,New York,Chinatown,10002.0,40.71561842231432,-73.99427936255978,restaurant
2429,390.0,Wu's Wonton King,,8.9,New York,Chinatown,10002.0,40.71561842231432,-73.99427936255978,restaurant
2430,439.0,Attaboy,3.0,9.1,New York,Chinatown,10002.0,40.71561842231432,-73.99427936255978,restaurant
2431,363.0,Mr. Fong's,2.0,8.7,New York,Chinatown,10002.0,40.71561842231432,-73.99427936255978,restaurant
2432,233.0,Great NY Noodletown,1.0,8.3,New York,Chinatown,10013.0,40.71561842231432,-73.99427936255978,restaurant
2433,421.0,Uncle Lou 快樂人,1.0,8.8,New York,Chinatown,10013.0,40.71561842231432,-73.99427936255978,restaurant
2434,486.0,Doughnut Plant,2.0,9.1,New York,Chinatown,10002.0,40.71561842231432,-73.99427936255978,restaurant
2435,332.0,Golden Unicorn,2.0,8.4,New York,Chinatown,10002.0,40.71561842231432,-73.99427936255978,restaurant
2436,529.0,Bowery Ballroom,2.0,9.1,New York,Chinatown,10002.0,40.71561842231432,-73.99427936255978,restaurant
2437,369.0,Cafe Grumpy,1.0,8.5,New York,Chinatown,10002.0,40.71561842231432,-73.99427936255978,restaurant
2438,401.0,169 Bar,1.0,8.6,New York,Chinatown,10002.0,40.71561842231432,-73.99427936255978,restaurant
2439,580.0,Thai Diner,2.0,9.4,New York,Chinatown,10012.0,40.71561842231432,-73.99427936255978,restaurant
2440,535.0,Double Chicken Please,3.0,9.0,New York,Chinatown,10002.0,40.71561842231432,-73.99427936255978,restaurant
2441,510.0,Gelso & Grand,3.0,8.8,New York,Chinatown,10013.0,40.71561842231432,-73.99427936255978,restaurant
2442,203.0,Joe's Shanghai,,8.0,New York,Chinatown,10013.0,40.71561842231432,-73.99427936255978,restaurant
2443,620.0,La Compagnie des Vins Surnaturels,2.0,9.2,New York,Chinatown,10013.0,40.71561842231432,-73.99427936255978,restaurant
2444,565.0,Antler Beer and Wine Dispensary,2.0,8.9,New York,Chinatown,10002.0,40.71561842231432,-73.99427936255978,restaurant
2445,177.0,Exclusive Pizza,1.0,8.6,New York,Hudson Heights,10033.0,40.85190252555305,-73.93690027985234,restaurant
2446,227.0,The Uptown Garrison,2.0,8.8,New York,Hudson Heights,10033.0,40.85190252555305,-73.93690027985234,restaurant
2447,246.0,Saggio Restaurant,2.0,8.7,New York,Hudson Heights,10033.0,40.85190252555305,-73.93690027985234,restaurant
2448,264.0,Le Chéile,2.0,8.7,New York,Hudson Heights,10033.0,40.85190252555305,-73.93690027985234,restaurant
2449,264.0,Burger Heights,2.0,8.6,New York,Fort George,10033.0,40.85190252555305,-73.93690027985234,restaurant
2450,158.0,Hudson View Restaurant,2.0,8.0,New York,Hudson Heights,10033.0,40.85190252555305,-73.93690027985234,restaurant
2451,541.0,Grito Mexican Grill,1.0,8.9,New York,Fort George,10040.0,40.85190252555305,-73.93690027985234,restaurant
2452,376.0,The Pandering Pig,2.0,8.3,New York,Hudson Heights,10033.0,40.85190252555305,-73.93690027985234,restaurant
2453,640.0,El Malecon,2.0,8.7,New York,Uptown,10033.0,40.85190252555305,-73.93690027985234,restaurant
2454,210.0,McDonald's,1.0,7.8,New York,Fort George,10033.0,40.85190252555305,-73.93690027985234,restaurant
2455,364.0,La Casa del Mofongo,2.0,7.9,New York,Fort George,10033.0,40.85190252555305,-73.93690027985234,restaurant
2456,137.0,Tampopo Ramen,,7.5,New York,Fort George,10033.0,40.85190252555305,-73.93690027985234,restaurant
2457,372.0,Cafe Buunni,2.0,7.9,New York,Hudson Heights,10033.0,40.85190252555305,-73.93690027985234,restaurant
2458,382.0,La Cabaña Salvadoreña,1.0,7.9,New York,Fort George,10040.0,40.85190252555305,-73.93690027985234,restaurant
2459,490.0,Pocion,3.0,8.0,New York,Fort George,10033.0,40.85190252555305,-73.93690027985234,restaurant
2460,298.0,181 Cabrini,2.0,7.7,New York,Hudson Heights,10033.0,40.85190252555305,-73.93690027985234,restaurant
2461,870.0,Koronet Pizza,1.0,8.1,New York,Uptown,10032.0,40.85190252555305,-73.93690027985234,restaurant
2462,277.0,Chipotle Mexican Grill,1.0,7.3,New York,Fort George,10033.0,40.85190252555305,-73.93690027985234,restaurant
2463,541.0,Taco Bell,1.0,7.3,New York,Highbridge,10033.0,40.85190252555305,-73.93690027985234,restaurant
2464,470.0,El Panadero Bakery,1.0,7.0,New York,Highbridge,10033.0,40.85190252555305,-73.93690027985234,restaurant
2465,521.0,El Floridita Restaurant,2.0,7.0,New York,Fort George,10033.0,40.85190252555305,-73.93690027985234,restaurant
2466,239.0,No 1 Chinese Restaurant,1.0,6.7,New York,Hudson Heights,10033.0,40.85190252555305,-73.93690027985234,restaurant
2467,998.0,Kung Fu Tea,,7.2,New York,Uptown,10032.0,40.85190252555305,-73.93690027985234,restaurant
2468,373.0,Mi Ranchito Mexican Restauran T,2.0,6.6,New York,Highbridge,10033.0,40.85190252555305,-73.93690027985234,restaurant
2469,985.0,Aquamarina Restaurant,1.0,6.8,New York,Washington Heights,10032.0,40.85190252555305,-73.93690027985234,restaurant
2470,48.0,Hoppin Jalapeno Bar & Grill,2.0,8.4,New York,Inwood,10034.0,40.86768396449915,-73.92121042203897,restaurant
2471,637.0,Tryon Public House,2.0,8.6,New York,Fort George,10040.0,40.86768396449915,-73.92121042203897,restaurant
2472,134.0,Inwood Bar and Grill,3.0,7.7,New York,Inwood,10034.0,40.86768396449915,-73.92121042203897,restaurant
2473,626.0,Indian Road Cafe,2.0,8.4,New York,Inwood,10034.0,40.86768396449915,-73.92121042203897,restaurant
2474,435.0,Guacamole Taqueria,1.0,8.0,New York,Inwood,10034.0,40.86768396449915,-73.92121042203897,restaurant
2475,702.0,Cachapas Y Mas,1.0,8.4,New York,Fort George,10040.0,40.86768396449915,-73.92121042203897,restaurant
2476,203.0,Cafe De Broadway,1.0,7.5,New York,Inwood,10034.0,40.86768396449915,-73.92121042203897,restaurant
2477,532.0,Brown Sugar Restaurant,3.0,7.6,New York,Inwood,10034.0,40.86768396449915,-73.92121042203897,restaurant
2478,322.0,Lotus Express,1.0,7.3,New York,Fort George,10034.0,40.86768396449915,-73.92121042203897,restaurant
2479,698.0,Park Terrace Deli,1.0,7.6,New York,Inwood,10034.0,40.86768396449915,-73.92121042203897,restaurant
2480,161.0,Grandpa's Brick Oven Pizza,2.0,7.0,New York,Inwood,10034.0,40.86768396449915,-73.92121042203897,restaurant
2481,352.0,John's Fried Chicken,1.0,7.2,New York,Inwood,10034.0,40.86768396449915,-73.92121042203897,restaurant
2482,194.0,Fidel Gourmet Deli,1.0,7.0,New York,Fort George,10034.0,40.86768396449915,-73.92121042203897,restaurant
2483,834.0,Habibi Deli,1.0,7.5,New York,Fort George,10040.0,40.86768396449915,-73.92121042203897,restaurant
2484,299.0,Empanadas Monumental,1.0,6.7,New York,Inwood,10034.0,40.86768396449915,-73.92121042203897,restaurant
2485,672.0,Tonnie's Minis,2.0,7.0,New York,Fort George,10040.0,40.86768396449915,-73.92121042203897,restaurant
2486,20.0,Capitol Restaurant,1.0,6.3,New York,Inwood,10034.0,40.86768396449915,-73.92121042203897,restaurant
2487,339.0,Republica,2.0,6.6,New York,Fort George,10034.0,40.86768396449915,-73.92121042203897,restaurant
2488,596.0,Dyckman Bakery,1.0,6.8,New York,Fort George,10040.0,40.86768396449915,-73.92121042203897,restaurant
2489,400.0,Domino's Pizza,1.0,6.6,New York,Fort George,10034.0,40.86768396449915,-73.92121042203897,restaurant
2490,599.0,Mamajuana Cafe,2.0,6.7,New York,Fort George,10034.0,40.86768396449915,-73.92121042203897,restaurant
2491,741.0,Cañave,1.0,6.8,New York,Fort George,10040.0,40.86768396449915,-73.92121042203897,restaurant
2492,920.0,The Hudson,2.0,6.5,New York,Fort George,10034.0,40.86768396449915,-73.92121042203897,restaurant
2493,43.0,Inwood Delicias,2.0,,New York,Inwood,10034.0,40.86768396449915,-73.92121042203897,restaurant
2494,68.0,Buunni Coffee,1.0,,New York,Inwood,10034.0,40.86768396449915,-73.92121042203897,restaurant
2495,163.0,Cafe One,1.0,8.6,New York,Hamilton Grange,10031.0,40.823604284811935,-73.94968791883366,restaurant
2496,211.0,Geisha Japanese Restaurant,2.0,8.6,New York,Hamilton Grange,10031.0,40.823604284811935,-73.94968791883366,restaurant
2497,252.0,Fumo Pizza-Bar-Pasta,2.0,8.7,New York,Hamilton Heights,10031.0,40.823604284811935,-73.94968791883366,restaurant
2498,505.0,Manhattanville Coffee,2.0,8.9,New York,Hamilton Grange,10030.0,40.823604284811935,-73.94968791883366,restaurant
2499,530.0,The Edge Harlem,2.0,8.9,New York,Hamilton Heights,10030.0,40.823604284811935,-73.94968791883366,restaurant
2500,583.0,Harlem Public,2.0,9.0,New York,Hamilton Heights,10031.0,40.823604284811935,-73.94968791883366,restaurant
2501,186.0,Oso,1.0,7.9,Harlem,Hamilton Grange,10031.0,40.823604284811935,-73.94968791883366,restaurant
2502,559.0,The Chipped Cup,1.0,8.6,New York,Hamilton Heights,10031.0,40.823604284811935,-73.94968791883366,restaurant
2503,358.0,Sugar Hill Cafe,1.0,8.1,New York,Hamilton Grange,10031.0,40.823604284811935,-73.94968791883366,restaurant
2504,755.0,Bono Trattoria,2.0,8.7,New York,Hamilton Heights,10031.0,40.823604284811935,-73.94968791883366,restaurant
2505,549.0,The Handpulled Noodle - Harlem,1.0,8.0,New York,Hamilton Heights,10031.0,40.823604284811935,-73.94968791883366,restaurant
2506,650.0,Uptown Bourbon,3.0,8.1,New York,Hamilton Heights,10031.0,40.823604284811935,-73.94968791883366,restaurant
2507,615.0,Jacob Restaurant,1.0,7.9,New York,Hamilton Heights,10030.0,40.823604284811935,-73.94968791883366,restaurant
2508,935.0,Ponty Bistro Harlem,4.0,8.4,New York,Hamilton Heights,10030.0,40.823604284811935,-73.94968791883366,restaurant
2509,766.0,Taqueria San Pedro,1.0,8.1,New York,Hamilton Heights,10031.0,40.823604284811935,-73.94968791883366,restaurant
2510,924.0,Lucille's Coffee and Cocktails,1.0,8.3,New York,Hamilton Heights,10039.0,40.823604284811935,-73.94968791883366,restaurant
2511,866.0,Abyssinia Ethiopian Restaurant,2.0,8.1,New York,Central Harlem,10030.0,40.823604284811935,-73.94968791883366,restaurant
2512,661.0,Fruces,,7.6,New York,Hamilton Heights,10031.0,40.823604284811935,-73.94968791883366,restaurant
2513,604.0,Tsion Cafe,2.0,7.6,New York,Hamilton Heights,10031.0,40.823604284811935,-73.94968791883366,restaurant
2514,643.0,Londel's Restaurant,3.0,7.5,New York,Hamilton Heights,10030.0,40.823604284811935,-73.94968791883366,restaurant
2515,942.0,Acts III Bagels,1.0,7.5,New York,Central Harlem,10030.0,40.823604284811935,-73.94968791883366,restaurant
2516,304.0,Picante,2.0,6.9,New York,Hamilton Heights,10031.0,40.823604284811935,-73.94968791883366,restaurant
2517,555.0,Ameer Food Deli Grocery,1.0,7.0,New York,Hamilton Heights,10031.0,40.823604284811935,-73.94968791883366,restaurant
2518,640.0,NBHD,1.0,6.9,New York,Hamilton Heights,10030.0,40.823604284811935,-73.94968791883366,restaurant
2519,953.0,Hot Pot Under The Tree,2.0,7.1,New York,Hamilton Heights,10039.0,40.823604284811935,-73.94968791883366,restaurant
2520,307.0,Dinosaur Bar-B-Que,2.0,8.8,New York,Harlem,10027.0,40.8169344294978,-73.9573853935188,restaurant
2521,195.0,Jin Ramen,2.0,8.4,New York,Harlem,10027.0,40.8169344294978,-73.9573853935188,restaurant
2522,404.0,Pisticci,2.0,8.9,New York,Manhattanville,10027.0,40.8169344294978,-73.9573853935188,restaurant
2523,293.0,The Expat,3.0,8.4,New York,Harlem,10027.0,40.8169344294978,-73.9573853935188,restaurant
2524,182.0,Dear Mama Coffee,1.0,8.1,New York,Hamilton Heights,10027.0,40.8169344294978,-73.9573853935188,restaurant
2525,374.0,La Salle Dumpling Room,2.0,8.0,New York,Harlem,10027.0,40.8169344294978,-73.9573853935188,restaurant
2526,717.0,Maison Harlem,3.0,8.8,New York,Harlem,10027.0,40.8169344294978,-73.9573853935188,restaurant
2527,763.0,Fumo Pizza-Bar-Pasta,2.0,8.7,New York,Hamilton Heights,10031.0,40.8169344294978,-73.9573853935188,restaurant
2528,884.0,Clay,2.0,9.0,New York,Central Harlem,10027.0,40.8169344294978,-73.9573853935188,restaurant
2529,297.0,The Craftsman,2.0,7.7,New York,Harlem,10027.0,40.8169344294978,-73.9573853935188,restaurant
2530,857.0,Cafe One,1.0,8.6,New York,Hamilton Grange,10031.0,40.8169344294978,-73.9573853935188,restaurant
2531,999.0,The Edge Harlem,2.0,8.9,New York,Hamilton Heights,10030.0,40.8169344294978,-73.9573853935188,restaurant
2532,941.0,Geisha Japanese Restaurant,2.0,8.6,New York,Hamilton Grange,10031.0,40.8169344294978,-73.9573853935188,restaurant
2533,387.0,Fruces,,7.6,New York,Hamilton Heights,10031.0,40.8169344294978,-73.9573853935188,restaurant
