,Name,Price,Rating,Reviews,Address,Latitude,Longitude,Category
2396,Bubby's,2.0,4.4,5053.0,"120 Hudson Street, New York",40.719819,-74.0083829,restaurant
2397,Lure Fishbar,3.0,4.4,1378.0,"142 Mercer Street, New York",40.724703,-73.9983278,restaurant
2398,The Mercer Kitchen,3.0,4.1,1212.0,"99 Prince Street, New York",40.7248421,-73.99864939999999,restaurant
2399,Shuka,2.0,4.5,1734.0,"38 MacDougal Street, New York",40.7270639,-74.0027877,restaurant
2401,Mermaid Oyster Bar,2.0,4.6,772.0,"89 MacDougal Street, New York",40.7290243,-74.0014899,restaurant
2404,Blue Note Jazz Club,3.0,4.4,3528.0,"131 West 3rd Street, New York",40.7309083,-74.0006557,restaurant
2405,Dos Caminos,2.0,4.0,2046.0,"675 Hudson Street, New York",40.74043309999999,-74.0054753,restaurant
2406,Babbo,4.0,4.3,1457.0,"110 Waverly Place, New York",40.73229599999999,-73.9992785,restaurant
2407,STK Steakhouse Downtown NYC,4.0,4.5,5091.0,"26 Little West 12th Street, New York",40.7398062,-74.0072729,restaurant
2408,"One if by Land, Two if by Sea",4.0,4.3,913.0,"17 Barrow Street, New York",40.73254800000001,-74.0026278,restaurant
2410,The Taco Shop,4.0,4.2,355.0,"166 West 4th Street, New York",40.7319387,-74.0015608,restaurant
2411,Little Owl,3.0,4.5,856.0,"90 Bedford Street, New York",40.732398,-74.005318,restaurant
2412,Old Homestead Steakhouse,4.0,4.2,1799.0,"56 9th Avenue, New York",40.7412007,-74.0047629,restaurant
2414,Palma,3.0,4.6,681.0,"28 Cornelia Street, New York",40.73120109999999,-74.0023412,restaurant
2419,Cafe Wha?,2.0,4.4,1535.0,"115 MacDougal Street, New York",40.73008400000001,-74.0005579,restaurant
2425,Talia's Steakhouse & Bar,3.0,4.2,729.0,"668 Amsterdam Avenue, New York",40.791929,-73.972145,restaurant
2442,Tom's,1.0,4.1,2779.0,"2880 Broadway, New York",40.8055187,-73.96538869999999,restaurant
2443,Nikko,2.0,4.3,1213.0,"1280 Amsterdam Avenue, New York",40.8114605,-73.9578775,restaurant
2444,Atomic Wings,1.0,3.9,294.0,"2090 Frederick Douglass Boulevard, New York",40.8025144,-73.95654979999999,restaurant
2445,Trufa Pizzeria,1.0,3.8,158.0,"3161 Broadway, New York",40.81489800000001,-73.95934299999999,restaurant
2446,Smoke Jazz & Supper Club,2.0,4.4,893.0,"2751 Broadway, New York",40.80118229999999,-73.9684079,restaurant
2447,Community Food & Juice,2.0,4.3,983.0,"2893 Broadway, New York",40.8059222,-73.9657833,restaurant
2448,Pisticci,2.0,4.5,1128.0,"125 La Salle Street, New York",40.81417460000001,-73.9603204,restaurant
2449,Thai Market,2.0,4.3,933.0,"960 Amsterdam Avenue, New York",40.8013889,-73.9652778,restaurant
2450,Awash Ethiopian Restaurant,2.0,4.4,531.0,"947 Amsterdam Avenue, New York",40.800712,-73.965273,restaurant
2451,Chipotle Mexican Grill,1.0,4.0,909.0,"2843 Broadway, New York",40.80451499999999,-73.96679999999999,restaurant
2456,Crepes On Columbus,2.0,4.3,568.0,"990 Columbus Avenue, New York",40.801047,-73.9618424,restaurant
2458,Toast Uptown,2.0,4.3,633.0,"3157 Broadway, New York",40.814772,-73.959351,restaurant
2462,Carlton Hotel,,3.9,289.0,"88 Madison Avenue, New York",40.7443899,-73.9856497,restaurant
2470,S'MAC East Village,1.0,4.4,2225.0,"197 1st Avenue, New York",40.730212,-73.983724,restaurant
2473,Motorino Pizzeria,2.0,4.4,638.0,"349 East 12th Street, New York",40.7303588,-73.98382769999999,restaurant
2476,Momofuku Noodle Bar,2.0,4.5,4428.0,"171 1st Avenue, New York",40.7292083,-73.98441500000001,restaurant
2479,Artichoke Basille's Pizza,2.0,4.3,2706.0,"321 East 14th Street, New York",40.73216670000001,-73.9838333,restaurant
2482,Shake Shack Battery Park City,2.0,4.3,3205.0,"215 Murray Street, New York",40.7152189,-74.01488069999999,restaurant
2486,Le Pain Quotidien,2.0,4.2,588.0,"81 West Broadway, New York",40.7150161,-74.0092841,restaurant
2488,Marc Forgione,3.0,4.6,563.0,"134 Reade Street, New York",40.71649379999999,-74.00960730000001,restaurant
2490,Sarabeth's,2.0,4.1,1114.0,"339 Greenwich Street, New York",40.7183074,-74.0102325,restaurant
2493,Scalini Fedeli,3.0,4.7,350.0,"165 Duane Street, New York",40.71749999999999,-74.00944439999999,restaurant
2499,The Odeon,3.0,4.4,1324.0,"145 West Broadway, New York",40.71697899999999,-74.007834,restaurant
2503,Picasso Pizzeria,2.0,4.4,568.0,"303 South End Avenue, New York",40.7103852,-74.0164692,restaurant
2504,Delmonico's,4.0,4.5,1799.0,"56 Beaver Street, New York",40.7050268,-74.0102557,restaurant
2506,Trinity Place,2.0,4.4,1205.0,"115 Broadway, New York",40.708882,-74.01143259999999,restaurant
2507,The Capital Grille,4.0,4.6,1237.0,"120 Broadway, New York",40.7081174,-74.0102264,restaurant
2513,Tajin,2.0,4.2,601.0,"85 Greenwich Street, New York",40.7077343,-74.01355199999999,restaurant
2514,Red Mango,2.0,4.0,266.0,"111 Fulton Street, New York",40.70997029999999,-74.00671,restaurant
2519,Starbucks,2.0,3.9,175.0,"200 Liberty Street, New York",40.71064059999999,-74.01566919999999,restaurant
2521,Benvenuti Pizzeria,2.0,4.4,157.0,"235 South End Avenue, New York",40.7096597,-74.0167409,restaurant
2566,Kabab King,2.0,3.6,2743.0,"7301 37th Road, Queens",40.747332,-73.8922146,restaurant
2578,Delhi Heights,2.0,3.7,398.0,"37-66 74th Street, Queens",40.7470867,-73.8916869,restaurant
2583,Little Caesars Pizza,1.0,3.7,252.0,"86-10 Roosevelt Avenue, Queens",40.7477785,-73.87993139999999,restaurant
2584,The Original American Chicken,1.0,4.1,294.0,"7807 37th Avenue, Queens",40.7495881,-73.887793,restaurant
2585,La Pequeña Colombia,2.0,4.3,1745.0,"83-27 Roosevelt Avenue, Queens",40.74805749999999,-73.8822776,restaurant
2587,Au Bon Pain,2.0,3.2,25.0,"7901 Broadway, Queens",40.7451141,-73.8857031,restaurant
2589,El Chivito D'Oro,2.0,4.4,1745.0,"84-02 37th Avenue, Jackson Heights",40.749845,-73.88230829999999,restaurant
2591,Pollos Mario,2.0,4.3,4503.0,"86-13 Roosevelt Avenue, Queens",40.748325,-73.87964199999999,restaurant
2592,Cositas Ricas,2.0,4.3,2922.0,"7919 Roosevelt Avenue, Queens",40.74765319999999,-73.88596319999999,restaurant
2593,Pollos Mario,2.0,4.3,919.0,"83-02 37th Avenue, Queens",40.7496515,-73.88318810000001,restaurant
2595,Starbucks,2.0,4.2,1043.0,"78-25 37th Avenue, Queens",40.7496555,-73.8874917,restaurant
2597,Himalayan Yak,2.0,4.1,1109.0,"72-20 Roosevelt Avenue, Queens",40.74658499999999,-73.892798,restaurant
2598,Espresso 77,2.0,4.1,961.0,"35-57 77th Street, Queens",40.7496218,-73.888885,restaurant
2599,Oven Bites,2.0,3.7,69.0,"83-08 37th Avenue, Queens",40.7497323,-73.88304049999999,restaurant
2683,Maracas,2.0,3.7,86.0,"121-08 Jamaica Avenue, Queens",40.7003571,-73.8278893,restaurant
2686,Tu Casa,2.0,4.0,1141.0,"119-05 Metropolitan Avenue, Queens",40.7063196,-73.83147459999999,restaurant
2687,Caribbean Cabana,2.0,4.2,1040.0,"116-02 Jamaica Avenue, Queens",40.6990923,-73.833069,restaurant
2689,Subway,1.0,3.5,77.0,"118-14 Jamaica Avenue, Queens",40.69976279999999,-73.8311842,restaurant
2690,Domino's Pizza,1.0,2.7,637.0,"8719 Lefferts Boulevard, Queens",40.6994833,-73.8303324,restaurant
2691,The Classic Diner,2.0,4.4,1484.0,"117-33 Myrtle Avenue, Queens",40.7001047,-73.8315681,restaurant
2692,Mexico and El Salvador Inc,,3.5,41.0,"116-19 Myrtle Avenue, Richmond Hill",40.70029959999999,-73.8330576,restaurant
2694,Dunkin',1.0,3.6,285.0,"8611 Lefferts Boulevard, Queens",40.70124719999999,-73.8311373,restaurant
2696,Kaieteur Restaurant & Sports Bar,2.0,4.0,704.0,"2513, 8712 Lefferts Boulevard, Jamaica",40.6995812,-73.83099299999999,restaurant
2697,Golden Chopsticks,1.0,3.8,100.0,"8720 Lefferts Boulevard, Jamaica",40.69941,-73.83082329999999,restaurant
2698,Tikka,2.0,4.2,440.0,"119-30 Metropolitan Avenue, Queens",40.7057531,-73.8309198,restaurant
2746,Van Dam Diner,2.0,4.3,338.0,"45-55 Van Dam Street, Queens",40.74308910000001,-73.9336713,restaurant
2849,Thai Pot,2.0,3.8,245.0,"103-07 Queens Boulevard, Queens",40.7249066,-73.849713,restaurant
2879,El Rey IV Restaurant & Billard,2.0,4.0,764.0,"7516 Rockaway Boulevard, Queens",40.6854,-73.86454499999999,restaurant
2887,Pizza Hut,1.0,4.1,1566.0,"8920 Atlantic Avenue, Queens",40.68613999999999,-73.85169189999999,restaurant
3023,McDonald's,1.0,3.7,1320.0,"250-01 Northern Boulevard, Queens",40.7688865,-73.7375347,restaurant
3024,Il Toscano,3.0,4.6,298.0,"42-05 235th Street, Queens",40.7684042,-73.7484837,restaurant
3025,Il Bacco,2.0,4.5,884.0,"25324 Northern Boulevard, Queens",40.7710789,-73.73481079999999,restaurant
3026,Aegea West Mediterranean Kitchen,2.0,4.0,98.0,"24205 Northern Boulevard, Queens",40.7656133,-73.7441322,restaurant
3027,Best Garden,1.0,4.3,54.0,"44-35 Douglaston Parkway, Queens",40.7656857,-73.7444879,restaurant
3028,Toskana Pizzeria Restaurant,2.0,4.5,389.0,"24825 Northern Boulevard, Little Neck",40.7680362,-73.7386523,restaurant
3029,LN1380,2.0,4.0,633.0,"251-03 Northern Boulevard, Little Neck",40.76908999999999,-73.7370201,restaurant
3030,Bean & Bean Queens,2.0,4.5,701.0,"252-29 Northern Boulevard, Queens",40.770548,-73.73598299999999,restaurant
3031,Lima 33 Restaurant,2.0,4.4,563.0,"254-04 Northern Boulevard, Queens",40.771515,-73.734532,restaurant
3032,Café 1 of a Kind,2.0,4.3,514.0,"255-13 Northern Boulevard, Queens",40.7723808,-73.7343253,restaurant
3033,King Wok,1.0,3.9,75.0,"24825 Northern Boulevard # 1I, Douglaston",40.7680107,-73.7387298,restaurant
3034,Greek Islands,2.0,4.4,256.0,"25317 Northern Boulevard, Little Neck",40.7711377,-73.73535679999999,restaurant
3035,New Northern Manor,2.0,4.1,608.0,"251-15 Northern Boulevard, Queens",40.76946299999999,-73.736853,restaurant
3036,La Grotta,2.0,4.5,193.0,"254-12 Northern Boulevard, Queens",40.77166729999999,-73.73443879999999,restaurant
3124,Hapisgah,2.0,4.5,911.0,"147-25 Union Turnpike, Flushing",40.71873000000001,-73.814557,restaurant
3138,Genesis Pizza,1.0,4.3,110.0,"14909 Union Turnpike, Queens",40.718924,-73.81351699999999,restaurant
3139,Dunkin',1.0,3.8,631.0,"79-27 Main Street, Queens",40.7182115,-73.8166193,restaurant
3159,Al Barakah Halal Meat (Hand Zabiha),,3.9,88.0,"Inside DeadEnd, 160-02 Hillside Avenue, Jamaica",40.70775149999999,-73.8015842,restaurant
3161,Peking Express,2.0,4.1,64.0,"87-71 Parsons Boulevard, Queens",40.7074472,-73.8024624,restaurant
3212,Dunkin',1.0,4.1,275.0,"211-02 Jamaica Avenue, Queens",40.7149769,-73.7487895,restaurant
3226,Popeyes Louisiana Kitchen,1.0,3.8,537.0,"16525 Liberty Avenue, Queens",40.7025454,-73.7915565,restaurant
3227,New Rancheros,,2.3,3.0,"162-10 Jamaica Avenue, Jamaica",40.7040679,-73.7972029,restaurant
3292,Dragon Palace,1.0,3.4,110.0,"138-22 Farmers Boulevard, Queens",40.6722496,-73.7644025,restaurant
3368,Tasty's Diner,2.0,4.1,428.0,"33-04 Ditmars Boulevard, Queens",40.7751676,-73.9095584,restaurant
3369,Trattoria L'incontro,3.0,4.7,1092.0,"21-76 31st Street, Queens",40.7764678,-73.9105948,restaurant
3370,Taverna Kyclades,2.0,4.6,3566.0,"36-01 Ditmars Boulevard, Queens",40.7743819,-73.90794749999999,restaurant
3381,Telly's Taverna,2.0,4.4,892.0,"28-13 23rd Avenue, Queens",40.7753701,-73.913956,restaurant
3388,Tasty Grill,2.0,4.2,262.0,"14-22 150th Street, Queens",40.7881948,-73.8137735,restaurant
3389,Villaggio Ristorante Italian Bistro,2.0,4.5,296.0,"15007 14th Road, Queens",40.787685,-73.81306289999999,restaurant
3392,Ginger and Lemongrass,2.0,4.2,714.0,"12-53 150th Street, Whitestone",40.7892691,-73.81371620000002,restaurant
3393,Mr. Pollo #2,2.0,3.8,157.0,"12-27A 150th Street, Queens",40.7900009,-73.8141479,restaurant
3394,Pizza Chef,2.0,4.1,322.0,"153-81 Cross Island Parkway, Whitestone",40.7890607,-73.8090466,restaurant
3399,King's Chef,,4.0,123.0,"15327 Cross Island Parkway, Whitestone",40.78771719999999,-73.809269,restaurant
3400,Takara Sushi,2.0,4.4,243.0,"150-11 14th Avenue, Whitestone",40.7891296,-73.81336929999999,restaurant
3496,Luigi's Restaurant And Bar,2.0,4.5,1609.0,"265-21 Union Turnpike, New Hyde Park",40.749627,-73.707534,restaurant
3497,Galo Tavern 18,2.0,4.4,701.0,"265-11 Union Turnpike, Queens",40.74945499999999,-73.70784019999999,restaurant
3498,Santoor Indian Restaurant,2.0,3.9,404.0,"257-05 Union Turnpike, Queens",40.74603270000001,-73.7143081,restaurant
3501,Sagar Chinese,2.0,3.6,1430.0,"252-05 Union Turnpike, Queens",40.7438849,-73.7183869,restaurant
3503,Subway,1.0,3.7,162.0,"253-10A Hillside Avenue, Queens",40.7357732,-73.7140218,restaurant
3504,Dunkin',1.0,4.0,196.0,"25609 Union Turnpike, Queens",40.74575129999999,-73.7150395,restaurant
3507,Subway,1.0,4.0,69.0,"259-19 Union Turnpike #59A, Queens",40.747074,-73.712529,restaurant
3511,McDonald's,1.0,3.8,749.0,"256-03 Union Turnpike, Queens",40.7456809,-73.7151654,restaurant
3512,Taco King,1.0,3.4,155.0,"25631 Union Turnpike, Queens",40.7462678,-73.714694,restaurant
3513,Bundu Khan Kabab House,1.0,3.8,816.0,"25319 Union Turnpike, Queens",40.74451979999999,-73.7172223,restaurant
3516,Papa John's Pizza,1.0,3.0,240.0,"8953 Francis Lewis Boulevard, Queens",40.71844040000001,-73.7571141,restaurant
3518,Popeyes Louisiana Kitchen,1.0,3.8,395.0,"19702 Hillside Avenue, Queens",40.7182434,-73.76514399999999,restaurant
3520,Burger King,1.0,3.5,357.0,"195-10 Jamaica Avenue, Queens",40.7130491,-73.7655544,restaurant
3530,Elena's 43 Restaurant,2.0,4.1,938.0,"8948 Francis Lewis Boulevard, Queens",40.71833549999999,-73.7577031,restaurant
3536,Sagar Chinese,2.0,3.7,1588.0,"8747 Homelawn Street, Queens",40.711132,-73.792805,restaurant
3537,Sagar Restaurant,2.0,3.7,1094.0,"168-25B Hillside Avenue, Queens",40.7104377,-73.79415019999999,restaurant
3538,IHOP,1.0,3.9,3096.0,"17019 Hillside Avenue, Queens",40.7114952,-73.7915144,restaurant
3541,Halal Crown Fried Chicken,1.0,3.9,109.0,"17002 Hillside Avenue, Queens",40.7109386,-73.79179540000001,restaurant
3599,Neels Pasta and Pizza,2.0,4.0,156.0,"10-01 36th Avenue, Queens",40.7615414,-73.9405816,restaurant
3606,Il Bambino,2.0,4.7,546.0,34-08 31st Avenue,40.762941,-73.9208586,restaurant
3617,Starbucks,2.0,4.2,1599.0,"157-41 Cross Bay Boulevard, Queens",40.66146000000001,-73.84013999999999,restaurant
3618,New Park Pizza,1.0,4.5,4347.0,"Parking lot, 156-71 Cross Bay Boulevard, Queens",40.6627388,-73.8403931,restaurant
3620,Sakura,2.0,4.1,281.0,"158-38 Cross Bay Boulevard, Howard Beach",40.6597637,-73.8403052,restaurant
3621,Bruno,2.0,4.7,689.0,"158-22 Cross Bay Boulevard, Queens",40.6599928,-73.8404229,restaurant
3622,Gino's,2.0,4.4,1346.0,"158-46 Cross Bay Boulevard, Queens",40.6595925,-73.8403452,restaurant
3626,Brother’s,2.0,4.7,333.0,"15814 Cross Bay Boulevard, Queens",40.660351,-73.8404944,restaurant
3636,Checkers,1.0,4.0,645.0,"139-33 245th Street, Queens",40.6650218,-73.7342958,restaurant
3638,Amelia restaurant,1.0,4.0,186.0,"24513 Francis Lewis Boulevard, Rosedale",40.66470929999999,-73.7345522,restaurant
3639,Pa-Nash Eurosoul Catering & Events,2.0,4.3,390.0,"144-14 243rd Street, Queens",40.6600499,-73.739722,restaurant
3640,China Gourmet,1.0,3.1,75.0,"24515 Francis Lewis Boulevard, Rosedale",40.6646383,-73.7345464,restaurant
3641,Domino's Pizza,1.0,3.7,309.0,"24722 South Conduit Avenue, Queens",40.6650694,-73.73038430000001,restaurant
3644,Henrica's,2.0,4.0,1189.0,"138-89 Francis Lewis Boulevard, Rosedale",40.6668471,-73.7364963,restaurant
3647,Best Wok,1.0,3.4,122.0,"13875 Francis Lewis Boulevard, Rosedale",40.6672445,-73.73680209999999,restaurant
3648,Dunkin',1.0,3.8,182.0,"245-01 Francis Lewis Boulevard, Queens",40.6649024,-73.7347454,restaurant
3649,Jamaican Flavors,1.0,4.3,520.0,"22409 141st Avenue, Queens",40.6696906,-73.7504478,restaurant
3656,Panera Bread,2.0,3.7,679.0,"61-35 Junction Boulevard Suite D102, Queens",40.7328712,-73.8635047,restaurant
3657,Dallas BBQ Rego Park,2.0,4.1,3188.0,"61-35 Junction Boulevard, Queens",40.73265749999999,-73.8635857,restaurant
3658,Auntie Anne's,1.0,3.8,36.0,"61-35 Junction Boulevard, Queens",40.7332336,-73.86381639999999,restaurant
3659,Bamboo Ya,2.0,4.3,753.0,"97-11 Queens Boulevard, Queens",40.7299174,-73.8606799,restaurant
3660,Taco Place,1.0,3.9,93.0,"94-03 63rd Drive, Queens",40.72888319999999,-73.86337859999999,restaurant
3661,Subway,1.0,3.9,139.0,"95-58 Queens Boulevard, Queens",40.7299725,-73.8629304,restaurant
3662,Burger King,1.0,4.1,1779.0,"92-85 Queens Boulevard, Queens",40.7321114,-73.8662339,restaurant
3663,Pizza Hut,1.0,3.5,640.0,"9608 Queens Boulevard, Queens",40.72964,-73.8620925,restaurant
3664,El Gauchito,2.0,4.4,579.0,"94-60 Corona Avenue, Queens",40.7419444,-73.86805559999999,restaurant
3665,Domino's Pizza,1.0,3.2,295.0,"9528 Queens Boulevard, Queens",40.7302548,-73.8637555,restaurant
3669,Cheburechnaya,1.0,4.2,735.0,"9209 63rd Drive, Queens",40.7276683,-73.864085,restaurant
3674,Dunkin',1.0,4.0,371.0,"9925 Horace Harding Expressway, Queens",40.7364529,-73.85759949999999,restaurant
3676,Pico,2.0,4.5,553.0,"419 Beach 129th Street, Queens",40.57829489999999,-73.8496578,restaurant
3677,Harbor Light Pub,2.0,4.7,200.0,"129-18 Newport Avenue, Queens",40.5777869,-73.8497387,restaurant
3679,East Meets West,1.0,3.6,89.0,"421 Beach 129th Street, Rockaway Park",40.57837999999999,-73.8496615,restaurant
3680,Pizza Panini Rolls - Wraps,,,,United States,40.5784849,-73.8493306,restaurant
3693,Plum Tomatoes by La Sorrentina,2.0,4.0,230.0,"420 Beach 129th Street, Queens",40.57846689999999,-73.84917670000002,restaurant
3704,Dunkin',1.0,3.5,94.0,"5914 Beach Channel Drive, Queens",40.5941667,-73.7895817,restaurant
3705,Shell,2.0,3.9,75.0,"5914 Beach Channel Drive, Queens",40.59408719999999,-73.7894499,restaurant
3706,Subway,1.0,4.2,240.0,"6820 Rockaway Beach Boulevard Suite D, Queens",40.5905774,-73.79732299999999,restaurant
3707,Dunkin',1.0,3.7,217.0,"6820 Rockaway Beach Boulevard, Queens",40.5906661,-73.7972439,restaurant
3708,Goody's BBQ Chicken and Ribs,1.0,4.4,782.0,"7018 Amstel Boulevard, Arverne",40.5928263,-73.79986629999999,restaurant
3709,China King,1.0,3.2,146.0,"70-01 Beach Channel Drive, Arverne",40.5924983,-73.7992405,restaurant
3710,Lolo Kreyol Lakay Take Out,,5.0,3.0,"427 Beach 66th Street, Queens",40.5937513,-73.7954141,restaurant
3712,59 Halal Cart,,4.6,8.0,"Beach Channel Dr/Beach 59, Arverne",40.5938788,-73.78919309999999,restaurant
3713,Rockaway Tiki Bar,2.0,4.7,117.0,"6720 Rockaway Beach Boulevard, Queens",40.590822,-73.7968142,restaurant
3714,Batesy’s BBQ and Bar,2.0,4.4,218.0,"6820F Rockaway Beach Boulevard, Arverne",40.59067140000001,-73.79710159999999,restaurant
3715,Boardwalk Pizzeria,2.0,4.3,878.0,"68-20 Rockaway Beach Boulevard, Queens",40.5906353,-73.79741229999999,restaurant
3716,Starbucks,2.0,3.6,60.0,"72-10 Beach Channel Drive, Queens",40.59118,-73.80118,restaurant
3717,Bar Marseille Rockaway,2.0,4.3,125.0,"190 Beach 69th Street, Queens",40.59033470000001,-73.7970043,restaurant
3718,Super Burrito,1.0,4.5,196.0,"190 Beach 69th Street, Queens",40.5900842,-73.7974626,restaurant
3719,Locals Collective NYC,,4.5,101.0,"190 Beach 69th Street, Queens",40.5900221,-73.797639,restaurant
3720,Cuisine By Claudette,,4.6,73.0,"190 Beach 69th Street, Queens",40.5899677,-73.7973209,restaurant
3721,Jamaican,,4.0,4.0,"2-14 Beach 59th Street, Queens",40.59256,-73.788741,restaurant
3722,Foo An,1.0,3.8,142.0,"22318 South Conduit Avenue, Queens",40.665348,-73.7541347,restaurant
3723,Subway,1.0,3.2,139.0,"219-25 North Conduit Avenue, Queens",40.666759,-73.7568028,restaurant
3724,Dunkin',1.0,3.7,158.0,"21911 North Conduit Avenue, Queens",40.6668143,-73.7569286,restaurant
3725,Popeyes Louisiana Kitchen,1.0,3.9,936.0,"21903 North Conduit Avenue, Queens",40.66683719999999,-73.7571706,restaurant
3726,McDonald's,1.0,3.6,2405.0,"221-12 South Conduit Avenue, Queens",40.66522819999999,-73.7561305,restaurant
3727,Golden Krust Caribbean Restaurant,1.0,3.8,392.0,"223-24 South Conduit Avenue, Queens",40.665333,-73.754012,restaurant
3729,Burger King,1.0,3.8,267.0,"224-01 North Conduit Avenue, Queens",40.6666252,-73.7526348,restaurant
3730,Pizza Hut Express,1.0,3.0,4.0,"Kings North Conduit, 22401 North Conduit Avenue, Queens",40.66686619999999,-73.7526378,restaurant
3731,Erica's Caribbean Cruise,,3.7,44.0,"219-25 North Conduit Avenue, Queens",40.66684860000001,-73.7569573,restaurant
3737,Rice & Beans Restaurant,1.0,4.5,456.0,"9109 Springfield Boulevard, Queens",40.7256332,-73.7399757,restaurant
3739,Flavor King,1.0,4.5,59.0,"236-09 Braddock Avenue, Queens",40.72751,-73.73101299999999,restaurant
3753,Rainhas Churrascaria,2.0,4.4,3613.0,"108-01 Northern Boulevard, Corona",40.75801089999999,-73.8606262,restaurant
3754,No. 1,1.0,3.8,79.0,"106-14 Northern Boulevard, Queens",40.7575317,-73.8622547,restaurant
3755,Leo's Latticini,1.0,4.7,267.0,"46-02 104th Street, Queens",40.7462772,-73.859978,restaurant
3757,Vinicio's,2.0,4.0,275.0,"40-21 108th Street, Flushing",40.750194,-73.8582149,restaurant
3764,Bella’s Corner,2.0,4.5,39.0,"106-18 Northern Boulevard, Corona",40.7576157,-73.86215159999999,restaurant
3769,Pollo Campero,1.0,4.4,1268.0,"103-26 Roosevelt Avenue, Queens",40.74963,-73.86193999999999,restaurant
3772,Bangkok Cuisine Forest Hills,2.0,4.3,20.0,"10718 70th Road, Queens",40.72101070000001,-73.84528879999999,restaurant
3773,Chipotle Mexican Grill,1.0,3.8,819.0,"7030 Austin Street, Queens",40.72034290000001,-73.84593629999999,restaurant
3774,Jade Eatery And Lounge,2.0,4.1,690.0,"1 Station Square #2, Queens",40.7189633,-73.84519399999999,restaurant
3775,Tuscan Hills,2.0,4.3,379.0,"110-60 Queens Boulevard, New York",40.7189183,-73.8392439,restaurant
3776,Nine Thai by Thai Boulevard,2.0,2.6,101.0,"110-70 Queens Boulevard, Forest Hills",40.718918,-73.83914299999999,restaurant
3777,TGI Fridays,2.0,3.9,1900.0,"7000 Austin Street, Queens",40.720876,-73.847353,restaurant
3778,Agora Taverna,2.0,4.1,586.0,"70 09 Austin Street, Queens",40.721023,-73.8466183,restaurant
3779,Cabana,2.0,4.4,1834.0,"107-10 70th Road, Queens",40.7208253,-73.8454268,restaurant
3780,5 Burro Cafe,2.0,4.4,1960.0,"72-05 Austin Street, Queens",40.719346,-73.8423629,restaurant
3782,Portofino Ristorante,2.0,4.2,1001.0,"109-32 Ascan Avenue, Queens",40.7191256,-73.8398387,restaurant
3783,Forest Hills Station House,2.0,4.5,1601.0,"106-11 71st Avenue, Queens",40.71994219999999,-73.8451058,restaurant
3784,Nick's Pizza,2.0,4.4,917.0,"108-26 Ascan Avenue, Queens",40.71797,-73.84048,restaurant
3785,Tap House,2.0,4.4,308.0,"7207 Austin Street, Queens",40.719334,-73.84224950000001,restaurant
3786,MoCA Asian Bistro,2.0,4.3,760.0,"107-18 70th Road, Queens",40.72101070000001,-73.84528879999999,restaurant
3787,(aged.),3.0,3.9,1073.0,"10702 70th Road, Queens",40.7207118,-73.8455924,restaurant
3788,McDonald's,1.0,3.9,1023.0,"106-15 71st Avenue, Queens",40.719994,-73.8451,restaurant
3789,Narita,2.0,4.3,366.0,"107-08 70th Road, Queens",40.7207557,-73.8454995,restaurant
3790,Boston Market,1.0,3.9,491.0,"106-24 71st Avenue, Queens",40.7200377,-73.8446771,restaurant
3813,Pier 76,2.0,4.4,665.0,"76 Bay Street #2511, Staten Island",40.6401217,-74.0758298,restaurant
3815,Enoteca Maria,2.0,4.6,518.0,"27 Hyatt Street, Staten Island",40.6420631,-74.0773315,restaurant
3816,Beso,2.0,4.5,1238.0,"70 Bay Street, Staten Island",40.64023410000001,-74.07583319999999,restaurant
3817,Steiny's Pub,1.0,4.4,352.0,"3 Hyatt Street, Staten Island",40.6422871,-74.0767305,restaurant
3819,Cinderellas Mexican Restaurant,2.0,4.1,168.0,"108 Victory Boulevard, Staten Island",40.6374952,-74.0799035,restaurant
3821,The Burrito Shoppe,1.0,4.5,271.0,"100 Stuyvesant Place, Staten Island",40.64387069999999,-74.0777821,restaurant
3822,Chang Noi Thai,1.0,4.4,335.0,"100 Stuyvesant Place, Staten Island",40.643646,-74.077584,restaurant
3823,Kennedy Fried Chicken,1.0,3.7,67.0,"39 Victory Boulevard, Staten Island",40.63795719999999,-74.0766995,restaurant
3824,Craft House,2.0,4.5,377.0,"60 Van Duzer Street, Staten Island",40.6364411,-74.0774436,restaurant
3825,M & K,1.0,4.2,258.0,"190 Bay Street, Staten Island",40.6374591,-74.0769797,restaurant
3827,D & B Chinese Double,1.0,4.0,160.0,"74A Westervelt Avenue, Staten Island",40.6458155,-74.0862039,restaurant
3828,"Tony's Pizzeria in St George, Victory Blvd & Corson Ave",,4.1,28.0,"97 Victory Boulevard, Staten Island",40.6378698,-74.0799378,restaurant
3830,Chef Hong Kitchen,1.0,4.0,179.0,"55 Victory Boulevard, Staten Island",40.638093,-74.0776009,restaurant
3892,Frank's Bay Pizza,1.0,4.2,325.0,"117 Broad Street, Staten Island",40.62481699999999,-74.07938100000001,restaurant
3893,The Coupe,2.0,4.7,162.0,"379 Van Duzer Street, Staten Island",40.6287528,-74.0797343,restaurant
3894,Mexico Azteca,,4.4,156.0,"33 Broad Street, Staten Island",40.62566709999999,-74.076438,restaurant
3895,Campo Bello,2.0,4.1,807.0,"1 Tompkins Avenue, Staten Island",40.62447389999999,-74.0793504,restaurant
3896,Bari's Pizza Pasta,1.0,4.3,388.0,"596 Bay Street, Staten Island",40.6272621,-74.0762324,restaurant
