,Name,Reviews,Rating,Price,Distance (m),Latitude,Longitude,Address,Borough,Zipcode,Category
2919,Bubby's Tribeca,1734,3.5,$$,276.02786425079887,40.7198118,-74.0083092,120 Hudson St,New York,10013,restaurant
2920,City Vineyard,1120,4.0,$$,171.4285936494787,40.7205582,-74.0118093,233 West St,New York,10013,restaurant
2921,Marc Forgione,1000,4.5,$$$,560.1398555276444,40.71647,-74.0095599,134 Reade St,New York,10013,restaurant
2922,Tamarind,1079,4.0,$$$,304.8026587648268,40.71909,-74.00892,99 Hudson St,New York,10013,restaurant
2923,The Greek,518,4.5,$$$,279.76256197724973,40.72403160851802,-74.01044800203925,452 Washington St,New York,10013,restaurant
2924,Nish Nush,787,4.5,$$,695.8778184123236,40.715688,-74.007695,88 Reade St,New York,10013,restaurant
2925,Sushi Azabu,475,4.0,$$$$,109.04313240174184,40.7222930324682,-74.0098838048935,428 Greenwich St,New York,10013,restaurant
2926,Zutto Japanese American Pub,980,4.0,$$,364.1623044346806,40.71847,-74.00903,77 Hudson St,New York,10013,restaurant
2927,Jane Restaurant,3437,4.0,$$,1094.0769514399096,40.7273779,-74.00025,100 W Houston St,New York,10012,restaurant
2928,Blue Ribbon Brasserie - SoHo,988,4.5,$$$,779.5143410358638,40.725456,-74.003027,97 Sullivan St,New York,10012,restaurant
2929,Breakroom,1677,4.5,$$,1052.492738831456,40.7166907225542,-73.9999440120647,83 Baxter St,New York,10013,restaurant
2930,Raku,761,4.5,$$,935.5191587146494,40.72728,-74.00252,48 Macdougal St,New York,10012,restaurant
2931,Brandy Library,656,4.0,$$$,332.8672092643579,40.720073,-74.007227,25 N Moore St,New York,10013,restaurant
2932,DOMODOMO - New York,1482,4.0,$$$,1050.9869134700998,40.7280299,-74.00167,140 W Houston St,New York,10012,restaurant
2933,Mamoun's Falafel,2551,4.0,$,1301.6074115831436,40.7302874,-74.0004383,119 MacDougal St,New York,10012,restaurant
2934,Saigon Shack,2619,4.0,$$,1242.0742045454328,40.72969,-74.000629,114 Macdougal St,New York,10012,restaurant
2935,Boqueria Soho,1209,4.0,$$,812.0769351035724,40.7249227818105,-74.00215536627918,171 Spring St,New York,10012,restaurant
2936,Wolfgang's Steakhouse,608,4.0,$$$$,98.2379105292207,40.7211087,-74.0098128,409 Greenwich St,New York,10013,restaurant
2937,Top Thai Greenwich,1796,4.5,$$,1321.1782606098764,40.729771,-73.999392,235 Sullivan St,New York,10012,restaurant
2938,Taureau,600,4.5,$$$,535.8037447545977,40.724511,-74.005701,558 Broome St,New York,10013,restaurant
2939,Pepolino Restaurant,608,4.0,$$$,496.0110478648845,40.720756,-74.004885,281 W Broadway,New York,10013,restaurant
2940,Taiyaki NYC,3235,4.5,$,204.44736132824605,40.71789,-73.9988,119 Baxter St,New York,10013,restaurant
2941,Prince Street Pizza,4624,4.5,$,479.4040424385277,40.72308755605564,-73.99453001177575,27 Prince St,New York,10012,restaurant
2942,Katz's Delicatessen,14361,4.0,$$,885.4785063478276,40.722237,-73.9875259,205 E Houston St,New York,10002,restaurant
2943,Lombardi's Pizza,6470,4.0,$$,290.58591295051974,40.7215934960083,-73.9955956044561,32 Spring St,New York,10012,restaurant
2944,Joe's Shanghai,6962,4.0,$$,410.4689988442183,40.7156608,-73.9967012,46 Bowery St,New York,10013,restaurant
2945,Wah Fung No 1,1893,4.5,$,319.5853414057898,40.71735,-73.99457,79 Chrystie St,New York,10002,restaurant
2946,Rubirosa,2827,4.5,$$,393.2662481441616,40.722766,-73.996233,235 Mulberry St,New York,10012,restaurant
2947,Banh Mi Saigon,1598,4.0,$,49.712704500381406,40.7192950325997,-73.9967160153442,198 Grand St,New York,10013,restaurant
2948,Gelso & Grand,1314,4.5,$$,29.70610830782091,40.71958,-73.99734,186 Grand St,New York,10013,restaurant
2949,Nyonya,2291,4.0,$$,45.306116682259805,40.719116974367,-73.9968322948353,199 Grand St,New York,10013,restaurant
2950,Balthazar,3446,4.0,$$$,382.0074765632441,40.7226892950401,-73.9982149184027,80 Spring St,New York,10012,restaurant
2951,Cafe Habana,3283,4.0,$$,486.473964397748,40.722998,-73.994171,17 Prince St,New York,10012,restaurant
2952,Breakroom,1677,4.5,$$,367.6968228292912,40.7166907225542,-73.9999440120647,83 Baxter St,New York,10013,restaurant
2953,Sweet Moment,1011,4.5,$$,185.96169785700312,40.71763,-73.99714,106 Mott St,New York,10013,restaurant
2954,Ruby's Cafe,1512,4.0,$$,344.1695433996333,40.7223288,-73.996326,219 Mulberry St,New York,10012,restaurant
2955,Paesano of Mulberry Street,1279,4.0,$$,86.43343960416279,40.718554,-73.997447,136 Mulberry St,New York,10013,restaurant
2956,Hometown Hotpot & BBQ,1422,4.0,$$$,34.899528880909884,40.71931,-73.99689,194 Grand St,New York,10013,restaurant
2957,Shu Jiao Fu Zhou,1121,4.5,$,488.42842177839,40.7174109,-73.9920876,295 Grand St,New York,10002,restaurant
2958,Jack's Wife Freda,2238,4.0,$$,312.92143262257025,40.7221323,-73.9975402,226 Lafayette St,New York,10012,restaurant
2959,Vanessa's Dumpling House,2796,4.0,$,482.3941804057419,40.71839,-73.9917399,118A Eldridge St,New York,10002,restaurant
2960,99 Favor Taste - New York,2076,4.0,$$$,445.1992175247868,40.7176199,-73.99249,285 Grand St,New York,10002,restaurant
2961,Da Gennaro,1215,4.0,$$$,120.03894167167796,40.71832,-73.99794,129 Mulberry St,New York,10013,restaurant
2962,5ive Spice,613,4.5,$$,378.7948071343377,40.722598,-73.996272,227 Mulberry St,New York,10012,restaurant
2963,Shanghai 21,1900,4.0,$$,565.7462377347049,40.71441,-73.99902,21 Mott St,New York,10013,restaurant
2964,Despaña Fine Foods & Tapas Cafe,594,4.5,$$,201.6721632256631,40.721094,-73.9978255,408 Broome St,New York,10013,restaurant
2965,Prince Street Pizza,4624,4.5,$,525.9934925222752,40.72308755605564,-73.99453001177575,27 Prince St,New York,10012,restaurant
2966,Rubirosa,2827,4.5,$$,378.3706467145079,40.722766,-73.996233,235 Mulberry St,New York,10012,restaurant
2967,Taiyaki NYC,3235,4.5,$,497.5345870488667,40.71789,-73.9988,119 Baxter St,New York,10013,restaurant
2968,Balthazar,3446,4.0,$$$,213.3093501467881,40.7226892950401,-73.9982149184027,80 Spring St,New York,10012,restaurant
2969,Lombardi's Pizza,6470,4.0,$$,431.5325392469504,40.7215934960083,-73.9955956044561,32 Spring St,New York,10012,restaurant
2970,Joe's Shanghai,6962,4.0,$$,798.2642646188408,40.7156608,-73.9967012,46 Bowery St,New York,10013,restaurant
2971,Cafe Habana,3283,4.0,$$,554.0071746014182,40.722998,-73.994171,17 Prince St,New York,10012,restaurant
2972,La Sirène-Soho,1694,4.5,$$$,489.9336477620269,40.7243642217227,-74.005708694458,558 Broome St,New York,10013,restaurant
2973,Ruby's Cafe,1512,4.0,$$,365.3118073154654,40.7223288,-73.996326,219 Mulberry St,New York,10012,restaurant
2974,Wah Fung No 1,1893,4.5,$,744.3003888910148,40.71735,-73.99457,79 Chrystie St,New York,10002,restaurant
2975,Jane Restaurant,3437,4.0,$$,578.568157312926,40.7273779,-74.00025,100 W Houston St,New York,10012,restaurant
2976,Jack's Wife Freda,2238,4.0,$$,262.69536505654906,40.7221323,-73.9975402,226 Lafayette St,New York,10012,restaurant
2977,Banh Mi Saigon,1598,4.0,$,462.02858633475415,40.7192950325997,-73.9967160153442,198 Grand St,New York,10013,restaurant
2978,Gelso & Grand,1314,4.5,$$,401.1378390216029,40.71958,-73.99734,186 Grand St,New York,10013,restaurant
2979,5ive Spice,613,4.5,$$,376.6033112694042,40.722598,-73.996272,227 Mulberry St,New York,10012,restaurant
2980,BoCaphe,1725,4.0,$$,259.0435516877397,40.722062,-73.997587,222 Lafayette St,New York,10012,restaurant
2981,Breakroom,1677,4.5,$$,613.7519712481273,40.7166907225542,-73.9999440120647,83 Baxter St,New York,10013,restaurant
2982,Nyonya,2291,4.0,$$,470.0097542639061,40.719116974367,-73.9968322948353,199 Grand St,New York,10013,restaurant
2983,Lure Fishbar,1853,4.0,$$$,322.01182901996486,40.724612166991,-73.998574708004,142 Mercer St,New York,10012,restaurant
2984,Osteria Morini,1267,4.0,$$$,255.33254191685927,40.7219179851303,-73.9976472073402,218 Lafayette St,New York,10012,restaurant
2985,Boqueria Soho,1209,4.0,$$,329.70455374459414,40.7249227818105,-74.00215536627918,171 Spring St,New York,10012,restaurant
2986,Blue Ribbon Brasserie - SoHo,988,4.5,$$$,415.0713824726237,40.725456,-74.003027,97 Sullivan St,New York,10012,restaurant
2987,Top Thai Greenwich,1796,4.5,$$,850.6869803057929,40.729771,-73.999392,235 Sullivan St,New York,10012,restaurant
2988,Despaña Fine Foods & Tapas Cafe,594,4.5,$$,267.6037166549085,40.721094,-73.9978255,408 Broome St,New York,10013,restaurant
2989,DOMODOMO - New York,1482,4.0,$$$,653.2239085647824,40.7280299,-74.00167,140 W Houston St,New York,10012,restaurant
2990,L'Artusi,2166,4.5,$$$,120.28931266425272,40.73372,-74.00513,228 W 10th St,New York,10014,restaurant
2991,Olio e Più,3812,4.5,$$,544.3693252999735,40.733798036104304,-73.99977392649927,3 Greenwich Ave,New York,10014,restaurant
2992,Boucherie West Village,2143,4.5,$$$,317.30263159214803,40.733063,-74.0028772,99 7th Ave S,New York,10014,restaurant
2993,Los Tacos No.1,3594,4.5,$$,869.8226054094318,40.7422546402357,-74.0059581,75 9th Ave,New York,10011,restaurant
2994,Bleecker Street Pizza,2754,4.0,$,340.37962827854864,40.7320627016512,-74.0036552270137,69 7th Ave S,New York,10014,restaurant
2995,Sushi Nakazawa,1641,4.5,$$$$,328.89782326277583,40.7317465228689,-74.0045493828034,23 Commerce St,New York,10014,restaurant
2996,John's of Bleecker Street,2439,4.0,$$,388.6249559112814,40.73158,-74.00332,278 Bleecker St,New York,10014,restaurant
2997,taïm mediterranean kitchen - West Village,1568,4.5,$$,396.1161232174916,40.736002376347,-74.0019588366439,222 Waverly Pl,New York,10014,restaurant
2998,Amélie,2862,4.5,$$$,743.1765654846994,40.7327,-73.99766,22 W 8th St,New York,10011,restaurant
2999,Buvette,2031,4.0,$$,246.71945072882588,40.732704,-74.00434640955953,42 Grove St,New York,10014,restaurant
3000,Joe's Pizza,2915,4.0,$,544.4310869082612,40.73060076,-74.00215997,7 Carmine St,New York,10014,restaurant
3001,Little Owl,1408,4.0,$$,237.4685759041093,40.73240001181511,-74.00532068435112,90 Bedford St,New York,10014,restaurant
3002,Buddakan,4421,4.0,$$$$,879.7421127540085,40.7422762672197,-74.0048000961542,75 9th Ave,New York,10011,restaurant
3003,Mamoun's Falafel,2551,4.0,$,671.1227039694124,40.7302874,-74.0004383,119 MacDougal St,New York,10012,restaurant
3004,Employees Only,1571,4.0,$$$,110.81654006805653,40.73343,-74.00617,510 Hudson St,New York,10014,restaurant
3005,JeJu Noodle Bar,841,4.5,$$,180.38919078519544,40.73304,-74.00734,679 Greenwich St,New York,10014,restaurant
3006,Malatesta Trattoria,1332,4.0,$$,259.39540601522486,40.73285,-74.00847,649 Washington St,New York,10014,restaurant
3007,Saigon Shack,2619,4.0,$$,704.9997641041242,40.72969,-74.000629,114 Macdougal St,New York,10012,restaurant
3008,Top Thai Greenwich,1796,4.5,$$,770.8837460208692,40.729771,-73.999392,235 Sullivan St,New York,10012,restaurant
3009,Faicco's Italian Specialties,636,4.5,$$,449.66609255698273,40.73113,-74.00306,260 Bleecker St,New York,10014,restaurant
3010,Taco Mahal,761,4.5,$$,333.32905338401133,40.73235768476899,-74.00332645767203,73 7th Ave S,New York,10014,restaurant
3011,Minetta Tavern,2371,4.0,$$$,680.4608058648485,40.7300047976758,-74.0006073834151,113 Macdougal St,New York,10012,restaurant
3012,Babbo,2559,4.0,$$$$,628.3438068112441,40.732283,-73.999284,110 Waverly Pl,New York,10011,restaurant
3013,La Lanterna Di Vittorio,1608,4.0,$$,655.7215494668008,40.73069,-74.00015,129 MacDougal St,New York,10012,restaurant
3014,Flip Sigi,926,4.0,$$,346.58344828785255,40.7344965,-74.0020674,131 7th Ave S,New York,10014,restaurant
3015,saiguette,693,4.5,$$,231.26696473520727,40.79902,-73.96281,935 Columbus Ave Flr Grd,Manhattan,10025,restaurant
3016,Thai Market,1082,4.0,$$,457.14049270955394,40.80132,-73.96529,960 Amsterdam Ave,New York,10025,restaurant
3017,Doaba Deli,244,4.5,$,283.1711627248927,40.7994,-73.9624,945 Columbus Ave,New York,10025,restaurant
3018,Arco Cafe,329,4.5,$$,293.502450496734,40.7988462,-73.967065,886 Amsterdam Ave,New York,10025,restaurant
3019,The Calaveras,203,4.5,$$,297.4450530535906,40.79956,-73.96241,949 Columbus Ave,New York,10025,restaurant
3020,The Tang - Upper West Side,276,4.5,$$,345.02109656552057,40.80006,-73.96639,920 Amsterdam Ave,New York,10025,restaurant
3021,Freda's Caribbean & Soul Cuisine,619,4.0,$$,472.096280635219,40.80095,-73.96141,993 Columbus Ave,New York,10025,restaurant
3022,Seasoned Vegan,1233,4.0,$$,1038.8813287584646,40.800664,-73.952757,55 Saint Nicholas Ave,New York,10026,restaurant
3023,Flor de Mayo,628,4.0,$$,480.53074770333177,40.797859,-73.969948,2651 Broadway,New York,10025,restaurant
3024,Melba's Restaurant,1585,4.0,$$,915.1611156485692,40.8031468838453,-73.9565069228411,300 W 114th St,New York,10026,restaurant
3025,Awash Ethiopian Restaurant,523,4.0,$$,376.9644218353,40.800641,-73.965098,947 Amsterdam Ave,New York,10025,restaurant
3026,Osteria 106,191,4.5,$$,291.9710226032561,40.79894,-73.96174,53 W 106 St,New York,10025,restaurant
3027,BLVD Bistro,1243,4.0,$$,1063.7606965146322,40.80438,-73.9558,2149 Frederick Douglass Blvd,New York,10026,restaurant
3028,Banh,177,4.5,$$,413.7508740495485,40.80085,-73.96562,942 Amsterdam Ave,New York,10025,restaurant
3029,Hungarian Pastry Shop,792,4.0,$$,695.8566950308242,40.8035799,-73.96365,1030 Amsterdam Ave,New York,10025,restaurant
3030,Carmine's Italian Restaurant - Upper West Side,1652,4.0,$$$,1056.569365962827,40.791077,-73.973763,2450 Broadway,New York,10024,restaurant
3031,Lido,1149,4.0,$$,1167.0339732388568,40.8049797781916,-73.9548260014624,2168 Frederick Douglass Blvd,New York,10026,restaurant
3032,Nobody Told Me,201,4.5,$$,396.5382207545328,40.80080637932642,-73.96519384340974,951 Amsterdam Ave,New York,10025,restaurant
3033,Crepes on Columbus,595,3.5,$$,464.8588279111573,40.80104,-73.96178,990 Columbus Ave,New York,10025,restaurant
3034,Malaysia Grill,331,4.0,$$,375.3427648582936,40.79948,-73.96775,224 W 104th St,New York,10024,restaurant
3035,Sushi W,117,4.5,,448.73267557808856,40.79837,-73.96941,2673 Broadway,New York,10025,restaurant
3036,Ortomare Ristorante Pizzeria,116,4.5,$$,480.6615840193782,40.80124,-73.96161,994 Columbus Ave,New York,10025,restaurant
3037,Szechuan Garden,360,4.0,$$,452.8223708360293,40.80053,-73.967586,239 W 105th St,New York,10025,restaurant
3038,Pio Pio 6,795,3.5,$$,775.2236975664796,40.793007,-73.971535,702 Amsterdam Ave,New York,10025,restaurant
3039,Buchetta Brick Oven Pizza,220,4.0,$$,306.5891340296772,40.7987564,-73.9673846,201 W 103rd St,New York,10025,restaurant
3040,Pisticci,987,4.0,$$,768.1075458931953,40.8141624,-73.960288,125 La Salle St,New York,10027,restaurant
3041,BLVD Bistro,1243,4.0,$$,795.9233065989393,40.80438,-73.9558,2149 Frederick Douglass Blvd,New York,10026,restaurant
3042,Lido,1149,4.0,$$,833.9982959648811,40.8049797781916,-73.9548260014624,2168 Frederick Douglass Blvd,New York,10026,restaurant
3043,Community Food & Juice,960,3.5,$$,287.02209751233426,40.8057975769043,-73.9656753540039,2893 Broadway,New York,10025,restaurant
3044,Melba's Restaurant,1585,4.0,$$,822.9587687638575,40.8031468838453,-73.9565069228411,300 W 114th St,New York,10026,restaurant
3045,Hungarian Pastry Shop,792,4.0,$$,493.7172427531899,40.8035799,-73.96365,1030 Amsterdam Ave,New York,10025,restaurant
3046,Thai Market,1082,4.0,$$,749.0477188540218,40.80132,-73.96529,960 Amsterdam Ave,New York,10025,restaurant
3047,LoLo's Seafood Shack,810,4.0,$$,774.8238979880578,40.80486,-73.95567,303 W 116th St,New York,10026,restaurant
3048,saiguette,693,4.5,$$,1003.116041050463,40.79902,-73.96281,935 Columbus Ave Flr Grd,Manhattan,10025,restaurant
3049,Massawa,360,4.0,$$,487.25737499842654,40.8099,-73.95856,1239 Amsterdam Ave,New York,10027,restaurant
3050,Jin Ramen - West Harlem,1145,4.0,$$,936.8474404191782,40.8154774,-73.9587672,3183 Broadway,New York,10027,restaurant
3051,DIG,374,4.0,$$,297.1102331992828,40.8055649,-73.9653549,2884 Broadway,New York,10025,restaurant
3052,Seasoned Vegan,1233,4.0,$$,1242.381843398899,40.800664,-73.952757,55 Saint Nicholas Ave,New York,10026,restaurant
3053,Max Soha Restaurant,428,4.0,$$,607.1405362600673,40.811324216443104,-73.9581736,1274 Amsterdam Ave,New York,10027,restaurant
3054,Koronet Pizza,665,3.5,$,439.3685462651196,40.8044212,-73.96610978649716,2848 Broadway,New York,10025,restaurant
3055,Freda's Caribbean & Soul Cuisine,619,4.0,$$,818.1158975991303,40.80095,-73.96141,993 Columbus Ave,New York,10025,restaurant
3056,Junzi Kitchen,204,4.0,$$,271.7869631311935,40.8057641877461,-73.9652019005902,2896 Broadway,New York,10025,restaurant
3057,Roti Roll Bombay Frankie,403,4.0,$,600.9553900174282,40.8026,-73.96437,994 Amsterdam Ave,New York,10025,restaurant
3058,Milano Market Westside,282,4.0,$$,276.28346362359974,40.8056679,-73.965275,2892 Broadway,New York,10025,restaurant
3059,Mel's Burger Bar,785,3.5,$$,436.0371969347676,40.80443,-73.96618,2850 Broadway,New York,10025,restaurant
3060,Tartina,315,4.0,$$,481.8075204926252,40.8035073,-73.9636591,1034 Amsterdam Ave,New York,10025,restaurant
3061,Doaba Deli,244,4.5,$,964.3928241087158,40.7994,-73.9624,945 Columbus Ave,New York,10025,restaurant
3062,Awash Ethiopian Restaurant,523,4.0,$$,824.4812959533779,40.800641,-73.965098,947 Amsterdam Ave,New York,10025,restaurant
3063,Vinatería,587,4.0,$$,844.1510106047443,40.80668,-73.95395,2211 Frederick Douglass Blvd,Harlem,10026,restaurant
3064,Harlem Tavern,1380,3.5,$$,796.6889148451911,40.8046999,-73.95558,2153 Frederick Douglass Blvd,New York,10026,restaurant
3065,Gramercy Tavern,3234,4.5,$$$$,621.3387062170385,40.73844,-73.98825,42 E 20th St,New York,10003,restaurant
3066,Thai Villa,4385,4.5,$$,807.6588312142995,40.73902,-73.99065,5 E 19th St,New York,10003,restaurant
3067,LoveMama,6261,4.5,$$,855.6539189500023,40.73040872251208,-73.98612673033213,174 2nd Ave,New York,10003,restaurant
3068,Shake Shack,5785,4.0,$$,752.9091539010512,40.741655992037614,-73.9881159253552,23rd St & Madison Ave,New York,10010,restaurant
3069,Eleven Madison Park,2348,4.5,$$$$,699.7451696016925,40.7416907417333,-73.9872074872255,11 Madison Ave,New York,10010,restaurant
3070,Ippudo NY,10458,4.0,$$,1021.3077084728312,40.73092,-73.99015,65 4th Ave,New York,10003,restaurant
3071,ABC Kitchen,3136,4.0,$$$,698.3668723420881,40.73775008339078,-73.98963413652181,35 E 18th St,New York,10003,restaurant
3072,Artichoke Basille's Pizza,4141,4.0,$,605.5542999119598,40.7321124557704,-73.9839056828882,321 E 14th St,New York,10003,restaurant
3073,Boucherie Union Square,1246,4.5,$$$,577.104203333657,40.73725824850519,-73.9882252705524,225 Park Ave S,New York,10003,restaurant
3074,Awesum Dimsum,498,4.5,$$,266.2281568168781,40.7388534,-73.98367370212858,160 E 23rd St,New York,10010,restaurant
3075,Eataly NYC Flatiron,5983,4.0,$$,897.3155935322499,40.74200824886595,-73.98993910744127,200 5th Ave,New York,10010,restaurant
3076,Scarpetta,2177,4.0,$$$,886.2206111996009,40.744509,-73.9856,88 Madison Ave,New York,10016,restaurant
3077,Max Brenner - New York,4973,3.5,$$,878.7048267995254,40.7342670594805,-73.9910549187747,841 Broadway,New York,10003,restaurant
3078,Union Square Cafe,1320,4.0,$$$,551.2057071191092,40.737772,-73.987876,101 E 19th St,New York,10003,restaurant
3079,Soothr,761,4.5,$$,741.9661097602408,40.732259,-73.987363,204 E 13th St,New York,10003,restaurant
3080,Ess-A-Bagel,945,4.0,$,344.6522539218898,40.7342019611776,-73.9801854769702,324 1st Ave,New York,10009,restaurant
3081,Barn Joo,1824,4.0,$$,793.5535813816692,40.73684,-73.99069,35 Union Sq W,New York,10003,restaurant
3082,Breads Bakery,1147,4.5,$,881.5238359301666,40.73669476768429,-73.99181655992645,18 E 16th St,New York,10003,restaurant
3083,Tsurutontan Udon Noodle Brasserie,2210,4.0,$$,833.8170725054742,40.73678,-73.9910699,21 E 16th St,New York,10003,restaurant
3084,Upland,1165,4.0,$$$,588.7029492224176,40.7418912,-73.9846396,345 Park Ave S,New York,10010,restaurant
3085,Craft,1065,4.0,$$$$,622.3350692822992,40.73818,-73.98866,43 E 19th St,New York,10003,restaurant
3086,POSTO NYCThinCrust Pizza,656,4.0,$$,291.19701826540813,40.73483,-73.98282,310 2nd Ave,New York,10003,restaurant
3087,Tara Rose,565,4.5,$$,510.0619041182927,40.74179566099217,-73.9812332883433,384 3rd Ave,New York,10016,restaurant
3088,Patrizia's Pizza and Pasta,747,4.0,$$,356.47776574191766,40.7398415,-73.9792862,462-466 2nd Ave,New York,10016,restaurant
3089,The Bluebell Cafe,656,4.0,$$,193.39848128749225,40.73845,-73.98321,293 3rd Ave,New York,10010,restaurant
3090,La Parisienne,765,4.5,$$,685.1965217155956,40.70961,-74.0093799,9 Maiden Ln,New York,10038,restaurant
3091,L'Appart,130,5.0,$$$$,117.73371510500743,40.712708,-74.015919,225 Liberty St,New York,10281,restaurant
3092,Pisillo Italian Panini,695,4.5,$$,796.5704023625242,40.710558,-74.007594,97 Nassau St,New York,10038,restaurant
3093,Shake Shack Battery Park City,973,4.0,$$,411.4485711367733,40.715283,-74.014799,215 Murray St,New York,10282,restaurant
3094,Luke's Lobster FiDi,1256,4.5,$$,961.4156249586108,40.7046213003984,-74.0107793876969,26 S William St,New York,10004,restaurant
3095,Marc Forgione,1000,4.5,$$$,805.7556333153269,40.71647,-74.0095599,134 Reade St,New York,10013,restaurant
3096,Jungsik,721,4.5,$$$$,1007.1861083330368,40.7188032533572,-74.0090829725856,2 Harrison St,New York,10013,restaurant
3097,Takahachi Bakery,992,4.0,$$,736.1064758684696,40.71373,-74.00843,25 Murray St,New York,10007,restaurant
3098,Nish Nush,787,4.5,$$,878.8229049919926,40.715688,-74.007695,88 Reade St,New York,10013,restaurant
3099,Tartinery Hudson Eats,381,4.0,$$,94.8214168657794,40.712338,-74.01588,225 Liberty St,New York,10281,restaurant
3100,Manhatta,543,4.5,$$$$,802.3477037657624,40.70800627689857,-74.00888226517013,28 Liberty St,New York,10005,restaurant
3101,Eataly NYC Downtown,1159,3.5,$$,499.52733907269845,40.709716,-74.011714,101 Liberty St,New York,10006,restaurant
3102,Adrienne's Pizzabar,1806,4.0,$$,1015.8374160753034,40.7043362,-74.0101733,54 Stone St,New York,10004,restaurant
3103,Sauce & Barrel,545,4.0,$$,475.23794972987736,40.707999,-74.0142651,97 Washington St,New York,10006,restaurant
3104,Los Tacos No. 1,349,4.5,$$,738.4298007555543,40.714282,-74.008675,136 Church St,New York,10007,restaurant
3105,Locanda Verde,1799,4.0,$$$,1052.8733437664937,40.7198601300801,-74.010039072422,377 Greenwich St,New York,10013,restaurant
3106,Blue Smoke,718,3.5,$$,327.7763715062038,40.71465104736801,-74.01536738406452,255 Vesey St,New York,10282,restaurant
3107,The Capital Grille,650,4.0,$$$,702.4362416654895,40.70811739982277,-74.01022643450419,120 Broadway,New York,10271,restaurant
3108,O'Hara's Restaurant and Pub,548,4.0,$$,483.54163175404864,40.7093473589949,-74.0122557367896,120 Cedar St,New York,10006,restaurant
3109,1803 Nyc,725,4.0,$$,907.9736340141066,40.715498,-74.007178,82 Reade St,New York,10007,restaurant
3110,Da Claudio,591,4.0,$$,797.735120371032,40.71087,-74.00753,21 Ann St,New York,10038,restaurant
3111,El Vez,759,3.5,$$,328.65142510556706,40.7147356376792,-74.015635,259 Vesey St,New York,10282,restaurant
3112,Clinton Hall - FiDi,751,3.5,$$,465.4875534367051,40.70803,-74.014869,90 Washington St,New York,10006,restaurant
3113,Kuu Ramen,780,4.0,$$,719.2153183023759,40.7096786,-74.0089569,20 John St,New York,10038,restaurant
3114,Nish Nush,366,4.5,$$,801.290391439324,40.7093241238432,-74.00800699314742,41 John St,New York,10038,restaurant
3115,Luke's Lobster FiDi,1256,4.5,$$,276.57562438010035,40.7046213003984,-74.0107793876969,26 S William St,New York,10004,restaurant
3116,La Parisienne,765,4.5,$$,301.4687245059358,40.70961,-74.0093799,9 Maiden Ln,New York,10038,restaurant
3117,Adrienne's Pizzabar,1806,4.0,$$,310.89072537785245,40.7043362,-74.0101733,54 Stone St,New York,10004,restaurant
3118,Manhatta,543,4.5,$$$$,180.5229045183047,40.70800627689857,-74.00888226517013,28 Liberty St,New York,10005,restaurant
3119,Pisillo Italian Panini,695,4.5,$$,462.8890476300929,40.710558,-74.007594,97 Nassau St,New York,10038,restaurant
3120,Kesté Pizza & Vino,1538,4.0,$$,541.2691695352443,40.7093947,-74.0048977,66 Gold S,New York,10038,restaurant
3121,The Capital Grille,650,4.0,$$$,118.27703612754,40.70811739982277,-74.01022643450419,120 Broadway,New York,10271,restaurant
3122,Harry's,780,4.0,$$$,287.1017074954556,40.704512,-74.009834,1 Hanover Sq,New York,10004,restaurant
3123,Hole In The Wall,725,4.0,$$,435.6530392277903,40.70838968823975,-74.00578177901109,15 Cliff St,New York,10038,restaurant
3124,Crown Shy,476,4.0,$$$$,252.96618585672005,40.7063449,-74.0076944,70 Pine St,New York,10005,restaurant
3125,Nish Nush,366,4.5,$$,333.1440615006473,40.7093241238432,-74.00800699314742,41 John St,New York,10038,restaurant
3126,Eataly NYC Downtown,1159,3.5,$$,303.2602529047948,40.709716,-74.011714,101 Liberty St,New York,10006,restaurant
3127,Antica Ristorante,536,4.5,$$$,374.866285931157,40.7039355145338,-74.0121731758117,8 Stone St,New York,10004,restaurant
3128,Kuu Ramen,780,4.0,$$,322.9146939104241,40.7096786,-74.0089569,20 John St,New York,10038,restaurant
3129,Takahachi Bakery,992,4.0,$$,760.8401346849585,40.71373,-74.00843,25 Murray St,New York,10007,restaurant
3130,Da Claudio,591,4.0,$$,500.12069482492666,40.71087,-74.00753,21 Ann St,New York,10038,restaurant
3131,Fishmarket Restaurant,619,4.5,$$,739.2583587984242,40.70717,-74.00192,111 South St,New York,10038,restaurant
3132,Sauce & Barrel,545,4.0,$$,328.3856986686809,40.707999,-74.0142651,97 Washington St,New York,10006,restaurant
3133,Nish Nush,787,4.5,$$,986.451916037952,40.715688,-74.007695,88 Reade St,New York,10013,restaurant
3134,O'Hara's Restaurant and Pub,548,4.0,$$,282.8803630589013,40.7093473589949,-74.0122557367896,120 Cedar St,New York,10006,restaurant
3135,Felice 15 Gold,434,4.0,$$$,310.29486420874485,40.70789,-74.00712,15 Gold St,New York,10038,restaurant
3136,Sam's Falafel,222,4.5,$,222.2460442260233,40.7090396819627,-74.0113380915443,Cedar St And Broadway,New York,10006,restaurant
3137,Fraunces Tavern,1036,3.5,$$,418.3703861401385,40.70344,-74.01135,54 Pearl St,New York,10004,restaurant
3138,Shanghai 21,1900,4.0,$$,1272.905220212718,40.71441,-73.99902,21 Mott St,New York,10013,restaurant
3139,The Malt House,591,4.0,$$,301.4687245059358,40.709659,-74.009262,9 Maiden Ln,New York,10038,restaurant
