Distance (m),Name,Neighbourhood,Zipcode,Reviews,Rating,Price,Latitude,Longitude,Borough,Category
,Bedford PK Bl/Marion Av,Bronx Park and Fordham,10458,,,,40.868704,-73.884678,Bronx,transit_station
,Bainbridge Av/E Mosholu Py S,Bronx Park and Fordham,10458,,,,40.87207,-73.8826025,Bronx,transit_station
,Botanical Garden,Bronx Park and Fordham,10458,4,4.5,,40.866555,-73.883109,Bronx,transit_station
,Bainbridge Av/E Mosholu Py N,Bronx Park and Fordham,10467,,,,40.8729515,-73.8805505,Bronx,transit_station
,Bedford PK/Jerome Av,Bronx Park and Fordham,10468,,,,40.8736575,-73.8898545,Bronx,transit_station
,Webster Av/E 197 St,Bronx Park and Fordham,10458,,,,40.8653925,-73.886818,Bronx,transit_station
,Bedford Park Blvd/Bainbridge Ave,Bronx Park and Fordham,10458,4,4.3,,40.869938,-73.885391,Bronx,transit_station
,Bainbridge Ave/Bedford Park Blvd,Bronx Park and Fordham,10458,1,3,,40.870411,-73.885094,Bronx,transit_station
,Bedford Park Blvd/Briggs Ave,Bronx Park and Fordham,10458,4,4,,40.870781,-73.88607,Bronx,transit_station
,Bainbridge Av/E 201 St,Bronx Park and Fordham,10458,1,5,,40.871227,-73.884178,Bronx,transit_station
,Valentine Av/E 199 St,Bronx Park and Fordham,10458,1,5,,40.870678,-73.888077,Bronx,transit_station
,Bainbridge Av/E 204 St,Bronx Park and Fordham,10467,,,,40.8735355,-73.8794705,Bronx,transit_station
,Bedford Park Blvd/Grand Concourse,Bronx Park and Fordham,10458,2,2.5,,40.871658,-73.887535,Bronx,transit_station
,Bainbridge Av/E 198 St,Bronx Park and Fordham,10458,3,4.7,,40.868671,-73.887932,Bronx,transit_station
,Bainbridge Av/E Mosholu Pkwy S,Bronx Park and Fordham,10458,1,5,,40.87207,-73.882851,Bronx,transit_station
,Grand Concourse/Bedford Park Blvd,Bronx Park and Fordham,10468,,,,40.872086,-73.888252,Bronx,transit_station
,Bedford Park Blvd/Webster Ave,Bronx Park and Fordham,10458,4,4.3,,40.867672,-73.883812,Bronx,transit_station
,University Ave/Hall of Fame Terrace,Crotona and Tremont,10453,1,2,,40.856628,-73.91008,Bronx,transit_station
,University Ave/Burnside Ave,Crotona and Tremont,10453,5,4.4,,40.8546484,-73.9112261,Bronx,transit_station
,University Av/W 179 St,Crotona and Tremont,10453,1,5,,40.854549,-73.911743,Bronx,transit_station
,University Av/W 181 St,Crotona and Tremont,10453,2,3.5,,40.857758,-73.909317,Bronx,transit_station
,W Burnside Ave/Jerome Av,Crotona and Tremont,10453,1,5,,40.853916,-73.908066,Bronx,transit_station
,Jerome Ave/W Burnside Av,Crotona and Tremont,10453,3,4.3,,40.853966,-73.907288,Bronx,transit_station
,Jerome Ave/E Burnside Av,Crotona and Tremont,10453,3,5,,40.853638,-73.907478,Bronx,transit_station
,Burnside Avenue,Crotona and Tremont,10453,97,3.7,,40.853455,-73.907684,Bronx,transit_station
,E Burnside Ave/Jerome Av,Crotona and Tremont,10453,2,5,,40.853607,-73.906967,Bronx,transit_station
,W Burnside Av/Loring Pl S,Crotona and Tremont,10453,3,2.7,,40.853779,-73.914207,Bronx,transit_station
,W Tremont Av/University Av,Crotona and Tremont,10453,,,,40.8506775,-73.9154585,Bronx,transit_station
,Sedgwick Av/w Tremont Av,Crotona and Tremont,10453,,,,40.852879,-73.918476,Bronx,transit_station
,University Ave/W 175 St,Crotona and Tremont,10453,,,,40.847652,-73.919563,Bronx,transit_station
,University Av/W 174 St,Crotona and Tremont,10453,4,4.5,,40.846859,-73.920441,Bronx,transit_station
,University Av/W 176 St,Crotona and Tremont,10453,2,3.5,,40.848999,-73.917252,Bronx,transit_station
,Undercliff Av/W 176 St,Crotona and Tremont,10453,2,4.5,,40.849747,-73.921562,Bronx,transit_station
,Macombs Rd/Nelson Av,Crotona and Tremont,10453,1,2,,40.848537,-73.916306,Bronx,transit_station
,Undercliff Av/W 174 St,Crotona and Tremont,10453,2,3,,40.84758,-73.923248,Bronx,transit_station
,University Av/N of Washington Bridge,HighBridge and Morrisania,10452,2,3.5,,40.845711,-73.92189,Bronx,transit_station
,Macombs Rd/W 176 St,Crotona and Tremont,10453,,,,40.8493,-73.916008,Bronx,transit_station
,Sedgwick Av/W 174 St,Crotona and Tremont,10453,3,4.7,,40.8486235,-73.9236983,Bronx,transit_station
,University Av/Washington Bridge,Crotona and Tremont,10453,2,5,,40.845398,-73.9226,Bronx,transit_station
,Valentine Av & E Fordham Rd,Bronx Park and Fordham,10458,1,5,,40.862352,-73.895969,Bronx,transit_station
,Valentine Av/E 192 St,Bronx Park and Fordham,10458,,,,40.8640345,-73.894642,Bronx,transit_station
,Jerome Av/North St,Bronx Park and Fordham,10468,,,,40.859636,-73.903126,Bronx,transit_station
,Fordham Rd,Bronx Park and Fordham,10458,120,3.9,,40.8613635,-73.897716,Bronx,transit_station
,Grand Concourse/E 187 St,Bronx Park and Fordham,10458,,,,40.860535,-73.897888,Bronx,transit_station
,Grand Concourse/E Fordham Rd,Bronx Park and Fordham,10468,,,,40.861877,-73.897758,Bronx,transit_station
,Fordham Rd at Tiebout Ave,Bronx Park and Fordham,10458,1,5,,40.862061,-73.8952759,Bronx,transit_station
,E Fordham Rd/Valentine Av,Bronx Park and Fordham,10458,,,,40.862305,-73.895569,Bronx,transit_station
,E Fordham Rd/Valentine Ave,Bronx Park and Fordham,10458,1,5,,40.8624979,-73.8965268,Bronx,transit_station
,Fordham Rd @ Tiebout Ave,Bronx Park and Fordham,10458,1,3,,40.862221,-73.895227,Bronx,transit_station
,E Tremont Av/Southern Bl,Crotona and Tremont,10460,,,,40.842892,-73.88567,Bronx,transit_station
,E 180 St/Southern Bl,Crotona and Tremont,10460,,,,40.84605,-73.8846625,Bronx,transit_station
,Crotona Av/E Tremont Av,Crotona and Tremont,10457,,,,40.8454095,-73.891132,Bronx,transit_station
,E 180 St/Crotona Py,Crotona and Tremont,10460,,,,40.845747,-73.883976,Bronx,transit_station
,Crotona Av/E 176 St,Crotona and Tremont,10457,,,,40.843819,-73.892517,Bronx,transit_station
,Crotona Av/E 179 St,Crotona and Tremont,10457,,,,40.8467825,-73.8899725,Bronx,transit_station
,Crotona Av/E 175 St,Crotona and Tremont,10457,,,,40.842848,-73.893486,Bronx,transit_station
,E 180 St/Daly Av,Crotona and Tremont,10460,,,,40.844589,-73.8816685,Bronx,transit_station
,E 180 St/Crotona Av,Crotona and Tremont,10457,,,,40.848129,-73.888836,Bronx,transit_station
,E Tremont Av/Arthur Av,Crotona and Tremont,10457,,,,40.8462775,-73.893158,Bronx,transit_station
,E Tremont Av/Southern Blvd,Crotona and Tremont,10460,,,,40.842728,-73.88588,Bronx,transit_station
,Southern Blvd/E Tremont Av,Crotona and Tremont,10460,,,,40.843056,-73.88546,Bronx,transit_station
,E Tremont Av & Crotona Pky,Crotona and Tremont,10460,1,5,,40.8425508,-73.8851219,Bronx,transit_station
,E Tremont Ave/Prospect Av,Crotona and Tremont,10460,1,5,,40.844109,-73.888672,Bronx,transit_station
,Boston Rd/Southern Bl,Crotona and Tremont,10460,,,,40.837057,-73.888058,Bronx,transit_station
,Southern Blvd/E 176 St,Crotona and Tremont,10460,,,,40.84079,-73.88591,Bronx,transit_station
,Morris PK Av/E Tremont Av,Crotona and Tremont,10460,,,,40.83992,-73.8735885,Bronx,transit_station
,Boston Rd/Vyse Av,Crotona and Tremont,10460,,,,40.839319,-73.8841475,Bronx,transit_station
,E 174 St/Bronx River Av,Pelham and Throgs Neck,10472,,,,40.834305,-73.878956,Bronx,transit_station
,Devoe Av & Wyatt St,Crotona and Tremont,10460,1,5,,40.8396771,-73.8775239,Bronx,transit_station
,E Tremont Ave/E 177 St,Crotona and Tremont,10460,,,,40.839859,-73.878464,Bronx,transit_station
,E Tremont Ave/Devoe Av,Crotona and Tremont,10460,2,5,,40.8400923,-73.8771413,Bronx,transit_station
,E Tremont Av/E 177 St,Crotona and Tremont,10460,3,4,,40.839867,-73.878777,Bronx,transit_station
,West Farms Square East Tremont Avenue,Crotona and Tremont,10460,85,3.8,,40.8405859,-73.8796649,Bronx,transit_station
,Boston Rd/E 178 St,Crotona and Tremont,10460,,,,40.840916,-73.879478,Bronx,transit_station
,Boston Rd/E Tremont Av,Crotona and Tremont,10460,,,,40.840057,-73.88044,Bronx,transit_station
,E Tremont Av/Boston Rd,Crotona and Tremont,10460,1,3,,40.840214,-73.880753,Bronx,transit_station
,Devoe Av/Lebanon St,Crotona and Tremont,10460,,,,40.841866,-73.876144,Bronx,transit_station
,E Tremont Ave/Morris Park Ave,Crotona and Tremont,10460,2,3,,40.839909,-73.874168,Bronx,transit_station
,Boston Rd/E 180 St,Crotona and Tremont,10460,8,3.4,,40.842369,-73.878441,Bronx,transit_station
,E 174 St/Manor Av,Pelham and Throgs Neck,10472,,,,40.833799,-73.877182,Bronx,transit_station
,Ogden Av/w 167 St,HighBridge and Morrisania,10452,,,,40.8369465,-73.9271165,Bronx,transit_station
,Ogden Av/w 166 St,HighBridge and Morrisania,10452,,,,40.835596,-73.927887,Bronx,transit_station
,Ogden Av/w 168 St,HighBridge and Morrisania,10452,,,,40.838501,-73.9261935,Bronx,transit_station
,Ogden Av/w 165 St,HighBridge and Morrisania,10452,,,,40.8344202,-73.9285507,Bronx,transit_station
,Edward L Grant Hy/w 169 St,HighBridge and Morrisania,10452,,,,40.8383785,-73.921959,Bronx,transit_station
,Shakespeare Av/w 169 St,HighBridge and Morrisania,10452,1,5,,40.8392795,-73.9226265,Bronx,transit_station
,Ogden Av/w 164 St,HighBridge and Morrisania,10452,,,,40.832909,-73.9293895,Bronx,transit_station
,Ogden Av/w 162 St,HighBridge and Morrisania,10452,,,,40.8318235,-73.930008,Bronx,transit_station
,Ogden Av/W 167 St,HighBridge and Morrisania,10452,2,5,,40.836605,-73.927406,Bronx,transit_station
,Ogden Av/W 166 St,HighBridge and Morrisania,10452,,,,40.835476,-73.928055,Bronx,transit_station
,W 168 St/Ogden Ave,HighBridge and Morrisania,10452,,,,40.838543,-73.926331,Bronx,transit_station
,Ogden Av/W 168 St,HighBridge and Morrisania,10452,1,5,,40.838848,-73.925919,Bronx,transit_station
,W 168 St/Woodycrest Av,HighBridge and Morrisania,10452,,,,40.83831,-73.924149,Bronx,transit_station
,W 168 St/W 167 St,HighBridge and Morrisania,10452,,,,40.838722,-73.92804,Bronx,transit_station
,W 167 St/W 168 St,HighBridge and Morrisania,10452,,,,40.838829,-73.928123,Bronx,transit_station
,Westchester Av/St Anns Av,Hunts Point and Mott Haven,10455,,,,40.816013,-73.9119455,Bronx,transit_station
,3 Av/E 157 St,HighBridge and Morrisania,10451,2,2.5,,40.8211479,-73.9122977,Bronx,transit_station
,Westchester Av/E 156 St,Hunts Point and Mott Haven,10455,1,1,,40.817829,-73.905426,Bronx,transit_station
,Jackson Avenue Station,Hunts Point and Mott Haven,10455,54,3.9,,40.8162282,-73.9080135,Bronx,transit_station
,Westchester Av/Jackson Av,Hunts Point and Mott Haven,10455,,,,40.816162,-73.908318,Bronx,transit_station
,3 Av/E 153 St,Hunts Point and Mott Haven,10455,,,,40.818657,-73.914207,Bronx,transit_station
,Westchester Av/Tinton Av,HighBridge and Morrisania,10456,2,3,,40.818207,-73.9048,Bronx,transit_station
,St Ann's Ave/E 140 St,Hunts Point and Mott Haven,10454,1,4,,40.808258,-73.916397,Bronx,transit_station
,St Ann's Ave/E 141 St,Hunts Point and Mott Haven,10454,,,,40.808239,-73.916611,Bronx,transit_station
,Brook Av,Hunts Point and Mott Haven,10454,69,3.9,,40.8074603,-73.9192015,Bronx,transit_station
,E 138 St/Brook Av,Hunts Point and Mott Haven,10454,1,5,,40.807781,-73.919548,Bronx,transit_station
,St Ann's Ave/E 143 St,Hunts Point and Mott Haven,10454,,,,40.810516,-73.915154,Bronx,transit_station
,E 138 St/Jackson Av,Hunts Point and Mott Haven,10454,,,,40.8049355,-73.913021,Bronx,transit_station
,E 134 St/Willow Av,Hunts Point and Mott Haven,10454,,,,40.801651,-73.912987,Bronx,transit_station
,Walnut Av/E 133 St,Hunts Point and Mott Haven,10454,,,,40.799725,-73.911514,Bronx,transit_station
,Walnut Av/E 135 St,Hunts Point and Mott Haven,10454,1,5,,40.801258,-73.909973,Bronx,transit_station
,E 135 St/Cypress Ave,Hunts Point and Mott Haven,10454,,,,40.803722,-73.915619,Bronx,transit_station
,E 138 St/Willow Av,Hunts Point and Mott Haven,10454,1,5,,40.804016,-73.911057,Bronx,transit_station
,E 138 St/Bruckner Blvd,Hunts Point and Mott Haven,10454,,,,40.804398,-73.911461,Bronx,transit_station
,Cypress Av,Hunts Point and Mott Haven,10454,35,4,,40.8052426,-73.9137116,Bronx,transit_station
,E 138 St/Walnut Av,Hunts Point and Mott Haven,10454,,,,40.803085,-73.908691,Bronx,transit_station
,E 138 St/Cypress Av,Hunts Point and Mott Haven,10454,4,4.3,,40.805786,-73.914833,Bronx,transit_station
,E 138 St & St Anns Av,Hunts Point and Mott Haven,10454,,,,40.806726,-73.9172623,Bronx,transit_station
,E 135 St/St Ann's Av,Hunts Point and Mott Haven,10454,,,,40.804848,-73.918556,Bronx,transit_station
,St Anns Avenue & East 138 Street,Hunts Point and Mott Haven,10454,,,,40.8066394,-73.9175229,Bronx,transit_station
,E 138 St/St Ann's Ave,Hunts Point and Mott Haven,10454,1,1,,40.806828,-73.917305,Bronx,transit_station
,Southern Bl/E 156 St,Hunts Point and Mott Haven,10455,,,,40.814919,-73.8976635,Bronx,transit_station
,Southern Bl/Leggett Av,Hunts Point and Mott Haven,10455,,,,40.8135755,-73.899292,Bronx,transit_station
,Southern Bl/Tiffany St,Hunts Point and Mott Haven,10459,,,,40.81851,-73.893944,Bronx,transit_station
,Prospect Av/E 156 St,Hunts Point and Mott Haven,10455,,,,40.8173271,-73.902557,Bronx,transit_station
,Longwood Av,Hunts Point and Mott Haven,10455,31,3.9,,40.8163341,-73.8962431,Bronx,transit_station
,Southern Blvd/Longwood Av,Hunts Point and Mott Haven,10459,,,,40.816597,-73.895782,Bronx,transit_station
,Longwood Av/Southern Blvd,Hunts Point and Mott Haven,10459,2,4.5,,40.816582,-73.896461,Bronx,transit_station
,Southern Blvd/E 156 St,Hunts Point and Mott Haven,10455,1,5,,40.814751,-73.898026,Bronx,transit_station
,Longwood Av/Barry St,Hunts Point and Mott Haven,10474,,,,40.814442,-73.893265,Bronx,transit_station
,Longwood Av/Kelly St,Hunts Point and Mott Haven,10455,2,5,,40.817482,-73.898361,Bronx,transit_station
,Southern Blvd/Tiffany St,Hunts Point and Mott Haven,10459,,,,40.818542,-73.893761,Bronx,transit_station
,Longwood Av/Dawson St,Hunts Point and Mott Haven,10459,1,3,,40.818146,-73.899086,Bronx,transit_station
,Dumpsters by Danna,Hunts Point and Mott Haven,10474,11,3.5,,40.8074561,-73.8835663,Bronx,transit_station
,Viele Av/Faile St,Hunts Point and Mott Haven,10474,,,,40.8068125,-73.884655,Bronx,transit_station
,Halleck St/Hunts Point Ave,Hunts Point and Mott Haven,10474,,,,40.80965,-73.880501,Bronx,transit_station
,Halleck St/Food Center Dr,Hunts Point and Mott Haven,10474,,,,40.809868,-73.880264,Bronx,transit_station
,Viele Av/Whittier St,Hunts Point and Mott Haven,10474,,,,40.80714,-73.88192,Bronx,transit_station
,Vielle Av/Faile St,Hunts Point and Mott Haven,10474,,,,40.8069,-73.884834,Bronx,transit_station
,Viele Ave/One Lightning Pl,Hunts Point and Mott Haven,10474,,,,40.806702,-73.884682,Bronx,transit_station
,Halleck St/Viele Av,Hunts Point and Mott Haven,10474,,,,40.807667,-73.879997,Bronx,transit_station
,Tiffany St/Randall Av,Hunts Point and Mott Haven,10474,,,,40.8115405,-73.8905145,Bronx,transit_station
,Viele Av/Casanova St,Hunts Point and Mott Haven,10474,1,1,,40.806206,-73.888008,Bronx,transit_station
,Halleck St/Spofford Av,Hunts Point and Mott Haven,10474,,,,40.814629,-73.881821,Bronx,transit_station
,Spofford Av/Bryant Av,Hunts Point and Mott Haven,10474,,,,40.814613,-73.885139,Bronx,transit_station
,Tiffany St/Oak Point Av,Hunts Point and Mott Haven,10474,,,,40.809322,-73.890091,Bronx,transit_station
,Food Center Dr/Terminal,Hunts Point and Mott Haven,10474,1,5,,40.810089,-73.876457,Bronx,transit_station
,Prospect Av/E 165 St,Hunts Point and Mott Haven,10459,,,,40.8238545,-73.8998835,Bronx,transit_station
,E 163 St/Westchester Av,Hunts Point and Mott Haven,10459,,,,40.8210795,-73.898663,Bronx,transit_station
,Westchester Av/Intervale Av,Hunts Point and Mott Haven,10459,,,,40.822107,-73.8968735,Bronx,transit_station
,Boston Rd/E 165 St,HighBridge and Morrisania,10456,1,5,,40.825821,-73.9069785,Bronx,transit_station
,Tiffany St/Westchester Av,Hunts Point and Mott Haven,10459,,,,40.823139,-73.8948935,Bronx,transit_station
,Prospect Av/E 163 St,Hunts Point and Mott Haven,10459,2,5,,40.821793,-73.900864,Bronx,transit_station
,E 163 St/Prospect Av,Hunts Point and Mott Haven,10459,1,5,,40.82193,-73.900261,Bronx,transit_station
,Prospect Av/E 166 St,Hunts Point and Mott Haven,10459,,,,40.825558,-73.899048,Bronx,transit_station
,E 163 St/Trinity Av,HighBridge and Morrisania,10456,1,5,,40.823128,-73.905289,Bronx,transit_station
,Rosedale Av/Seward Av,Pelham and Throgs Neck,10473,,,,40.8187275,-73.8662035,Bronx,transit_station
,Rosedale Av/Bruckner Bl,Pelham and Throgs Neck,10473,,,,40.8246115,-73.867569,Bronx,transit_station
,Randall Av/Taylor Av,Pelham and Throgs Neck,10473,,,,40.817095,-73.862259,Bronx,transit_station
,Soundview Ave/Lafayette Av,Pelham and Throgs Neck,10473,3,2.3,,40.8211566,-73.8660457,Bronx,transit_station
,Rosedale Ave/Lafayette Av,Pelham and Throgs Neck,10473,1,3,,40.821232,-73.866684,Bronx,transit_station
,Story Av/Rosedale Av,Pelham and Throgs Neck,10473,3,3,,40.8232292,-73.8668609,Bronx,transit_station
,Rosedale Ave/Story Av,Pelham and Throgs Neck,10473,,,,40.823181,-73.867371,Bronx,transit_station
,Rosedale Ave/Seward Av,Pelham and Throgs Neck,10473,,,,40.818432,-73.866241,Bronx,transit_station
,Story Ave/Soundview Ave,Pelham and Throgs Neck,10473,,,,40.822975,-73.868065,Bronx,transit_station
,Story Av/Noble Av,Pelham and Throgs Neck,10473,,,,40.822842,-73.868301,Bronx,transit_station
,Randall AV/Rosedale Av,Pelham and Throgs Neck,10473,1,3,,40.8234771,-73.8671729,Bronx,transit_station
,Story Av/Taylor Av,Pelham and Throgs Neck,10473,2,4,,40.823593,-73.864052,Bronx,transit_station
,Rosedale Av/Bruckner Blvd,Pelham and Throgs Neck,10473,,,,40.824394,-73.867661,Bronx,transit_station
,Story Av/Thieriot Av,Pelham and Throgs Neck,10473,,,,40.823708,-73.862,Bronx,transit_station
,Story Av/Metcalf Av,Pelham and Throgs Neck,10473,,,,40.822582,-73.870461,Bronx,transit_station
,White Plains Rd/Lafayette Av,Pelham and Throgs Neck,10473,,,,40.821785,-73.8581545,Bronx,transit_station
,Soundview Av/Gildersleeve Av,Pelham and Throgs Neck,10473,,,,40.80933,-73.8552395,Bronx,transit_station
,White Plains Rd/Obrien Av,Pelham and Throgs Neck,10473,,,,40.81167,-73.855827,Bronx,transit_station
,Soundview Ave/Cornell Ave,Pelham and Throgs Neck,10473,1,2,,40.807545,-73.852341,Bronx,transit_station
,Soundview Ave/Stephens Ave,Pelham and Throgs Neck,10473,3,2.7,,40.807976,-73.852745,Bronx,transit_station
,Soundview Ave/Newman Av,Pelham and Throgs Neck,10473,2,4,,40.808311,-73.853737,Bronx,transit_station
,Soundview Ave/Guildersleeve Ave,Pelham and Throgs Neck,10473,2,3,,40.809536,-73.855301,Bronx,transit_station
,Soundview Ave/Gildersleeve Av,Pelham and Throgs Neck,10473,1,5,,40.809544,-73.855484,Bronx,transit_station
,Soundview Ave/Soundview Ferry,Pelham and Throgs Neck,10473,,,,40.80571,-73.848801,Bronx,transit_station
,Soundview,Pelham and Throgs Neck,10473,430,4.7,,40.8041862,-73.8486982,Bronx,transit_station
,Soundview Ave/O'Brien Ave,Pelham and Throgs Neck,10473,,,,40.811527,-73.856331,Bronx,transit_station
,White Plains Rd/O'Brien Ave,Pelham and Throgs Neck,10473,,,,40.811779,-73.855766,Bronx,transit_station
,Soundview Av/Patterson Av,Pelham and Throgs Neck,10473,,,,40.8135415,-73.857918,Bronx,transit_station
,Soundview Ave/Patterson Av,Pelham and Throgs Neck,10473,,,,40.813595,-73.857796,Bronx,transit_station
,White Plains Rd/Patterson Av,Pelham and Throgs Neck,10473,,,,40.813999,-73.85627,Bronx,transit_station
,Zerega Ave/Castle Hill Ave,Pelham and Throgs Neck,10473,,,,40.812847,-73.846146,Bronx,transit_station
,Harding Av/Calhoun Av,Pelham and Throgs Neck,10465,,,,40.8156585,-73.8175925,Bronx,transit_station
,Harding Av/Balcom Av,Pelham and Throgs Neck,10465,,,,40.8147775,-73.821758,Bronx,transit_station
,Pennyfield Av/Harding Av,Pelham and Throgs Neck,10465,,,,40.816864,-73.8092575,Bronx,transit_station
,Harding Ave/E Tremont Ave,Pelham and Throgs Neck,10465,,,,40.816063,-73.816216,Bronx,transit_station
,Harding Ave/E Tremont Av,Pelham and Throgs Neck,10465,,,,40.816109,-73.815094,Bronx,transit_station
,Harding Ave/Calhoun Av,Pelham and Throgs Neck,10465,,,,40.81567,-73.818115,Bronx,transit_station
,E Tremont Ave/Harding Av,Pelham and Throgs Neck,10465,,,,40.816528,-73.815712,Bronx,transit_station
,Schurz Av/Huntington Av,Pelham and Throgs Neck,10465,1,5,,40.814106,-73.820015,Bronx,transit_station
,Harding Av/Throgs Neck Blvd,Pelham and Throgs Neck,10465,,,,40.816494,-73.81176,Bronx,transit_station
,Harding Ave/Balcom Av,Pelham and Throgs Neck,10465,,,,40.81477,-73.821533,Bronx,transit_station
,Crosby Av/Coddington Av,Pelham and Throgs Neck,10461,,,,40.8406085,-73.8296665,Bronx,transit_station
,Kennellworth Pl/Spencer Dr,Pelham and Throgs Neck,10465,,,,40.843109,-73.822533,Bronx,transit_station
,Country Club Rd/McDonough Pl,Pelham and Throgs Neck,10465,2,1,,40.842747,-73.824997,Bronx,transit_station
,MacDonough Pl/Country Club Rd,Pelham and Throgs Neck,10465,,,,40.842606,-73.825073,Bronx,transit_station
,Bruckner Blvd/Middletown Rd,Pelham and Throgs Neck,10465,,,,40.845753,-73.825394,Bronx,transit_station
,Country Club Rd/Kearney Av,Pelham and Throgs Neck,10465,,,,40.84251,-73.824776,Bronx,transit_station
,Bruckner Blvd/Jarvis Av,Pelham and Throgs Neck,10461,1,5,,40.843197,-73.826279,Bronx,transit_station
,Jarvis Av/Bruckner Blvd,Pelham and Throgs Neck,10461,2,2,,40.843185,-73.826462,Bronx,transit_station
,Kennelworth Pl/Ampere Av,Pelham and Throgs Neck,10465,1,5,,40.845985,-73.82222,Bronx,transit_station
,Bruckner Blvd/Roberts Av,Pelham and Throgs Neck,10461,,,,40.846573,-73.826736,Bronx,transit_station
,Spencer Dr/Stadium Av,Pelham and Throgs Neck,10465,,,,40.842525,-73.820572,Bronx,transit_station
,Bruckner Blvd/Coddington Av,Pelham and Throgs Neck,10461,,,,40.841438,-73.826164,Bronx,transit_station
,Bruckner Blvd/Connell Pl,Pelham and Throgs Neck,10465,,,,40.841106,-73.825104,Bronx,transit_station
,Radio Dr/Griswold Av,Pelham and Throgs Neck,10465,,,,40.844208,-73.819382,Bronx,transit_station
,Spencer Dr/Reed Pl,Pelham and Throgs Neck,10465,,,,40.842197,-73.819565,Bronx,transit_station
,Research Ave/Ampere Av,Pelham and Throgs Neck,10465,,,,40.846081,-73.819206,Bronx,transit_station
,Crosby Av/Middletown Rd,Pelham and Throgs Neck,10461,,,,40.844212,-73.830414,Bronx,transit_station
,Aileen B Ryan Oval/Unionport Rd,Pelham and Throgs Neck,10462,,,,40.83785,-73.8592842,Bronx,transit_station
,Metropolitan Av/Purdy St,Pelham and Throgs Neck,10462,,,,40.840595,-73.8543055,Bronx,transit_station
,Unionport Rd/Metropolitan Av,Pelham and Throgs Neck,10462,,,,40.8389875,-73.8609315,Bronx,transit_station
,E Tremont Av/Purdy St,Pelham and Throgs Neck,10462,,,,40.8422295,-73.855431,Bronx,transit_station
,Westchester Av/Pugsley Av,Pelham and Throgs Neck,10462,,,,40.833534,-73.8577915,Bronx,transit_station
,Forward Bus Trans Inc,Pelham and Throgs Neck,10462,,,,40.8387078,-73.854918,Bronx,transit_station
,Starling Av/Unionport Rd,Pelham and Throgs Neck,10462,2,2,,40.836052,-73.855705,Bronx,transit_station
,Unionport Rd/Starling Av,Pelham and Throgs Neck,10462,1,5,,40.83604,-73.856323,Bronx,transit_station
,Metropolitan Av/Maple Dr,Pelham and Throgs Neck,10462,1,5,,40.839973,-73.857147,Bronx,transit_station
,Metropolitan Av/Red Oak Dr,Pelham and Throgs Neck,10462,,,,40.840137,-73.857384,Bronx,transit_station
,Aileen B Ryan Oval/Metropolitan Ave,Pelham and Throgs Neck,10462,2,4,,40.838707,-73.859451,Bronx,transit_station
,Starling Av/Purdy St,Pelham and Throgs Neck,10462,,,,40.836372,-73.853043,Bronx,transit_station
,Metropolitan Oval/Unionport Rd,Pelham and Throgs Neck,10462,2,4,,40.837719,-73.859703,Bronx,transit_station
,E Tremont Av/Westchester Av,Pelham and Throgs Neck,10461,,,,40.840742,-73.8422395,Bronx,transit_station
,Lane Av/E Tremont Av,Pelham and Throgs Neck,10461,,,,40.840935,-73.8429795,Bronx,transit_station
,Westchester Av/Benson Av,Pelham and Throgs Neck,10461,,,,40.840174,-73.8432045,Bronx,transit_station
,E Tremont Av/St Raymonds Av,Pelham and Throgs Neck,10461,,,,40.842697,-73.8458215,Bronx,transit_station
,Westchester Ave/E Tremont Av,Pelham and Throgs Neck,10461,2,2.5,,40.840748,-73.841988,Bronx,transit_station
,Westchester Av/Benson St,Pelham and Throgs Neck,10461,,,,40.840355,-73.842567,Bronx,transit_station
,E Tremont Ave/Westchester Av,Pelham and Throgs Neck,10461,,,,40.841015,-73.84243,Bronx,transit_station
,E Tremont Ave/Lane Ave,Pelham and Throgs Neck,10461,,,,40.840977,-73.84272,Bronx,transit_station
,Westchester Ave/Blondel Av,Pelham and Throgs Neck,10461,,,,40.840832,-73.841515,Bronx,transit_station
,E Tremont Ave/Lane Av,Pelham and Throgs Neck,10461,,,,40.841026,-73.842888,Bronx,transit_station
,Westchester Sq-E Tremont Av,Pelham and Throgs Neck,10461,54,3.8,,40.8401247,-73.8428258,Bronx,transit_station
,Tremont Ave/Lane Ave,Pelham and Throgs Neck,10461,,,,40.840305,-73.843185,Bronx,transit_station
,Lane Ave/E Tremont Ave,Pelham and Throgs Neck,10461,,,,40.840961,-73.843201,Bronx,transit_station
,Westchester Ave/Lane Av,Pelham and Throgs Neck,10461,,,,40.8400277,-73.842955,Bronx,transit_station
,Williamsbridge Rd/E Tremont Av,Pelham and Throgs Neck,10461,1,5,,40.842445,-73.844528,Bronx,transit_station
,Westchester Av/St Peters Av,Pelham and Throgs Neck,10461,1,5,,40.838696,-73.844551,Bronx,transit_station
,Morris PK Av/White Plains Rd,Pelham and Throgs Neck,10462,,,,40.8452205,-73.8661235,Bronx,transit_station
,Morris PK Av/Barnes Av,Pelham and Throgs Neck,10462,,,,40.845955,-73.8625795,Bronx,transit_station
,White Plains Rd/Rhinelander Av,Pelham and Throgs Neck,10462,,,,40.8475055,-73.866947,Bronx,transit_station
,White Plains Rd/Van Nest Av,Pelham and Throgs Neck,10462,,,,40.844059,-73.86557,Bronx,transit_station
