Distance (m),Name,Neighbourhood,Zipcode,Reviews,Rating,Price,Latitude,Longitude,Borough,Category
,Morris Park Ave/White Plains Rd,Pelham and Throgs Neck,10462,2,5,,40.845215,-73.865707,Bronx,transit_station
,White Plains Rd/Morris Park Ave,Pelham and Throgs Neck,10462,1,1,,40.845665,-73.86615,Bronx,transit_station
,Morris Park Ave/Garfield St,Crotona and Tremont,10460,,,,40.843906,-73.869804,Bronx,transit_station
,Morris Park Ave/Taylor Ave,Crotona and Tremont,10460,,,,40.843678,-73.869911,Bronx,transit_station
,E Tremont Ave/Leland Av,Crotona and Tremont,10460,1,5,,40.840744,-73.865936,Bronx,transit_station
,E Tremont Ave/Thieriot Av,Crotona and Tremont,10460,1,5,,40.840633,-73.865997,Bronx,transit_station
,E Tremont Av/Unionport Rd,Pelham and Throgs Neck,10462,,,,40.841148,-73.863663,Bronx,transit_station
,White Plains Rd/E Tremont Av,Crotona and Tremont,10460,1,4,,40.840675,-73.864403,Bronx,transit_station
,Unionport Rd/E Tremont Av,Pelham and Throgs Neck,10462,1,3,,40.8411402,-73.8631747,Bronx,transit_station
,Morris PK Av/Williamsbridge Rd,Pelham and Throgs Neck,10461,,,,40.8503,-73.851378,Bronx,transit_station
,Morris PK Av/Hone Av,Pelham and Throgs Neck,10461,,,,40.848801,-73.8546905,Bronx,transit_station
,Morris PK Av/Seminole Av,Pelham and Throgs Neck,10461,,,,40.851114,-73.848251,Bronx,transit_station
,Eastchester Rd/Waters Pl,Pelham and Throgs Neck,10461,,,,40.846512,-73.844345,Bronx,transit_station
,Williamsbridge Rd/Rhinelander Av,Pelham and Throgs Neck,10461,,,,40.852354,-73.8529665,Bronx,transit_station
,Williamsbridge Rd/Pierce Av,Pelham and Throgs Neck,10461,,,,40.846832,-73.848991,Bronx,transit_station
,Morris Park Ave/Williamsbridge Rd,Pelham and Throgs Neck,10461,,,,40.850243,-73.851776,Bronx,transit_station
,Williamsbridge Rd/Morris Park Ave,Pelham and Throgs Neck,10461,1,4,,40.850449,-73.851624,Bronx,transit_station
,Morris Park Ave/Hone Ave,Pelham and Throgs Neck,10461,2,4.5,,40.848755,-73.855072,Bronx,transit_station
,Morris Park Ave/Seminole Ave,Pelham and Throgs Neck,10461,2,5,,40.851192,-73.847939,Bronx,transit_station
,Morris PK Av/Eastchester Rd,Pelham and Throgs Neck,10461,,,,40.851208,-73.8443985,Bronx,transit_station
,Eastchester Rd/Sackett Av,Pelham and Throgs Neck,10461,1,5,,40.849136,-73.845177,Bronx,transit_station
,Fordham,Bronx Park and Fordham,10458,,,,40.8614658,-73.8905425,Bronx,transit_station
,Webster Av/E 187 St,Bronx Park and Fordham,10458,,,,40.858896,-73.893879,Bronx,transit_station
,Crotona Av/E 187 St,Bronx Park and Fordham,10458,,,,40.853901,-73.8836325,Bronx,transit_station
,3 Ave/Washington Av,Bronx Park and Fordham,10458,,,,40.857136,-73.891205,Bronx,transit_station
,3 Av/E 188 St,Bronx Park and Fordham,10458,,,,40.858372,-73.891006,Bronx,transit_station
,Fordham Rd @ Bathgate Ave,Bronx Park and Fordham,10458,,,,40.859625,-73.887265,Bronx,transit_station
,E Fordham Rd/Hoffman St,Bronx Park and Fordham,10458,7,4.7,,40.858871,-73.885757,Bronx,transit_station
,E Fordham Rd/Bathgate Av,Bronx Park and Fordham,10458,1,2,,40.859852,-73.88765,Bronx,transit_station
,E 189 St & Washington Av,Bronx Park and Fordham,10458,,,,40.8597644,-73.8904167,Bronx,transit_station
,Fordham Plaza/Bus Terminal,Bronx Park and Fordham,10458,8,3.8,,40.860237,-73.890884,Bronx,transit_station
,Fordham Rd @ 3 Rd Ave,Bronx Park and Fordham,10458,2,2.5,,40.860776,-73.889768,Bronx,transit_station
,3 Av/E 189 St,Bronx Park and Fordham,10458,,,,40.860481,-73.890839,Bronx,transit_station
,3 Av/E Fordham Rd,Bronx Park and Fordham,10458,1,5,,40.860592,-73.890594,Bronx,transit_station
,Fordham Rd @ Belmont Ave,Bronx Park and Fordham,10458,3,4.7,,40.8578096,-73.8833694,Bronx,transit_station
,E Fordham Rd/3 Ave,Bronx Park and Fordham,10458,2,3,,40.861115,-73.890038,Bronx,transit_station
,3 Av/E 183 St,Crotona and Tremont,10457,1,4,,40.8538527,-73.8913082,Bronx,transit_station
,Kappock St/Knolls Cres,Kingsbridge and Riverdale,10463,,,,40.879282,-73.9167135,Bronx,transit_station
,Irwin Av/Johnson Av,Kingsbridge and Riverdale,10463,,,,40.8793795,-73.912346,Bronx,transit_station
,Henry Hudson Pkwy E/W 227 St,Kingsbridge and Riverdale,10463,,,,40.881195,-73.917099,Bronx,transit_station
,Henry Hudson Pkwy W/W 227 St,Kingsbridge and Riverdale,10463,,,,40.881615,-73.91732,Bronx,transit_station
,Henry Hudson Pkwy W/Independence Ave,Kingsbridge and Riverdale,10463,2,3,,40.880779,-73.91893,Bronx,transit_station
,Kappock St/Knolls Crescent,Kingsbridge and Riverdale,10463,3,4.3,,40.878994,-73.91687,Bronx,transit_station
,Henry Hudson Pkwy W/W 232 St,Kingsbridge and Riverdale,10463,2,2.5,,40.884441,-73.915176,Bronx,transit_station
,Henry Hudson Pkwy/W 232 St,Kingsbridge and Riverdale,10463,3,4.3,,40.884434,-73.914566,Bronx,transit_station
,Riverdale Ave/Johnson Av,Kingsbridge and Riverdale,10463,1,5,,40.879269,-73.912697,Bronx,transit_station
,Kappock St/Johnson Av,Kingsbridge and Riverdale,10463,,,,40.877411,-73.918045,Bronx,transit_station
,Irwin Ave/Johnson Av,Kingsbridge and Riverdale,10463,,,,40.879593,-73.912003,Bronx,transit_station
,Spuyten Duyvil,Kingsbridge and Riverdale,10463,29,4,,40.8789356,-73.9221377,Bronx,transit_station
,Henry Hudson Pkwy E/W 235 St,Kingsbridge and Riverdale,10463,2,1,,40.886013,-73.912598,Bronx,transit_station
,W 230 St/Tibbett Av,Kingsbridge and Riverdale,10463,1,4,,40.879532,-73.909866,Bronx,transit_station
,Riverdale Av/W 231 St,Kingsbridge and Riverdale,10463,,,,40.881504,-73.909447,Bronx,transit_station
,Riverdale Av/w 260 St,Kingsbridge and Riverdale,10471,,,,40.9086035,-73.9036295,Bronx,transit_station
,Riverdale Av/w 259 St,Kingsbridge and Riverdale,10471,,,,40.9068375,-73.90411,Bronx,transit_station
,Riverdale Av/w 261 St,Kingsbridge and Riverdale,10471,,,,40.910311,-73.9031485,Bronx,transit_station
,Riverdale Av/w 263 St,Kingsbridge and Riverdale,10471,,,,40.9123705,-73.902618,Bronx,transit_station
,Riverdale Av/w 256 St,Kingsbridge and Riverdale,10471,,,,40.9041115,-73.905022,Bronx,transit_station
,Riverdale Av/W 260 St,Kingsbridge and Riverdale,10471,,,,40.90871,-73.903488,Bronx,transit_station
,Riverdale Av/W 259 St,Kingsbridge and Riverdale,10471,,,,40.906574,-73.90432,Bronx,transit_station
,Riverdale Ave/W 261 St,Kingsbridge and Riverdale,10471,,,,40.910355,-73.903267,Bronx,transit_station
,Riverdale Av/W 261 St,Kingsbridge and Riverdale,10471,,,,40.910404,-73.903038,Bronx,transit_station
,Riverdale Av/W 263 St,Kingsbridge and Riverdale,10471,,,,40.912785,-73.902679,Bronx,transit_station
,Riverdale Av/W 256 St,Kingsbridge and Riverdale,10471,1,5,,40.903896,-73.905243,Bronx,transit_station
,Broadway/W 260 St,Kingsbridge and Riverdale,10471,,,,40.9072,-73.89669,Bronx,transit_station
,Broadway/W 262 St,Kingsbridge and Riverdale,10471,6,4.5,,40.910103,-73.896729,Bronx,transit_station
,Westchester Av/Wilkinson Av,Pelham and Throgs Neck,10461,,,,40.851503,-73.829742,Bronx,transit_station
,Westchester Av/Crosby Av,Pelham and Throgs Neck,10461,,,,40.84679,-73.8321935,Bronx,transit_station
,Westchester Av/Roberts Av,Pelham and Throgs Neck,10461,,,,40.8455145,-73.8342135,Bronx,transit_station
,Westchester Ave/St Theresa Av,Pelham and Throgs Neck,10461,,,,40.849373,-73.830559,Bronx,transit_station
,Westchester Ave/Mahan Av,Pelham and Throgs Neck,10461,,,,40.849075,-73.830544,Bronx,transit_station
,Westchester Ave/Wilkinson Av,Pelham and Throgs Neck,10461,1,5,,40.851852,-73.829315,Bronx,transit_station
,Westchester Ave/Buhre Av,Pelham and Throgs Neck,10461,1,4,,40.84724,-73.832176,Bronx,transit_station
,Bruckner Blvd/Willow Ln,Pelham and Throgs Neck,10461,,,,40.84903,-73.828102,Bronx,transit_station
,Crosby Ave/Buhre Av,Pelham and Throgs Neck,10461,1,5,,40.846916,-73.832054,Bronx,transit_station
,Buhre Avenue Station,Pelham and Throgs Neck,10461,36,4.1,,40.8469121,-73.8323569,Bronx,transit_station
,Westchester Ave/Crosby Av,Pelham and Throgs Neck,10461,,,,40.846828,-73.832466,Bronx,transit_station
,Amendola Pl/Wilkinson Av,Pelham and Throgs Neck,10461,1,3,,40.85186,-73.827255,Bronx,transit_station
,Amedola Pl/Wilkinson Av,Pelham and Throgs Neck,10461,,,,40.852177,-73.827301,Bronx,transit_station
,Amendola Pl/Westchester Av,Pelham and Throgs Neck,10461,1,2,,40.852375,-73.827347,Bronx,transit_station
,Westchester Av/Amendola Plaza,Pelham and Throgs Neck,10461,2,3,,40.85265,-73.827507,Bronx,transit_station
,Crosby Ave/Westchester Av,Pelham and Throgs Neck,10461,2,4.5,,40.8466,-73.832085,Bronx,transit_station
,Bruckner Blvd/Wilkinson Av,Pelham and Throgs Neck,10461,1,4,,40.852364,-73.827042,Bronx,transit_station
,E Tremont Av/Randall Av,Pelham and Throgs Neck,10465,,,,40.826296,-73.8219145,Bronx,transit_station
,E Tremont Av/Lafayette Av,Pelham and Throgs Neck,10465,,,,40.8298645,-73.8254625,Bronx,transit_station
,Balcom Av/Randall Av,Pelham and Throgs Neck,10465,,,,40.8229335,-73.8276975,Bronx,transit_station
,E Tremont Av/Barkley Av,Pelham and Throgs Neck,10465,,,,40.8308905,-73.826412,Bronx,transit_station
,Balcom Av/Schley Av,Pelham and Throgs Neck,10465,,,,40.8216135,-73.826572,Bronx,transit_station
,Cross Bronx Expy/Randall Av,Pelham and Throgs Neck,10465,2,2,,40.825142,-73.824677,Bronx,transit_station
,E Tremont Ave/Philip Av,Pelham and Throgs Neck,10465,,,,40.827904,-73.823792,Bronx,transit_station
,Randall Ave/Cross Bronx Expy,Pelham and Throgs Neck,10465,,,,40.824993,-73.824066,Bronx,transit_station
,Randall Av/Cross Bronx Expy,Pelham and Throgs Neck,10465,,,,40.82423,-73.826019,Bronx,transit_station
,E Tremont Ave/Philip Ave,Pelham and Throgs Neck,10465,,,,40.828281,-73.82383,Bronx,transit_station
,Randall Ave/E Tremont Av,Pelham and Throgs Neck,10465,,,,40.826042,-73.822281,Bronx,transit_station
,E Tremont Ave/Randall Av,Pelham and Throgs Neck,10465,2,4,,40.826633,-73.822006,Bronx,transit_station
,E Tremont Ave/Lafayette Av,Pelham and Throgs Neck,10465,,,,40.8300126,-73.8254345,Bronx,transit_station
,E Tremont Ave/Roosevelt Ave,Pelham and Throgs Neck,10465,,,,40.82568,-73.82122,Bronx,transit_station
,Balcom Ave/Randall Av,Pelham and Throgs Neck,10465,,,,40.822735,-73.827644,Bronx,transit_station
,E Tremont Ave/Barkley Av,Pelham and Throgs Neck,10465,,,,40.830959,-73.826324,Bronx,transit_station
,E Tremont Av/Sampson Av,Pelham and Throgs Neck,10465,,,,40.8204725,-73.8180775,Bronx,transit_station
,E Tremont Av/Miles Av,Pelham and Throgs Neck,10465,,,,40.8189185,-73.817169,Bronx,transit_station
,E Tremont Av/Schley Av,Pelham and Throgs Neck,10465,,,,40.8243215,-73.820198,Bronx,transit_station
,Harding Av/Throgs Neck Bl,Pelham and Throgs Neck,10465,,,,40.8165605,-73.811977,Bronx,transit_station
,Throgs Neck Expy/Meagher Av,Pelham and Throgs Neck,10465,,,,40.82119,-73.812737,Bronx,transit_station
,Throgs Neck Expy/Veterans Memorial Park,Pelham and Throgs Neck,10465,,,,40.823738,-73.814835,Bronx,transit_station
,Edgewater Park/Edgewater Park Oval,Pelham and Throgs Neck,10465,1,4,,40.822571,-73.810944,Bronx,transit_station
,Throgs Neck Expy/Wissman Av,Pelham and Throgs Neck,10465,,,,40.819988,-73.810318,Bronx,transit_station
,E Tremont Ave/Sampson Av,Pelham and Throgs Neck,10465,,,,40.820557,-73.818275,Bronx,transit_station
,Throgs Neck Expy/Prentiss Av,Pelham and Throgs Neck,10465,,,,40.819695,-73.809814,Bronx,transit_station
,E Tremont Ave/Dewey Av,Pelham and Throgs Neck,10465,,,,40.822559,-73.819183,Bronx,transit_station
,E Tremont Ave/Miles Av,Pelham and Throgs Neck,10465,,,,40.818626,-73.817116,Bronx,transit_station
,E Tremont Av/Cross Bronx Expy,Pelham and Throgs Neck,10465,,,,40.822433,-73.819382,Bronx,transit_station
,Harding Av/E Tremont Av,Pelham and Throgs Neck,10465,1,5,,40.816244,-73.8155515,Bronx,transit_station
,Pennyfield Av/Throgs Neck Expy,Pelham and Throgs Neck,10465,,,,40.818489,-73.809921,Bronx,transit_station
,E Tremont Ave/Lawton Av,Pelham and Throgs Neck,10465,,,,40.817738,-73.816391,Bronx,transit_station
,Pennyfield Ave/Lawton Av,Pelham and Throgs Neck,10465,,,,40.818287,-73.809998,Bronx,transit_station
,Ellsworth Ave/Schley Av,Pelham and Throgs Neck,10465,,,,40.8266187,-73.816007,Bronx,transit_station
,Castle Hill Av/Randall Av,Pelham and Throgs Neck,10473,,,,40.819012,-73.848026,Bronx,transit_station
,Castle Hill Av/Lacombe Av,Pelham and Throgs Neck,10473,,,,40.817133,-73.847595,Bronx,transit_station
,Castle Hill Av/Seward Av,Pelham and Throgs Neck,10473,,,,40.8211175,-73.8485295,Bronx,transit_station
,Castle Hill Av/Norton Av,Pelham and Throgs Neck,10473,,,,40.814606,-73.847004,Bronx,transit_station
,Lafayette Av/Olmstead Av,Pelham and Throgs Neck,10473,,,,40.8228835,-73.851784,Bronx,transit_station
,Castle Hill Ave/Randall Av,Pelham and Throgs Neck,10473,1,5,,40.818504,-73.848053,Bronx,transit_station
,Castle Hill Ave/Lacombe Av,Pelham and Throgs Neck,10473,3,3.3,,40.817051,-73.847702,Bronx,transit_station
,Castle Hill Ave/Seward Av,Pelham and Throgs Neck,10473,3,4.7,,40.821457,-73.848473,Bronx,transit_station
,Randall Ave/Olmstead Av,Pelham and Throgs Neck,10473,8,3.4,,40.818676,-73.851639,Bronx,transit_station
,Olmstead Ave/Seward Av,Pelham and Throgs Neck,10473,3,3.3,,40.820221,-73.851578,Bronx,transit_station
,Castle Hill Ave/Norton Av,Pelham and Throgs Neck,10473,,,,40.814388,-73.847069,Bronx,transit_station
,Seward Ave/Pugsley Av,Pelham and Throgs Neck,10473,1,5,,40.820274,-73.854187,Bronx,transit_station
,Lafayette Ave/Olmstead Av,Pelham and Throgs Neck,10473,2,5,,40.822971,-73.851921,Bronx,transit_station
,Castle Hill Ave/Turnbull Ave,Pelham and Throgs Neck,10473,2,3,,40.823929,-73.849045,Bronx,transit_station
,Pugsley Ave/Seward Av,Pelham and Throgs Neck,10473,1,5,,40.82019,-73.854507,Bronx,transit_station
,White Plains Rd/Adee Av,Bronx Park and Fordham,10467,,,,40.8696995,-73.8672295,Bronx,transit_station
,White Plains Rd/Rosewood St,Bronx Park and Fordham,10467,,,,40.8731765,-73.8671075,Bronx,transit_station
,White Plains Rd/Arnow Av,Bronx Park and Fordham,10467,,,,40.8678725,-73.8672945,Bronx,transit_station
,White Plains Rd/Magenta St,Bronx Park and Fordham,10467,,,,40.875208,-73.8670465,Bronx,transit_station
,E Gun Hill Rd/Barnes Av,Bronx Park and Fordham,10467,,,,40.876095,-73.8624035,Bronx,transit_station
,E Gun Hill Rd/Paulding Av,Northeast Bronx,10469,,,,40.8747164,-73.8580541,Bronx,transit_station
,Bronxwood Ave/Burke Av,Bronx Park and Fordham,10467,1,5,,40.871059,-73.861526,Bronx,transit_station
,Bronxwood Av/Burke Av,Northeast Bronx,10469,,,,40.87159,-73.861252,Bronx,transit_station
,Bronxwood Av/Adee Av,Northeast Bronx,10469,,,,40.869469,-73.861313,Bronx,transit_station
,Bronxwood Ave/Adee Av,Bronx Park and Fordham,10467,,,,40.869305,-73.861565,Bronx,transit_station
,Bronxwood Av/Bartholdi St,Northeast Bronx,10469,,,,40.873466,-73.861435,Bronx,transit_station
,Bronxwood Av/Duncan St,Northeast Bronx,10469,,,,40.873409,-73.861214,Bronx,transit_station
,Burke Av Station,Bronx Park and Fordham,10467,33,3.8,,40.8714516,-73.8670726,Bronx,transit_station
,White Plains Rd/Burke Av,Bronx Park and Fordham,10467,,,,40.871365,-73.867104,Bronx,transit_station
,Eastchester Rd/Waring Av,Northeast Bronx,10469,,,,40.860889,-73.8432005,Bronx,transit_station
,Allerton Av/Westervelt Av,Northeast Bronx,10469,,,,40.8651275,-73.8396645,Bronx,transit_station
,Allerton Av/Morgan Av,Northeast Bronx,10469,,,,40.865242,-73.84531,Bronx,transit_station
,Eastchester Rd/Astor Av,Northeast Bronx,10469,,,,40.859501,-73.8430065,Bronx,transit_station
,Allerton Av/Lodovick Av,Northeast Bronx,10469,,,,40.865055,-73.83704,Bronx,transit_station
,Eastchester Rd/Schorr Pl,Northeast Bronx,10469,,,,40.867039,-73.84301,Bronx,transit_station
,Allerton Av/Fish Av,Northeast Bronx,10469,,,,40.865278,-73.847191,Bronx,transit_station
,Bartow Av/Gunther Av,Northeast Bronx,10469,,,,40.8669475,-73.837429,Bronx,transit_station
,Eastchester Rd/Pelham Py,Northeast Bronx,10469,,,,40.857931,-73.8434565,Bronx,transit_station
,Eastchester Rd/Mace Av,Northeast Bronx,10469,1,5,,40.86248,-73.843559,Bronx,transit_station
,Allerton Av/Eastchester Rd,Northeast Bronx,10469,1,5,,40.865124,-73.843544,Bronx,transit_station
,Allerton Ave/Westervelt Av,Northeast Bronx,10469,,,,40.865047,-73.839401,Bronx,transit_station
,Eastchester Rd/Allerton Av,Northeast Bronx,10469,1,5,,40.865528,-73.843231,Bronx,transit_station
,167 St,HighBridge and Morrisania,10452,5,3.8,,40.835537,-73.9214,Bronx,transit_station
,Morris Av/E 169 St,HighBridge and Morrisania,10456,,,,40.8352965,-73.912899,Bronx,transit_station
,E 167 St/Findlay Av,HighBridge and Morrisania,10456,,,,40.8311805,-73.913067,Bronx,transit_station
,Morris Av/E 166 St,HighBridge and Morrisania,10456,,,,40.830536,-73.915699,Bronx,transit_station
,Webster Av/E 167 St,HighBridge and Morrisania,10456,,,,40.830948,-73.910461,Bronx,transit_station
,Webster Av/E 169 St,HighBridge and Morrisania,10456,,,,40.8339935,-73.9086605,Bronx,transit_station
,Grand Concourse/E 167 St,HighBridge and Morrisania,10456,4,4.8,,40.834824,-73.917091,Bronx,transit_station
,E 167 St/Grand Concourse,HighBridge and Morrisania,10456,,,,40.834496,-73.917282,Bronx,transit_station
,E 167 St/Morris Av,HighBridge and Morrisania,10456,1,2,,40.833263,-73.914261,Bronx,transit_station
,Castle Hill Av/Gleason Av,Pelham and Throgs Neck,10462,,,,40.8319205,-73.85104,Bronx,transit_station
,Castle Hill Av/Westchester Av,Pelham and Throgs Neck,10462,,,,40.834301,-73.8517305,Bronx,transit_station
,Westchester Av/Olmstead Av,Pelham and Throgs Neck,10462,,,,40.8338985,-73.8544275,Bronx,transit_station
,Castle Hill Ave/Watson Av,Pelham and Throgs Neck,10472,,,,40.829647,-73.85038,Bronx,transit_station
,Castle Hill Ave/Cross Bronx Service Rd N,Pelham and Throgs Neck,10472,,,,40.829964,-73.850632,Bronx,transit_station
,Cross Bronx Service Rd/Castle Hill Ave,Pelham and Throgs Neck,10472,5,4.6,,40.830074,-73.850822,Bronx,transit_station
,Cross Bronx Service Rd/Haviland Ave,Pelham and Throgs Neck,10462,2,5,,40.830444,-73.850212,Bronx,transit_station
,Castle Hill Ave/Chatterton Av,Pelham and Throgs Neck,10472,,,,40.827957,-73.850235,Bronx,transit_station
,Castle Hill Ave/Gleason Av,Pelham and Throgs Neck,10462,1,5,,40.832211,-73.850983,Bronx,transit_station
,Bruckner Blvd/Castle Hill Av,Pelham and Throgs Neck,10473,1,1,,40.826927,-73.849312,Bronx,transit_station
,Castle Hill Av/Bruckner Blvd,Pelham and Throgs Neck,10473,,,,40.826488,-73.849907,Bronx,transit_station
,Castle Hill Ave/Quimby Av,Pelham and Throgs Neck,10473,2,5,,40.8260328,-73.8495344,Bronx,transit_station
,Bruckner Blvd/Havemeyer Av,Pelham and Throgs Neck,10473,,,,40.8273368,-73.8462481,Bronx,transit_station
,E 229 St/Schieffelin Pl,Northeast Bronx,10466,,,,40.8841935,-73.842335,Bronx,transit_station
,Eastchester Rd/Needham Av,Northeast Bronx,10469,,,,40.8801385,-73.848053,Bronx,transit_station
,Eastchester Rd/Chester St,Northeast Bronx,10469,,,,40.879017,-73.8474465,Bronx,transit_station
,E 225 St/Laconia Av,Northeast Bronx,10466,2,5,,40.88401,-73.8489,Bronx,transit_station
,Laconia Av/E 225 St,Northeast Bronx,10466,2,5,,40.884079,-73.849548,Bronx,transit_station
,E 225 St/Schieffelin Av,Northeast Bronx,10466,,,,40.8826619,-73.8457094,Bronx,transit_station
,E 229 St/E 229 Dr S,Northeast Bronx,10466,1,5,,40.886398,-73.845352,Bronx,transit_station
,E 225 St/Schieffelin Pl,Northeast Bronx,10466,,,,40.882542,-73.844994,Bronx,transit_station
,Laconia Av/E 230 St,Northeast Bronx,10466,,,,40.887814,-73.847099,Bronx,transit_station
,Eastchester Rd/E 222 St,Northeast Bronx,10469,2,5,,40.881111,-73.84845,Bronx,transit_station
,Laconia Av/Grenada Pl,Northeast Bronx,10466,,,,40.887985,-73.846748,Bronx,transit_station
,E 229 St/Schieffelin Av,Northeast Bronx,10466,,,,40.884724,-73.842941,Bronx,transit_station
,86 St/Ridge Bl,Southwest Brooklyn,11209,,,,40.624096,-74.0337485,Brooklyn,transit_station
,4 Av/87 St,Southwest Brooklyn,11209,,,,40.6218795,-74.0285795,Brooklyn,transit_station
,86 St/Colonial Rd,Southwest Brooklyn,11209,,,,40.6247465,-74.036484,Brooklyn,transit_station
,4 Av/77 St,Southwest Brooklyn,11209,,,,40.629614,-74.02557,Brooklyn,transit_station
,3 Av/83 St,Southwest Brooklyn,11209,,,,40.6254142,-74.0304025,Brooklyn,transit_station
,3 Av/82 St,Southwest Brooklyn,11209,1,1,,40.62627,-74.029831,Brooklyn,transit_station
