Borough,Neighbourhood,Latitude,Longitude,Zipcode,Median_Cost_Per_Studio,Median_Cost_Per_1_Bed,Median_Cost_Per_2_Bed,Avg_Cost_Per_Studio,Avg_Cost_Per_1_Bed,Avg_Cost_Per_2_Bed,Avg_Cost_Per_3_Bed,Restaurant_Count_Name,Restaurant_Mean_Distance (m),Restaurant_Mean_Rating,Restaurant_Mean_Price,Restaurant_Sum_Reviews,School_Count_Name,Park_Count_Name,Transit_Count_Name,Grocery_Count_Name,Rat_Mean_Case Open?,Rat_Mean_Days Complaint Open,Uber_Sum_Ride Count,Uber_Mean_Ride Count,Resto_Cluster,Transport_Cluster,Location_Cluster,Resto_Rat_Cluster,POI_Cluster
Bronx,Claremont Village,40.83142834,-73.90119903,10459,,,,,,,,49,564.0434744,3.932703081,1.258064516,2603,15,17,15,12,0.004347826,9.667826087,0,0,1,2,1,3,0
Bronx,Concourse Village,40.82478049,-73.91584653,10456,3098,1700,2195,,,,,57,562.8527409,3.582553021,1.534883721,5143,26,22,23,20,0.001383126,9.887966805,1,1,1,0,1,3,0
Bronx,Mount Eden,40.84382618,-73.91655552,10452,1375,1475,1950,,,,,60,608.8200729,3.66022409,1.244897959,6221,16,23,27,16,0.011363636,-0.127525253,0,0,1,2,1,3,0
Bronx,Mount Hope,40.84884161,-73.90829931,10453,,1875,1825,,,,,56,489.973489,3.737946943,1.342857143,6623,26,23,37,22,0.008955224,11.67462687,0,0,1,2,1,3,0
Manhattan,Sutton Place,40.76028033,-73.96355614,10065,,,,2676,3622,5217,6497,42,583.240252,4.235294118,2.43902439,12546,12,8,8,5,0,10.84946237,71,1,1,0,1,1,2
Queens,Hunters Point,40.74341409,-73.95386782,11101,,,,,,,,24,171.7083333,4.163398693,1.739130435,0,0,0,0,0,0,9.302325581,103,1,0,0,1,3,1
Manhattan,Turtle Bay,40.75204237,-73.96770825,10022,,,,,,,,62,781.210454,4.208096142,2.338983051,48635,14,14,13,5,0,0,217,1,1,0,1,1,0
Manhattan,Tudor City,40.74691741,-73.97121929,10017,,,,,,,,48,1771.57544,4.253186275,2.340909091,31858,4,15,10,6,0,10.62871287,41,1,1,0,1,1,0
Manhattan,Stuyvesant Town,40.73099955,-73.9740517,10009,2250,1600,4100,,,,,57,562.9855658,4.236016512,1.854545455,33231,14,21,27,9,0,11.79310345,159,1,1,0,1,1,0
Manhattan,Flatiron,40.73967305,-73.99094711,10011,,,,,,,,62,598.5072391,4.278273245,2.383333333,63300,28,13,18,8,0,10.16009852,730,1,1,3,1,1,0
Queens,Sunnyside Gardens,40.74565181,-73.91819286,11104,,,,,,,,61,542.0210834,4.174606236,1.6,16054,9,6,20,9,0.004587156,11.28899083,16,1,0,0,1,1,1
Queens,Blissville,40.73725072,-73.93244235,11101,,,2000,,,,,25,726.8,3.399077278,1.416666667,0,0,0,1,0,0.006993007,14.66433566,0,0,0,1,1,3,1
Brooklyn,Fulton Ferry,40.70328109,-73.99550752,11201,,,,,,,,25,396.68,4.303529412,1.791666667,0,0,0,0,0,0,14.65789474,0,0,1,2,1,3,2
Brooklyn,Vinegar Hill,40.7033215,-73.98111604,11201,,1500,4500,,,,,25,604.36,4.171764706,1.47826087,0,0,0,0,0,0,14.92753623,80,1,1,0,1,3,2
Brooklyn,Weeksville,40.67503987,-73.93053109,11233,,,,,,,,53,635.0616353,3.868584825,1.511111111,12463,27,28,17,8,0.007667032,14.67031763,1,1,1,0,1,3,0
Brooklyn,Broadway Junction,40.67786105,-73.90331685,11207,,,,,,,,25,687.32,2.751633987,1.285714286,0,0,0,0,0,0.053658537,8.682926829,10,1,1,0,1,2,2
Brooklyn,Dumbo,40.70317633,-73.98875281,11201,1313,1650,5620,3189,4132,6086,9144,122,631.3622798,4.086647221,1.939130435,74115,47,47,62,13,0.004784689,14.59330144,102,1,1,0,1,1,0
Staten Island,Manor Heights,40.60180958,-74.120594,10314,,,1450,,,,,20,574.5,3.379084967,1.4,0,0,0,0,0,0,23.16666667,0,0,0,1,0,0,1
Staten Island,Willowbrook,40.60370693,-74.13208447,10314,,1500,1550,,,,,200,730.1247666,3.654678176,1.693430657,35516,94,24,136,8,0,12.91208791,0,0,0,4,0,1,0
Staten Island,Sandy Ground,40.54113992,-74.21776636,10309,,,,,,,,11,910.8181818,2.915966387,1.222222222,0,0,0,0,0,0,16.55555556,0,0,0,1,0,0,1
Staten Island,Egbertville,40.57911874,-74.12727241,10306,,,,,,,,9,634.7777778,2.764705882,1.25,0,0,0,0,0,0,16.23076923,0,0,0,1,0,0,1
Queens,Roxbury,40.56737589,-73.8921376,11697,,,,,,,,9,383.7244667,4.116666667,1.75,904,2,5,3,1,0,77,0,0,0,1,1,0,1
Brooklyn,Homecrest,40.5985251,-73.95918459,11229,,,,,,,,25,394.44,2.782135076,1.590909091,0,0,0,0,0,0.009090909,10.65454545,1,1,1,0,1,3,2
Queens,Middle Village,40.71641451,-73.88114319,11379,1675,1800,2100,,,,,47,611.3130611,3.810521282,1.465116279,9186,20,6,18,3,0.008474576,11.01694915,1,1,0,0,1,3,1
Staten Island,Prince's Bay,40.52626407,-74.20152556,10312,,,,,,,,91,347.037984,3.58504332,1.585714286,13935,39,17,70,2,0,29.06451613,0,0,0,4,0,0,1
Staten Island,Lighthouse Hill,40.57650629,-74.13792664,10306,,,,,,,,132,762.6318438,3.757765328,1.706521739,26044,54,21,125,4,0,25.6,0,0,0,4,0,1,0
Staten Island,Richmond Valley,40.51954146,-74.22957081,10309,,,,,,,,101,637.1277792,3.746132299,1.683544304,17087,25,25,80,3,0,12.07142857,0,0,0,4,0,1,0
Queens,Malba,40.79060156,-73.82667757,11357,,,,,,,,71,721.9616401,3.859048537,1.636363636,9295,38,11,44,5,0,14.57894737,0,0,0,1,1,1,0
Brooklyn,Highland Park,40.68199893,-73.89034571,11207,,,,,,,,95,701.6825515,3.63194341,1.38028169,20237,37,42,39,18,0,14.16772152,0,0,1,2,1,1,0
Brooklyn,Madison,40.6093777,-73.94841515,11229,,,,,,,,89,704.9902235,3.793099058,1.512820513,18620,33,9,24,17,0.013888889,12.09722222,0,0,1,2,1,1,0
Bronx,Bronxdale,40.85272298,-73.86172578,10462,,,,,,,,88,638.5297126,3.696934866,1.524390244,28909,30,16,35,23,0.005509642,6.112947658,0,0,1,2,1,1,0
Bronx,Allerton,40.86578788,-73.85931863,10467,1850,1400,1800,,,,,82,515.2963234,3.681849497,1.21875,12077,35,24,32,18,0.001972387,8.936883629,0,0,1,2,1,3,0
Bronx,Kingsbridge Heights,40.87039239,-73.90152265,10468,,,,,,,,58,589.6386867,3.667201426,1.307692308,16803,26,18,20,12,0.007462687,7.308102345,0,0,1,2,1,3,0
Brooklyn,Erasmus,40.64692607,-73.9481771,11226,,,,,,,,77,585.5142995,3.845854342,1.523076923,17867,30,10,47,18,0.012232416,11.27675841,2,1,1,0,1,1,0
Manhattan,Hudson Yards,40.75665808,-74.00011136,10001,,,,,,,,62,1964.460545,4.20113852,1.915254237,62690,28,28,29,4,0,12.62365591,26,1,1,0,1,1,0
Queens,Hammels,40.58733774,-73.80553003,11693,,,,,,,,58,631.065083,3.894376619,1.408163265,9496,11,17,18,2,0,20.12903226,1,1,0,0,1,0,1
Queens,Bayswater,40.61132169,-73.76596781,11691,,,,,,,,48,530.5107164,3.615947712,1.153846154,5916,32,18,30,10,0,8.9,0,0,0,1,1,3,0
Queens,Queensbridge,40.7560913,-73.9456307,11101,,,,,,,,101,860.36163,4.024836601,1.852272727,41362,48,36,63,9,0.043478261,6.434782609,1,1,0,4,1,2,0
Staten Island,Fox Hills,40.61731079,-74.08173992,10304,,,5595,,,,,94,699.1839141,3.860477203,1.631578947,12823,41,20,80,6,0.006134969,12.63803681,0,0,0,4,0,1,0
